Hand_R, , ,Shoulder_R, , 
0.06684702,0.5769094,-2.040994,0.05166699,0.299967,-2.493217
0.06918389,0.5769562,-2.043216,0.05126518,0.2971779,-2.492486
0.06918389,0.5769562,-2.043216,0.05126518,0.2971779,-2.492486
0.06912112,0.5774865,-2.037777,0.05143645,0.2962167,-2.493463
0.06912112,0.5774865,-2.037777,0.05143645,0.2962167,-2.493463
0.07166106,0.5751407,-2.039827,0.05191566,0.3014292,-2.493898
0.07166106,0.5751407,-2.039827,0.05191566,0.3014292,-2.493898
0.07497735,0.5810331,-2.038614,0.05219558,0.3005319,-2.493887
0.07497735,0.5810331,-2.038614,0.05219558,0.3005319,-2.493887
0.08224952,0.576539,-2.038235,0.05079623,0.2987864,-2.493076
0.08224952,0.576539,-2.038235,0.05079623,0.2987864,-2.493076
0.09571812,0.5745975,-2.038839,0.04933774,0.2941366,-2.4915
0.09571812,0.5745975,-2.038839,0.04933774,0.2941366,-2.4915
0.111569,0.5729067,-2.038538,0.04988885,0.292043,-2.486627
0.111569,0.5729067,-2.038538,0.04988885,0.292043,-2.486627
0.1338831,0.5769824,-2.03629,0.05215478,0.292627,-2.486054
0.1338831,0.5769824,-2.03629,0.05215478,0.292627,-2.486054
0.1600359,0.5707913,-2.037242,0.0496964,0.2989703,-2.487374
0.1600359,0.5707913,-2.037242,0.0496964,0.2989703,-2.487374
0.1907018,0.5612146,-2.043981,0.04982387,0.2985785,-2.486495
0.1907018,0.5612146,-2.043981,0.04982387,0.2985785,-2.486495
0.222909,0.5721397,-2.048001,0.05141338,0.2909302,-2.484195
0.222909,0.5721397,-2.048001,0.05141338,0.2909302,-2.484195
0.2585426,0.5669049,-2.046355,0.05151628,0.2922118,-2.483546
0.2585426,0.5669049,-2.046355,0.05151628,0.2922118,-2.483546
0.3002279,0.5525201,-2.05052,0.04953698,0.2983765,-2.484069
0.3002279,0.5525201,-2.05052,0.04953698,0.2983765,-2.484069
0.3461002,0.5267606,-2.058183,0.05175552,0.291899,-2.475317
0.3461002,0.5267606,-2.058183,0.05175552,0.291899,-2.475317
0.3461002,0.5267606,-2.058183,0.05175552,0.291899,-2.475317
0.392107,0.4848101,-2.062571,0.05350389,0.2894635,-2.473889
0.392107,0.4848101,-2.062571,0.05350389,0.2894635,-2.473889
0.429027,0.433544,-2.074738,0.05268589,0.3027978,-2.4842
0.429027,0.433544,-2.074738,0.05268589,0.3027978,-2.4842
0.464533,0.3760622,-2.093786,0.05341621,0.3028141,-2.487335
0.464533,0.3760622,-2.093786,0.05341621,0.3028141,-2.487335
0.482747,0.3123566,-2.108476,0.05232289,0.3023146,-2.488227
0.482747,0.3123566,-2.108476,0.05232289,0.3023146,-2.488227
0.5018141,0.2425577,-2.127686,0.05242283,0.2973336,-2.491106
0.5018141,0.2425577,-2.127686,0.05242283,0.2973336,-2.491106
0.5027115,0.1697185,-2.135083,0.05411232,0.3019253,-2.496189
0.5027115,0.1697185,-2.135083,0.05411232,0.3019253,-2.496189
0.5027115,0.1697185,-2.135083,0.05411232,0.3019253,-2.496189
0.5027115,0.1697185,-2.135083,0.05411232,0.3019253,-2.496189
0.4902084,0.09613831,-2.1541,0.05372024,0.303416,-2.499222
0.4902084,0.09613831,-2.1541,0.05372024,0.303416,-2.499222
0.4681628,0.03058607,-2.179322,0.05246503,0.3054823,-2.500247
0.4681628,0.03058607,-2.179322,0.05246503,0.3054823,-2.500247
0.4349574,-0.0317809,-2.186856,0.05488876,0.2943874,-2.494076
0.4349574,-0.0317809,-2.186856,0.05488876,0.2943874,-2.494076
0.4016663,-0.08735404,-2.210426,0.05426862,0.2900872,-2.493778
0.4016663,-0.08735404,-2.210426,0.05426862,0.2900872,-2.493778
0.3581665,-0.1437268,-2.207997,0.05607057,0.291529,-2.496567
0.3581665,-0.1437268,-2.207997,0.05607057,0.291529,-2.496567
0.3060208,-0.1868079,-2.212846,0.05984569,0.292551,-2.498907
0.3060208,-0.1868079,-2.212846,0.05984569,0.292551,-2.498907
0.2441123,-0.2176295,-2.224391,0.0627885,0.2950678,-2.50071
0.2441123,-0.2176295,-2.224391,0.0627885,0.2950678,-2.50071
0.1758559,-0.234382,-2.228478,0.06295898,0.2990735,-2.504358
0.1758559,-0.234382,-2.228478,0.06295898,0.2990735,-2.504358
0.1125344,-0.2446283,-2.21716,0.06275444,0.2937125,-2.499113
0.1125344,-0.2446283,-2.21716,0.06275444,0.2937125,-2.499113
0.03596171,-0.2377809,-2.213216,0.06274176,0.2942745,-2.496483
0.03596171,-0.2377809,-2.213216,0.06274176,0.2942745,-2.496483
-0.02526737,-0.2156328,-2.206212,0.06347882,0.2915837,-2.494333
-0.02526737,-0.2156328,-2.206212,0.06347882,0.2915837,-2.494333
-0.07248823,-0.185359,-2.206202,0.06472684,0.2928933,-2.49131
-0.07248823,-0.185359,-2.206202,0.06472684,0.2928933,-2.49131
-0.07248823,-0.185359,-2.206202,0.06472684,0.2928933,-2.49131
-0.1206122,-0.1397161,-2.21879,0.06626909,0.2929931,-2.487751
-0.1206122,-0.1397161,-2.21879,0.06626909,0.2929931,-2.487751
-0.1778812,-0.1021529,-2.195397,0.06433859,0.2926819,-2.485568
-0.1778812,-0.1021529,-2.195397,0.06433859,0.2926819,-2.485568
-0.2146969,-0.05271975,-2.18851,0.05927664,0.2971285,-2.48488
-0.2146969,-0.05271975,-2.18851,0.05927664,0.2971285,-2.48488
-0.2499525,0.0009934491,-2.18252,0.05644524,0.2982854,-2.480747
-0.2499525,0.0009934491,-2.18252,0.05644524,0.2982854,-2.480747
-0.2745563,0.06664841,-2.166421,0.05242701,0.2993628,-2.475249
-0.2745563,0.06664841,-2.166421,0.05242701,0.2993628,-2.475249
-0.2931678,0.1375905,-2.148237,0.05020603,0.2942405,-2.467835
-0.2931678,0.1375905,-2.148237,0.05020603,0.2942405,-2.467835
-0.2971008,0.2026579,-2.125703,0.05035238,0.2929862,-2.468336
-0.2971008,0.2026579,-2.125703,0.05035238,0.2929862,-2.468336
-0.2871344,0.263094,-2.113699,0.04617151,0.2908741,-2.465778
-0.2871344,0.263094,-2.113699,0.04617151,0.2908741,-2.465778
-0.2761728,0.3263423,-2.099121,0.04227874,0.2929847,-2.46556
-0.2761728,0.3263423,-2.099121,0.04227874,0.2929847,-2.46556
-0.2526883,0.3756572,-2.092469,0.04347214,0.2952231,-2.469845
-0.2526883,0.3756572,-2.092469,0.04347214,0.2952231,-2.469845
-0.2302327,0.4198885,-2.091059,0.04466151,0.3010444,-2.475079
-0.2302327,0.4198885,-2.091059,0.04466151,0.3010444,-2.475079
-0.2302327,0.4198885,-2.091059,0.04466151,0.3010444,-2.475079
-0.2302327,0.4198885,-2.091059,0.04466151,0.3010444,-2.475079
-0.2047447,0.4591203,-2.085477,0.04770316,0.305707,-2.478954
-0.2047447,0.4591203,-2.085477,0.04770316,0.305707,-2.478954
-0.1768335,0.4907784,-2.081555,0.05146841,0.3425232,-2.479415
-0.1768335,0.4907784,-2.081555,0.05146841,0.3425232,-2.479415
-0.14565,0.5228237,-2.076955,0.03630225,0.2988712,-2.482952
-0.14565,0.5228237,-2.076955,0.03630225,0.2988712,-2.482952
-0.1163799,0.5498871,-2.075012,0.02152517,0.2841823,-2.483284
-0.1163799,0.5498871,-2.075012,0.02152517,0.2841823,-2.483284
-0.05884955,0.5916998,-2.069615,0.008972699,0.273424,-2.48475
-0.05884955,0.5916998,-2.069615,0.008972699,0.273424,-2.48475
-0.05884955,0.5916998,-2.069615,0.008972699,0.273424,-2.48475
-0.05884955,0.5916998,-2.069615,0.008972699,0.273424,-2.48475
-0.03815363,0.5805548,-2.057886,0.007785914,0.2592108,-2.483936
-0.03815363,0.5805548,-2.057886,0.007785914,0.2592108,-2.483936
-0.03815363,0.5805548,-2.057886,0.007785914,0.2592108,-2.483936
-0.01414225,0.5733867,-2.059394,0.008577637,0.2483023,-2.481685
-0.01414225,0.5733867,-2.059394,0.008577637,0.2483023,-2.481685
0.00925248,0.5881852,-2.067962,0.01000142,0.2449521,-2.479616
0.00925248,0.5881852,-2.067962,0.01000142,0.2449521,-2.479616
0.02815573,0.5793087,-2.055032,0.01092816,0.2417757,-2.477169
0.02815573,0.5793087,-2.055032,0.01092816,0.2417757,-2.477169
0.0395801,0.5776125,-2.053842,0.03508594,0.2812145,-2.490509
0.0395801,0.5776125,-2.053842,0.03508594,0.2812145,-2.490509
0.05440361,0.5746561,-2.048904,0.04220571,0.293256,-2.493413
0.05440361,0.5746561,-2.048904,0.04220571,0.293256,-2.493413
0.06317302,0.5741863,-2.050587,0.04404383,0.2966605,-2.494984
0.06317302,0.5741863,-2.050587,0.04404383,0.2966605,-2.494984
0.06956072,0.5774058,-2.05212,0.04576779,0.3004386,-2.495175
0.06956072,0.5774058,-2.05212,0.04576779,0.3004386,-2.495175
0.07277624,0.578346,-2.051602,0.04826942,0.2968087,-2.495089
0.07277624,0.578346,-2.051602,0.04826942,0.2968087,-2.495089
0.07498471,0.5793912,-2.051493,0.0504089,0.2959692,-2.493969
0.07498471,0.5793912,-2.051493,0.0504089,0.2959692,-2.493969
0.0766528,0.5843412,-2.052282,0.0514041,0.2954615,-2.493203
0.0766528,0.5843412,-2.052282,0.0514041,0.2954615,-2.493203
0.07437985,0.5867754,-2.050258,0.05373308,0.2978451,-2.493407
0.07437985,0.5867754,-2.050258,0.05373308,0.2978451,-2.493407
