Hand_R, , ,Shoulder_R, , 
0.0774807,0.5795056,-2.047568,0.05101118,0.2932711,-2.485316
0.08848406,0.5805084,-2.046172,0.05067194,0.2946173,-2.484684
0.08848406,0.5805084,-2.046172,0.05067194,0.2946173,-2.484684
0.08848406,0.5805084,-2.046172,0.05067194,0.2946173,-2.484684
0.08848406,0.5805084,-2.046172,0.05067194,0.2946173,-2.484684
0.1134798,0.5782796,-2.047398,0.05256779,0.289983,-2.48091
0.1134798,0.5782796,-2.047398,0.05256779,0.289983,-2.48091
0.1410935,0.5765187,-2.044579,0.05255853,0.2881766,-2.479275
0.1410935,0.5765187,-2.044579,0.05255853,0.2881766,-2.479275
0.172684,0.5743606,-2.0471,0.05181202,0.2892021,-2.479846
0.172684,0.5743606,-2.0471,0.05181202,0.2892021,-2.479846
0.2057262,0.5824177,-2.05563,0.05254035,0.2891853,-2.480303
0.2057262,0.5824177,-2.05563,0.05254035,0.2891853,-2.480303
0.2435413,0.5779089,-2.055094,0.0515783,0.2899309,-2.474504
0.2435413,0.5779089,-2.055094,0.0515783,0.2899309,-2.474504
0.2888414,0.5571237,-2.053821,0.05168613,0.293737,-2.475724
0.2888414,0.5571237,-2.053821,0.05168613,0.293737,-2.475724
0.3200852,0.5284804,-2.044055,0.05174996,0.305117,-2.482787
0.3200852,0.5284804,-2.044055,0.05174996,0.305117,-2.482787
0.3638492,0.4846904,-2.047543,0.05168168,0.3057998,-2.48544
0.3638492,0.4846904,-2.047543,0.05168168,0.3057998,-2.48544
0.4166589,0.4315059,-2.065531,0.05220927,0.3059483,-2.487392
0.4166589,0.4315059,-2.065531,0.05220927,0.3059483,-2.487392
0.4510549,0.3711747,-2.078203,0.05269941,0.3009983,-2.484421
0.4510549,0.3711747,-2.078203,0.05269941,0.3009983,-2.484421
0.4719789,0.3098814,-2.084213,0.05427262,0.3050047,-2.48711
0.4719789,0.3098814,-2.084213,0.05427262,0.3050047,-2.48711
0.4947341,0.2407826,-2.111062,0.05219524,0.3043362,-2.488841
0.4947341,0.2407826,-2.111062,0.05219524,0.3043362,-2.488841
0.4941752,0.1646361,-2.123159,0.0542303,0.29842,-2.486705
0.4941752,0.1646361,-2.123159,0.0542303,0.29842,-2.486705
0.4850748,0.08970024,-2.139091,0.05300581,0.3032451,-2.486324
0.4850748,0.08970024,-2.139091,0.05300581,0.3032451,-2.486324
0.4850748,0.08970024,-2.139091,0.05300581,0.3032451,-2.486324
0.4745936,0.02876578,-2.172033,0.05070585,0.3049838,-2.486124
0.4745936,0.02876578,-2.172033,0.05070585,0.3049838,-2.486124
0.456372,-0.03285127,-2.192642,0.04946188,0.3039715,-2.48654
0.456372,-0.03285127,-2.192642,0.04946188,0.3039715,-2.48654
0.4319887,-0.0833061,-2.210233,0.04971653,0.3036586,-2.487856
0.4319887,-0.0833061,-2.210233,0.04971653,0.3036586,-2.487856
0.3889684,-0.1320991,-2.218575,0.04903302,0.2992055,-2.488076
0.3889684,-0.1320991,-2.218575,0.04903302,0.2992055,-2.488076
0.3410172,-0.1749855,-2.227261,0.05074505,0.2948522,-2.483649
0.3410172,-0.1749855,-2.227261,0.05074505,0.2948522,-2.483649
0.2969011,-0.2063121,-2.232513,0.0523858,0.2986358,-2.482527
0.2969011,-0.2063121,-2.232513,0.0523858,0.2986358,-2.482527
0.2276669,-0.2291688,-2.237654,0.05200648,0.2989469,-2.48635
0.2276669,-0.2291688,-2.237654,0.05200648,0.2989469,-2.48635
0.1644443,-0.238429,-2.230946,0.05182984,0.3041933,-2.485159
0.1644443,-0.238429,-2.230946,0.05182984,0.3041933,-2.485159
0.09129614,-0.2388286,-2.221925,0.05281233,0.3015993,-2.479304
0.09129614,-0.2388286,-2.221925,0.05281233,0.3015993,-2.479304
0.02355266,-0.2216434,-2.228158,0.05204594,0.3028472,-2.48009
0.02355266,-0.2216434,-2.228158,0.05204594,0.3028472,-2.48009
-0.03191416,-0.204739,-2.215242,0.05381178,0.2993026,-2.476752
-0.03191416,-0.204739,-2.215242,0.05381178,0.2993026,-2.476752
-0.08548703,-0.1686424,-2.21792,0.05369276,0.301286,-2.475435
-0.08548703,-0.1686424,-2.21792,0.05369276,0.301286,-2.475435
-0.1362627,-0.1336298,-2.206185,0.05351964,0.3053392,-2.473296
-0.1362627,-0.1336298,-2.206185,0.05351964,0.3053392,-2.473296
-0.1963134,-0.09042653,-2.190718,0.05074228,0.3066357,-2.471954
