Hand_L, , ,Elbow_L, , ,Shoulder_L, , ,Body, , 
-0.4047306,0.4588023,-1.794883,-0.3681173,0.2453079,-1.977771,-0.1778587,0.2226658,-2.237827,-0.01013731,0.004539644,-2.275482
-0.4047306,0.4588023,-1.794883,-0.3681173,0.2453079,-1.977771,-0.1778587,0.2226658,-2.237827,-0.01013731,0.004539644,-2.275482
-0.4215245,0.4539931,-1.794898,-0.3774521,0.2443009,-1.978025,-0.1767615,0.2170713,-2.235716,-0.01025027,-0.001833899,-2.274153
-0.4215245,0.4539931,-1.794898,-0.3774521,0.2443009,-1.978025,-0.1767615,0.2170713,-2.235716,-0.01025027,-0.001833899,-2.274153
-0.4523421,0.4480057,-1.795068,-0.3844039,0.2483171,-1.985094,-0.1750675,0.2293589,-2.239733,-0.009968502,0.009181031,-2.277
-0.4523421,0.4480057,-1.795068,-0.3844039,0.2483171,-1.985094,-0.1750675,0.2293589,-2.239733,-0.009968502,0.009181031,-2.277
-0.4801462,0.4368954,-1.796778,-0.3963103,0.2432465,-1.991588,-0.1763593,0.2234575,-2.239237,-0.01033528,0.003655835,-2.274578
-0.4801462,0.4368954,-1.796778,-0.3963103,0.2432465,-1.991588,-0.1763593,0.2234575,-2.239237,-0.01033528,0.003655835,-2.274578
-0.5046437,0.4186949,-1.796336,-0.4083881,0.23941,-2.00192,-0.1775453,0.2179941,-2.236174,-0.01127439,-0.001564822,-2.271856
-0.5046437,0.4186949,-1.796336,-0.4083881,0.23941,-2.00192,-0.1775453,0.2179941,-2.236174,-0.01127439,-0.001564822,-2.271856
-0.5046437,0.4186949,-1.796336,-0.4083881,0.23941,-2.00192,-0.1775453,0.2179941,-2.236174,-0.01127439,-0.001564822,-2.271856
-0.5395883,0.3871401,-1.803541,-0.4183092,0.2241987,-2.011427,-0.1776114,0.2241506,-2.239273,-0.0106905,0.004945106,-2.274098
-0.5395883,0.3871401,-1.803541,-0.4183092,0.2241987,-2.011427,-0.1776114,0.2241506,-2.239273,-0.0106905,0.004945106,-2.274098
-0.5734788,0.3518267,-1.811929,-0.4317519,0.2046231,-2.020566,-0.1768114,0.2268306,-2.244395,-0.009959616,0.006860445,-2.27428
-0.5734788,0.3518267,-1.811929,-0.4317519,0.2046231,-2.020566,-0.1768114,0.2268306,-2.244395,-0.009959616,0.006860445,-2.27428
-0.5734788,0.3518267,-1.811929,-0.4317519,0.2046231,-2.020566,-0.1768114,0.2268306,-2.244395,-0.009959616,0.006860445,-2.27428
-0.5734788,0.3518267,-1.811929,-0.4317519,0.2046231,-2.020566,-0.1768114,0.2268306,-2.244395,-0.009959616,0.006860445,-2.27428
-0.6229983,0.2416091,-1.828953,-0.4432989,0.1685379,-2.051883,-0.1766103,0.2215699,-2.242868,-0.009185424,0.002062798,-2.272969
-0.6229983,0.2416091,-1.828953,-0.4432989,0.1685379,-2.051883,-0.1766103,0.2215699,-2.242868,-0.009185424,0.002062798,-2.272969
-0.6414992,0.1615612,-1.841898,-0.4447234,0.1350695,-2.067181,-0.176355,0.2190453,-2.243635,-0.008051272,0.0001072288,-2.273068
-0.6414992,0.1615612,-1.841898,-0.4447234,0.1350695,-2.067181,-0.176355,0.2190453,-2.243635,-0.008051272,0.0001072288,-2.273068
-0.6414992,0.1615612,-1.841898,-0.4447234,0.1350695,-2.067181,-0.176355,0.2190453,-2.243635,-0.008051272,0.0001072288,-2.273068
-0.6414992,0.1615612,-1.841898,-0.4447234,0.1350695,-2.067181,-0.176355,0.2190453,-2.243635,-0.008051272,0.0001072288,-2.273068
-0.6514144,0.09672462,-1.857011,-0.4378694,0.1052646,-2.078093,-0.1750567,0.2189521,-2.245002,-0.007324122,-0.0006401025,-2.272791
-0.6514144,0.09672462,-1.857011,-0.4378694,0.1052646,-2.078093,-0.1750567,0.2189521,-2.245002,-0.007324122,-0.0006401025,-2.272791
-0.6317871,0.01293843,-1.89478,-0.4137908,0.0753813,-2.100168,-0.1739234,0.2164264,-2.24209,-0.006567774,-0.003156074,-2.272082
-0.6317871,0.01293843,-1.89478,-0.4137908,0.0753813,-2.100168,-0.1739234,0.2164264,-2.24209,-0.006567774,-0.003156074,-2.272082
-0.5958737,-0.07310754,-1.908862,-0.3992109,0.0432967,-2.108369,-0.1732143,0.2162281,-2.241924,-0.005815506,-0.003227034,-2.272642
-0.5958737,-0.07310754,-1.908862,-0.3992109,0.0432967,-2.108369,-0.1732143,0.2162281,-2.241924,-0.005815506,-0.003227034,-2.272642
-0.5450513,-0.1317935,-1.914993,-0.3754625,0.01188408,-2.123875,-0.1737972,0.2179014,-2.243704,-0.004991562,-0.0005686173,-2.273747
-0.5450513,-0.1317935,-1.914993,-0.3754625,0.01188408,-2.123875,-0.1737972,0.2179014,-2.243704,-0.004991562,-0.0005686173,-2.273747
-0.4841628,-0.1915248,-1.944438,-0.3441494,-0.006452764,-2.141978,-0.1724512,0.2180628,-2.243112,-0.005066156,-0.001384573,-2.273965
-0.4841628,-0.1915248,-1.944438,-0.3441494,-0.006452764,-2.141978,-0.1724512,0.2180628,-2.243112,-0.005066156,-0.001384573,-2.273965
-0.4063317,-0.2432067,-1.956962,-0.3129016,-0.0256495,-2.148843,-0.1758778,0.2194175,-2.245486,-0.008729509,-0.0004953507,-2.274235
-0.4063317,-0.2432067,-1.956962,-0.3129016,-0.0256495,-2.148843,-0.1758778,0.2194175,-2.245486,-0.008729509,-0.0004953507,-2.274235
-0.3210468,-0.2831725,-1.982384,-0.2788338,-0.03368099,-2.151333,-0.1803216,0.2213362,-2.25003,-0.01486683,-0.00050177,-2.273008
-0.3210468,-0.2831725,-1.982384,-0.2788338,-0.03368099,-2.151333,-0.1803216,0.2213362,-2.25003,-0.01486683,-0.00050177,-2.273008
-0.2368456,-0.2895347,-1.984105,-0.2497053,-0.03406654,-2.149898,-0.1802382,0.2214538,-2.251321,-0.01631111,-0.001674943,-2.272898
-0.2368456,-0.2895347,-1.984105,-0.2497053,-0.03406654,-2.149898,-0.1802382,0.2214538,-2.251321,-0.01631111,-0.001674943,-2.272898
-0.1617572,-0.2687884,-1.96233,-0.2251825,-0.03755838,-2.137275,-0.1813668,0.2227726,-2.252446,-0.01751614,-0.0005574762,-2.272538
-0.1617572,-0.2687884,-1.96233,-0.2251825,-0.03755838,-2.137275,-0.1813668,0.2227726,-2.252446,-0.01751614,-0.0005574762,-2.272538
-0.1617572,-0.2687884,-1.96233,-0.2251825,-0.03755838,-2.137275,-0.1813668,0.2227726,-2.252446,-0.01751614,-0.0005574762,-2.272538
-0.1617572,-0.2687884,-1.96233,-0.2251825,-0.03755838,-2.137275,-0.1813668,0.2227726,-2.252446,-0.01751614,-0.0005574762,-2.272538
-0.1617572,-0.2687884,-1.96233,-0.2251825,-0.03755838,-2.137275,-0.1813668,0.2227726,-2.252446,-0.01751614,-0.0005574762,-2.272538
-0.1617572,-0.2687884,-1.96233,-0.2251825,-0.03755838,-2.137275,-0.1813668,0.2227726,-2.252446,-0.01751614,-0.0005574762,-2.272538
-0.09911893,-0.2304044,-1.957969,-0.2160363,-0.03025178,-2.131866,-0.1826742,0.2258615,-2.254023,-0.01791594,0.003128014,-2.273321
-0.09911893,-0.2304044,-1.957969,-0.2160363,-0.03025178,-2.131866,-0.1826742,0.2258615,-2.254023,-0.01791594,0.003128014,-2.273321
-0.02342019,-0.1521154,-1.937926,-0.1946051,-0.007302504,-2.10428,-0.1803187,0.2267784,-2.249593,-0.01686483,0.003553701,-2.273568
