Hand_L, , ,Elbow_L, , ,Shoulder_L, , ,Body, , 
-0.4925973,0.3934618,-1.790145,-0.3762802,0.2376763,-2.005807,-0.169292,0.2240268,-2.258005,-0.004081715,0.002773988,-2.287513
-0.4925973,0.3934618,-1.790145,-0.3762802,0.2376763,-2.005807,-0.169292,0.2240268,-2.258005,-0.004081715,0.002773988,-2.287513
-0.493572,0.401373,-1.794454,-0.3797109,0.2378908,-2.004717,-0.1708121,0.223609,-2.257756,-0.004857293,0.002851049,-2.286921
-0.493572,0.401373,-1.794454,-0.3797109,0.2378908,-2.004717,-0.1708121,0.223609,-2.257756,-0.004857293,0.002851049,-2.286921
-0.4994566,0.3982752,-1.800693,-0.3814096,0.2316221,-2.004166,-0.1707461,0.2243656,-2.254074,-0.005780683,0.003581071,-2.288104
-0.4994566,0.3982752,-1.800693,-0.3814096,0.2316221,-2.004166,-0.1707461,0.2243656,-2.254074,-0.005780683,0.003581071,-2.288104
-0.4994566,0.3982752,-1.800693,-0.3814096,0.2316221,-2.004166,-0.1707461,0.2243656,-2.254074,-0.005780683,0.003581071,-2.288104
-0.4994566,0.3982752,-1.800693,-0.3814096,0.2316221,-2.004166,-0.1707461,0.2243656,-2.254074,-0.005780683,0.003581071,-2.288104
-0.504898,0.3933668,-1.799893,-0.3868134,0.2302975,-2.006057,-0.1697731,0.2251027,-2.25297,-0.004893876,0.004600994,-2.289282
-0.504898,0.3933668,-1.799893,-0.3868134,0.2302975,-2.006057,-0.1697731,0.2251027,-2.25297,-0.004893876,0.004600994,-2.289282
-0.5176517,0.374891,-1.804283,-0.3926996,0.2180845,-2.015273,-0.1674258,0.2247738,-2.253943,-0.004018186,0.002947322,-2.28882
-0.5176517,0.374891,-1.804283,-0.3926996,0.2180845,-2.015273,-0.1674258,0.2247738,-2.253943,-0.004018186,0.002947322,-2.28882
-0.535575,0.3434091,-1.808927,-0.3987143,0.2071295,-2.02806,-0.1694679,0.2211917,-2.254238,-0.005890333,-0.0009314368,-2.286322
-0.535575,0.3434091,-1.808927,-0.3987143,0.2071295,-2.02806,-0.1694679,0.2211917,-2.254238,-0.005890333,-0.0009314368,-2.286322
-0.5537358,0.3042854,-1.812833,-0.4054168,0.1884149,-2.034709,-0.1694336,0.2220294,-2.254115,-0.005911672,-0.0002603238,-2.285346
-0.5537358,0.3042854,-1.812833,-0.4054168,0.1884149,-2.034709,-0.1694336,0.2220294,-2.254115,-0.005911672,-0.0002603238,-2.285346
-0.5749668,0.2487165,-1.81858,-0.4095482,0.1664668,-2.042185,-0.171248,0.2219633,-2.256861,-0.006540719,0.0001680071,-2.285213
-0.5749668,0.2487165,-1.81858,-0.4095482,0.1664668,-2.042185,-0.171248,0.2219633,-2.256861,-0.006540719,0.0001680071,-2.285213
-0.595827,0.1719737,-1.831841,-0.4113626,0.1394854,-2.054972,-0.1702658,0.2231293,-2.259143,-0.006227017,0.000646579,-2.285962
-0.595827,0.1719737,-1.831841,-0.4113626,0.1394854,-2.054972,-0.1702658,0.2231293,-2.259143,-0.006227017,0.000646579,-2.285962
-0.5989693,0.1001045,-1.83036,-0.4132606,0.1088208,-2.061657,-0.167268,0.2337584,-2.258703,-0.005825214,0.009878892,-2.289243
-0.5989693,0.1001045,-1.83036,-0.4132606,0.1088208,-2.061657,-0.167268,0.2337584,-2.258703,-0.005825214,0.009878892,-2.289243
-0.5989693,0.1001045,-1.83036,-0.4132606,0.1088208,-2.061657,-0.167268,0.2337584,-2.258703,-0.005825214,0.009878892,-2.289243
-0.5989693,0.1001045,-1.83036,-0.4132606,0.1088208,-2.061657,-0.167268,0.2337584,-2.258703,-0.005825214,0.009878892,-2.289243
-0.5777338,0.0166387,-1.861607,-0.3919827,0.07851428,-2.083286,-0.1657718,0.2276754,-2.255955,-0.003958199,0.003930005,-2.285618
-0.5777338,0.0166387,-1.861607,-0.3919827,0.07851428,-2.083286,-0.1657718,0.2276754,-2.255955,-0.003958199,0.003930005,-2.285618
-0.5777338,0.0166387,-1.861607,-0.3919827,0.07851428,-2.083286,-0.1657718,0.2276754,-2.255955,-0.003958199,0.003930005,-2.285618
-0.5608697,-0.07761268,-1.893936,-0.3809281,0.04063867,-2.094933,-0.1665763,0.2231452,-2.254299,-0.003244354,0.0004690452,-2.283705
-0.5608697,-0.07761268,-1.893936,-0.3809281,0.04063867,-2.094933,-0.1665763,0.2231452,-2.254299,-0.003244354,0.0004690452,-2.283705
-0.5179325,-0.164309,-1.945436,-0.3567027,0.01169442,-2.112197,-0.1685483,0.2225219,-2.251076,-0.004845117,0.0006529621,-2.284179
-0.5179325,-0.164309,-1.945436,-0.3567027,0.01169442,-2.112197,-0.1685483,0.2225219,-2.251076,-0.004845117,0.0006529621,-2.284179
-0.440866,-0.23383,-1.971808,-0.3308722,-0.014223,-2.127288,-0.1677501,0.2186909,-2.246535,-0.00568795,-0.003897982,-2.282767
-0.440866,-0.23383,-1.971808,-0.3308722,-0.014223,-2.127288,-0.1677501,0.2186909,-2.246535,-0.00568795,-0.003897982,-2.282767
-0.364206,-0.2873794,-1.993615,-0.3048733,-0.0387013,-2.134536,-0.1672151,0.2218417,-2.245878,-0.008364688,-0.003069354,-2.28197
-0.364206,-0.2873794,-1.993615,-0.3048733,-0.0387013,-2.134536,-0.1672151,0.2218417,-2.245878,-0.008364688,-0.003069354,-2.28197
-0.364206,-0.2873794,-1.993615,-0.3048733,-0.0387013,-2.134536,-0.1672151,0.2218417,-2.245878,-0.008364688,-0.003069354,-2.28197
-0.364206,-0.2873794,-1.993615,-0.3048733,-0.0387013,-2.134536,-0.1672151,0.2218417,-2.245878,-0.008364688,-0.003069354,-2.28197
