Hand_L, , ,Elbow_L, , ,Shoulder_L, , ,Body, , 
-0.4257685,0.4878044,-1.807129,-0.3889996,0.2759906,-1.991506,-0.1746501,0.2075515,-2.226032,-0.007780744,-0.01054703,-2.267395
-0.4614453,0.4636734,-1.806218,-0.4019821,0.2610045,-1.999536,-0.1762285,0.2173167,-2.230335,-0.01024492,-0.002340669,-2.266647
-0.4614453,0.4636734,-1.806218,-0.4019821,0.2610045,-1.999536,-0.1762285,0.2173167,-2.230335,-0.01024492,-0.002340669,-2.266647
-0.4614453,0.4636734,-1.806218,-0.4019821,0.2610045,-1.999536,-0.1762285,0.2173167,-2.230335,-0.01024492,-0.002340669,-2.266647
-0.4614453,0.4636734,-1.806218,-0.4019821,0.2610045,-1.999536,-0.1762285,0.2173167,-2.230335,-0.01024492,-0.002340669,-2.266647
-0.4920013,0.4319004,-1.799481,-0.4150038,0.2465301,-2.00858,-0.1757408,0.2207467,-2.232111,-0.01110036,-0.0003971342,-2.265452
-0.4920013,0.4319004,-1.799481,-0.4150038,0.2465301,-2.00858,-0.1757408,0.2207467,-2.232111,-0.01110036,-0.0003971342,-2.265452
-0.4920013,0.4319004,-1.799481,-0.4150038,0.2465301,-2.00858,-0.1757408,0.2207467,-2.232111,-0.01110036,-0.0003971342,-2.265452
-0.5284724,0.3791269,-1.805635,-0.4252106,0.2161502,-2.021824,-0.176106,0.217726,-2.23427,-0.01183322,-0.004126466,-2.264581
-0.5284724,0.3791269,-1.805635,-0.4252106,0.2161502,-2.021824,-0.176106,0.217726,-2.23427,-0.01183322,-0.004126466,-2.264581
-0.5672208,0.3134639,-1.822108,-0.4330666,0.1792956,-2.042067,-0.1754463,0.2213106,-2.236761,-0.01211451,-0.00144907,-2.26551
-0.5672208,0.3134639,-1.822108,-0.4330666,0.1792956,-2.042067,-0.1754463,0.2213106,-2.236761,-0.01211451,-0.00144907,-2.26551
-0.5897024,0.2327065,-1.834566,-0.4317938,0.1484942,-2.064402,-0.1783603,0.213965,-2.232709,-0.0154255,-0.00801634,-2.268389
-0.5897024,0.2327065,-1.834566,-0.4317938,0.1484942,-2.064402,-0.1783603,0.213965,-2.232709,-0.0154255,-0.00801634,-2.268389
-0.6116767,0.15226,-1.845597,-0.4340227,0.1163205,-2.074624,-0.1782516,0.2137894,-2.234967,-0.01545578,-0.008594439,-2.269049
-0.6116767,0.15226,-1.845597,-0.4340227,0.1163205,-2.074624,-0.1782516,0.2137894,-2.234967,-0.01545578,-0.008594439,-2.269049
-0.6226258,0.08258958,-1.860491,-0.4319457,0.08140232,-2.085748,-0.1772051,0.2205413,-2.240234,-0.01443661,-0.002626569,-2.268801
-0.6226258,0.08258958,-1.860491,-0.4319457,0.08140232,-2.085748,-0.1772051,0.2205413,-2.240234,-0.01443661,-0.002626569,-2.268801
-0.6109707,-0.01602681,-1.901836,-0.4136648,0.04983548,-2.10888,-0.1773899,0.224094,-2.242566,-0.01389354,0.001222057,-2.269425
-0.6109707,-0.01602681,-1.901836,-0.4136648,0.04983548,-2.10888,-0.1773899,0.224094,-2.242566,-0.01389354,0.001222057,-2.269425
-0.6109707,-0.01602681,-1.901836,-0.4136648,0.04983548,-2.10888,-0.1773899,0.224094,-2.242566,-0.01389354,0.001222057,-2.269425
-0.6109707,-0.01602681,-1.901836,-0.4136648,0.04983548,-2.10888,-0.1773899,0.224094,-2.242566,-0.01389354,0.001222057,-2.269425
-0.5804765,-0.09591822,-1.93048,-0.3951349,0.02652492,-2.123642,-0.1788065,0.2210751,-2.240439,-0.01378081,-0.0006054566,-2.267834
-0.5804765,-0.09591822,-1.93048,-0.3951349,0.02652492,-2.123642,-0.1788065,0.2210751,-2.240439,-0.01378081,-0.0006054566,-2.267834
-0.5310532,-0.1640342,-1.957997,-0.3705299,0.002304217,-2.13767,-0.1776022,0.2201091,-2.240213,-0.0142177,-0.002727264,-2.268066
-0.5310532,-0.1640342,-1.957997,-0.3705299,0.002304217,-2.13767,-0.1776022,0.2201091,-2.240213,-0.0142177,-0.002727264,-2.268066
-0.4690005,-0.2193763,-1.98802,-0.3385342,-0.01901731,-2.153918,-0.1793091,0.2216671,-2.240842,-0.01581186,-0.001193633,-2.267856
-0.4690005,-0.2193763,-1.98802,-0.3385342,-0.01901731,-2.153918,-0.1793091,0.2216671,-2.240842,-0.01581186,-0.001193633,-2.267856
-0.400196,-0.264838,-1.994265,-0.3133972,-0.04146533,-2.155072,-0.1826517,0.2245616,-2.241623,-0.01791889,0.002673664,-2.269125
