Hand_L, , ,Elbow_L, , ,Shoulder_L, , ,Body, , 
-0.3469763,0.5102893,-1.839839,-0.3584568,0.3002078,-2.028235,-0.1810589,0.2187396,-2.24536,-0.01560539,-0.001210156,-2.282439
-0.3525622,0.5131844,-1.845335,-0.3642727,0.3009991,-2.031394,-0.1793364,0.2252346,-2.249162,-0.01533026,0.003633367,-2.282545
-0.3525622,0.5131844,-1.845335,-0.3642727,0.3009991,-2.031394,-0.1793364,0.2252346,-2.249162,-0.01533026,0.003633367,-2.282545
-0.3682202,0.5129991,-1.851343,-0.368641,0.3018107,-2.038779,-0.178903,0.2278645,-2.247919,-0.01577442,0.005947506,-2.283487
-0.3682202,0.5129991,-1.851343,-0.368641,0.3018107,-2.038779,-0.178903,0.2278645,-2.247919,-0.01577442,0.005947506,-2.283487
-0.3843019,0.5129171,-1.854797,-0.3746063,0.3035787,-2.044066,-0.179016,0.2240612,-2.246421,-0.01380284,0.003822908,-2.282799
-0.3843019,0.5129171,-1.854797,-0.3746063,0.3035787,-2.044066,-0.179016,0.2240612,-2.246421,-0.01380284,0.003822908,-2.282799
-0.4099793,0.5110736,-1.859212,-0.3786454,0.3054629,-2.049831,-0.1779697,0.2207096,-2.24545,-0.01110393,0.001862093,-2.282696
-0.4099793,0.5110736,-1.859212,-0.3786454,0.3054629,-2.049831,-0.1779697,0.2207096,-2.24545,-0.01110393,0.001862093,-2.282696
-0.4424987,0.5089059,-1.865381,-0.3849869,0.3076901,-2.054305,-0.1764974,0.2202614,-2.24386,-0.0102176,0.001300631,-2.283027
-0.4424987,0.5089059,-1.865381,-0.3849869,0.3076901,-2.054305,-0.1764974,0.2202614,-2.24386,-0.0102176,0.001300631,-2.283027
-0.4424987,0.5089059,-1.865381,-0.3849869,0.3076901,-2.054305,-0.1764974,0.2202614,-2.24386,-0.0102176,0.001300631,-2.283027
-0.4424987,0.5089059,-1.865381,-0.3849869,0.3076901,-2.054305,-0.1764974,0.2202614,-2.24386,-0.0102176,0.001300631,-2.283027
-0.5105178,0.5165287,-1.868819,-0.4154706,0.3129226,-2.042896,-0.1741624,0.2223154,-2.24242,-0.01028575,0.001877264,-2.283359
-0.5105178,0.5165287,-1.868819,-0.4154706,0.3129226,-2.042896,-0.1741624,0.2223154,-2.24242,-0.01028575,0.001877264,-2.283359
-0.5105178,0.5165287,-1.868819,-0.4154706,0.3129226,-2.042896,-0.1741624,0.2223154,-2.24242,-0.01000574,0.002011528,-2.282811
-0.5625178,0.4964983,-1.869509,-0.4356294,0.3025599,-2.043384,-0.1716407,0.2240596,-2.241654,-0.01000574,0.002011528,-2.282811
-0.5625178,0.4964983,-1.869509,-0.4356294,0.3025599,-2.043384,-0.1716407,0.2240596,-2.241654,-0.01000574,0.002011528,-2.282811
-0.6096525,0.4592485,-1.873924,-0.4519192,0.282157,-2.05163,-0.1699821,0.225408,-2.242743,-0.009514117,0.002070989,-2.281414
-0.6096525,0.4592485,-1.873924,-0.4519192,0.282157,-2.05163,-0.1699821,0.225408,-2.242743,-0.009514117,0.002070989,-2.281414
-0.640764,0.4008221,-1.881724,-0.4545357,0.2539881,-2.063407,-0.1697741,0.2271211,-2.243652,-0.008354519,0.004279827,-2.281232
-0.640764,0.4008221,-1.881724,-0.4545357,0.2539881,-2.063407,-0.1697741,0.2271211,-2.243652,-0.008354519,0.004279827,-2.281232
-0.640764,0.4008221,-1.881724,-0.4545357,0.2539881,-2.063407,-0.1697741,0.2271211,-2.243652,-0.008354519,0.004279827,-2.281232
-0.640764,0.4008221,-1.881724,-0.4545357,0.2539881,-2.063407,-0.1697741,0.2271211,-2.243652,-0.008354519,0.004279827,-2.281232
-0.6602589,0.3290464,-1.882034,-0.4556503,0.222927,-2.077558,-0.1690892,0.2257818,-2.244879,-0.006464285,0.003504441,-2.280547
-0.6602589,0.3290464,-1.882034,-0.4556503,0.222927,-2.077558,-0.1690892,0.2257818,-2.244879,-0.006464285,0.003504441,-2.280547
-0.6668977,0.239593,-1.892773,-0.4502774,0.1819725,-2.097295,-0.1681793,0.2311067,-2.251864,-0.007577725,0.006403437,-2.280541
-0.6668977,0.239593,-1.892773,-0.4502774,0.1819725,-2.097295,-0.1681793,0.2311067,-2.251864,-0.007577725,0.006403437,-2.280541
-0.6767855,0.1539796,-1.904569,-0.4485399,0.1456534,-2.108159,-0.1701644,0.2267483,-2.248322,-0.005940801,0.005087867,-2.280011
-0.6767855,0.1539796,-1.904569,-0.4485399,0.1456534,-2.108159,-0.1701644,0.2267483,-2.248322,-0.005940801,0.005087867,-2.280011
-0.6786779,0.07783916,-1.932077,-0.4354095,0.1089766,-2.11819,-0.1710542,0.2265108,-2.245894,-0.006220923,0.005842075,-2.28126
-0.6786779,0.07783916,-1.932077,-0.4354095,0.1089766,-2.11819,-0.1710542,0.2265108,-2.245894,-0.006220923,0.005842075,-2.28126
-0.6522814,-0.02724193,-1.957013,-0.4178205,0.07068367,-2.126812,-0.1685861,0.2348147,-2.250291,-0.005316584,0.01278129,-2.284453
-0.6522814,-0.02724193,-1.957013,-0.4178205,0.07068367,-2.126812,-0.1685861,0.2348147,-2.250291,-0.005316584,0.01278129,-2.284453
-0.6089843,-0.1182518,-1.979413,-0.3956138,0.03606022,-2.135601,-0.1664961,0.2331865,-2.246983,-0.00460002,0.01067022,-2.284387
-0.6089843,-0.1182518,-1.979413,-0.3956138,0.03606022,-2.135601,-0.1664961,0.2331865,-2.246983,-0.00460002,0.01067022,-2.284387
-0.6089843,-0.1182518,-1.979413,-0.3956138,0.03606022,-2.135601,-0.1664961,0.2331865,-2.246983,-0.00460002,0.01067022,-2.284387
-0.6089843,-0.1182518,-1.979413,-0.3956138,0.03606022,-2.135601,-0.1664961,0.2331865,-2.246983,-0.00460002,0.01067022,-2.284387
-0.5463108,-0.1960748,-2.006612,-0.3649835,0.00830608,-2.145296,-0.1702291,0.2267957,-2.245598,-0.004074,0.007366206,-2.282397
-0.5463108,-0.1960748,-2.006612,-0.3649835,0.00830608,-2.145296,-0.1702291,0.2267957,-2.245598,-0.004074,0.007366206,-2.282397
-0.4649505,-0.2558482,-2.010871,-0.3268068,-0.02225787,-2.155173,-0.1726614,0.2172331,-2.240771,-0.006247735,-0.001629453,-2.279855
