Hand_R, , ,Shoulder_R, , 
0.2585364,0.5650638,-2.047004,0.0533696,0.2948627,-2.482692
0.2585364,0.5650638,-2.047004,0.0533696,0.2948627,-2.482692
0.3003293,0.5520034,-2.050737,0.05180812,0.2997674,-2.48371
0.3003293,0.5520034,-2.050737,0.05180812,0.2997674,-2.48371
0.3461946,0.5266739,-2.058275,0.05342605,0.2920265,-2.475384
0.3461946,0.5266739,-2.058275,0.05342605,0.2920265,-2.475384
0.3921436,0.4848006,-2.062595,0.05493234,0.2891617,-2.473478
0.3921436,0.4848006,-2.062595,0.05493234,0.2891617,-2.473478
0.4291032,0.4335317,-2.074783,0.05401808,0.3037946,-2.482271
0.4291032,0.4335317,-2.074783,0.05401808,0.3037946,-2.482271
0.4645961,0.3760579,-2.093823,0.05577113,0.3044294,-2.486108
0.4645961,0.3760579,-2.093823,0.05577113,0.3044294,-2.486108
0.4827943,0.312471,-2.108445,0.05555312,0.3037353,-2.488146
0.4827943,0.312471,-2.108445,0.05555312,0.3037353,-2.488146
0.5018426,0.2425666,-2.127699,0.05395737,0.2987911,-2.488998
0.5018426,0.2425666,-2.127699,0.05395737,0.2987911,-2.488998
0.5027378,0.1696935,-2.135138,0.05409507,0.3024975,-2.493601
0.5027378,0.1696935,-2.135138,0.05409507,0.3024975,-2.493601
0.4902441,0.09614311,-2.154124,0.05206957,0.3037904,-2.495713
0.4902441,0.09614311,-2.154124,0.05206957,0.3037904,-2.495713
0.4679244,0.03043368,-2.179355,0.05143636,0.3069209,-2.499001
0.4679244,0.03043368,-2.179355,0.05143636,0.3069209,-2.499001
0.4348421,-0.03184483,-2.186901,0.05640291,0.2976645,-2.494081
0.4348421,-0.03184483,-2.186901,0.05640291,0.2976645,-2.494081
0.4348421,-0.03184483,-2.186901,0.05640291,0.2976645,-2.494081
0.4015741,-0.08737797,-2.21044,0.05612045,0.2939343,-2.492694
0.4015741,-0.08737797,-2.21044,0.05612045,0.2939343,-2.492694
0.3581743,-0.1437292,-2.207978,0.05811312,0.2955257,-2.495244
0.3581743,-0.1437292,-2.207978,0.05811312,0.2955257,-2.495244
0.3059891,-0.1868204,-2.212823,0.0624029,0.2951694,-2.49617
0.3059891,-0.1868204,-2.212823,0.0624029,0.2951694,-2.49617
0.2439989,-0.2176255,-2.224397,0.06442207,0.297423,-2.496854
0.2439989,-0.2176255,-2.224397,0.06442207,0.297423,-2.496854
0.1755957,-0.2343562,-2.228582,0.06457947,0.3010156,-2.499745
0.1755957,-0.2343562,-2.228582,0.06457947,0.3010156,-2.499745
0.1124746,-0.2446107,-2.217217,0.06436013,0.2980611,-2.494841
0.1124746,-0.2446107,-2.217217,0.06436013,0.2980611,-2.494841
0.03594983,-0.2377727,-2.213246,0.0642283,0.2984457,-2.491436
0.03594983,-0.2377727,-2.213246,0.0642283,0.2984457,-2.491436
-0.02525733,-0.2156382,-2.206213,0.06469496,0.2957345,-2.4905
-0.02525733,-0.2156382,-2.206213,0.06469496,0.2957345,-2.4905
-0.02525733,-0.2156382,-2.206213,0.06469496,0.2957345,-2.4905
-0.02525733,-0.2156382,-2.206213,0.06469496,0.2957345,-2.4905
-0.0724785,-0.1853423,-2.20623,0.06499068,0.2960017,-2.487277
-0.0724785,-0.1853423,-2.20623,0.06499068,0.2960017,-2.487277
-0.1206012,-0.1397054,-2.218801,0.06545202,0.2960365,-2.48216
-0.1206012,-0.1397054,-2.218801,0.06545202,0.2960365,-2.48216
-0.1778727,-0.1021489,-2.195398,0.06509989,0.2960028,-2.479676
-0.1778727,-0.1021489,-2.195398,0.06509989,0.2960028,-2.479676
-0.2146835,-0.05273776,-2.188533,0.06071969,0.2998054,-2.48004
-0.2146835,-0.05273776,-2.188533,0.06071969,0.2998054,-2.48004
-0.2498114,0.0006800787,-2.18274,0.05900277,0.3012082,-2.477501
-0.2498114,0.0006800787,-2.18274,0.05900277,0.3012082,-2.477501
-0.2744675,0.06640343,-2.166616,0.06003246,0.3057021,-2.474923
-0.2744675,0.06640343,-2.166616,0.06003246,0.3057021,-2.474923
-0.2931028,0.1374615,-2.148345,0.05732378,0.3024285,-2.464619
-0.2931028,0.1374615,-2.148345,0.05732378,0.3024285,-2.464619
-0.2970938,0.2026033,-2.125754,0.05455499,0.3030416,-2.460559
-0.2970938,0.2026033,-2.125754,0.05455499,0.3030416,-2.460559
-0.2871415,0.263083,-2.113716,0.05258912,0.3003608,-2.459159
-0.2871415,0.263083,-2.113716,0.05258912,0.3003608,-2.459159
-0.2871415,0.263083,-2.113716,0.05258912,0.3003608,-2.459159
