Hand_R, , ,Shoulder_R, , 
0.3108756,0.5445706,-2.035902,0.0499658,0.2995394,-2.468303
0.3486028,0.5163076,-2.043919,0.05027925,0.3057082,-2.472397
0.3486028,0.5163076,-2.043919,0.05027925,0.3057082,-2.472397
0.3930111,0.4765199,-2.050706,0.05004686,0.30339,-2.472641
0.3930111,0.4765199,-2.050706,0.05004686,0.30339,-2.472641
0.3930111,0.4765199,-2.050706,0.05004686,0.30339,-2.472641
0.3930111,0.4765199,-2.050706,0.05004686,0.30339,-2.472641
0.4358105,0.4232221,-2.060302,0.05047843,0.2989974,-2.474125
0.4358105,0.4232221,-2.060302,0.05047843,0.2989974,-2.474125
0.4662772,0.3606481,-2.088712,0.05099776,0.3035424,-2.474529
0.4662772,0.3606481,-2.088712,0.05099776,0.3035424,-2.474529
0.4662772,0.3606481,-2.088712,0.05099776,0.3035424,-2.474529
0.4662772,0.3606481,-2.088712,0.05099776,0.3035424,-2.474529
0.4901976,0.290222,-2.110051,0.05467079,0.3023244,-2.479346
0.4901976,0.290222,-2.110051,0.05467079,0.3023244,-2.479346
0.5098603,0.2088858,-2.138375,0.05508768,0.3020098,-2.484746
0.5098603,0.2088858,-2.138375,0.05508768,0.3020098,-2.484746
0.5045088,0.08887188,-2.166062,0.05662194,0.2916401,-2.482295
0.5045088,0.08887188,-2.166062,0.05662194,0.2916401,-2.482295
0.4756137,-0.01500818,-2.17097,0.05826113,0.2901214,-2.480686
0.4756137,-0.01500818,-2.17097,0.05826113,0.2901214,-2.480686
0.4391595,-0.07899953,-2.2053,0.05911577,0.2955055,-2.484349
0.4391595,-0.07899953,-2.2053,0.05911577,0.2955055,-2.484349
0.4391595,-0.07899953,-2.2053,0.05911577,0.2955055,-2.484349
0.3943458,-0.1400619,-2.224115,0.05590295,0.2979879,-2.484484
0.3943458,-0.1400619,-2.224115,0.05590295,0.2979879,-2.484484
0.3476046,-0.1816723,-2.246293,0.05775191,0.298893,-2.486572
0.3476046,-0.1816723,-2.246293,0.05775191,0.298893,-2.486572
0.3476046,-0.1816723,-2.246293,0.05775191,0.298893,-2.486572
0.3476046,-0.1816723,-2.246293,0.05775191,0.298893,-2.486572
0.281197,-0.2229983,-2.255883,0.05833868,0.2990548,-2.485424
0.281197,-0.2229983,-2.255883,0.05833868,0.2990548,-2.485424
0.2125516,-0.2420814,-2.273875,0.05992991,0.3017416,-2.491089
0.2125516,-0.2420814,-2.273875,0.05992991,0.3017416,-2.491089
