Hand_L, , ,Elbow_L, , ,Shoulder_L, , 
-0.3037985,0.5353111,-2.037794,-0.220796,0.3328891,-2.209478,-0.03910861,0.2963784,-2.475216
-0.3037985,0.5353111,-2.037794,-0.220796,0.3328891,-2.209478,-0.03910861,0.2963784,-2.475216
-0.3037985,0.5353111,-2.037794,-0.220796,0.3328891,-2.209478,-0.03910861,0.2963784,-2.475216
-0.3537917,0.5009148,-2.04507,-0.2427887,0.3159582,-2.217779,-0.03919365,0.2964183,-2.47524
-0.3537917,0.5009148,-2.04507,-0.2427887,0.3159582,-2.217779,-0.03919365,0.2964183,-2.47524
-0.4029258,0.452443,-2.054423,-0.2608495,0.2980293,-2.229417,-0.03931535,0.2964371,-2.475286
-0.4029258,0.452443,-2.054423,-0.2608495,0.2980293,-2.229417,-0.03931535,0.2964371,-2.475286
-0.4410689,0.3944233,-2.07687,-0.2733045,0.2736849,-2.249777,-0.0394426,0.2965175,-2.475349
-0.4410689,0.3944233,-2.07687,-0.2733045,0.2736849,-2.249777,-0.0394426,0.2965175,-2.475349
-0.4410689,0.3944233,-2.07687,-0.2733045,0.2736849,-2.249777,-0.0394426,0.2965175,-2.475349
-0.4410689,0.3944233,-2.07687,-0.2733045,0.2736849,-2.249777,-0.0394426,0.2965175,-2.475349
-0.4712317,0.3274248,-2.098034,-0.280059,0.2529238,-2.268785,-0.03984441,0.2966298,-2.475566
-0.4712317,0.3274248,-2.098034,-0.280059,0.2529238,-2.268785,-0.03984441,0.2966298,-2.475566
-0.4712317,0.3274248,-2.098034,-0.280059,0.2529238,-2.268785,-0.03984441,0.2966298,-2.475566
-0.4712317,0.3274248,-2.098034,-0.280059,0.2529238,-2.268785,-0.03984441,0.2966298,-2.475566
-0.4966532,0.245095,-2.126082,-0.28519,0.2281456,-2.287986,-0.04021131,0.2967519,-2.475899
-0.4966532,0.245095,-2.126082,-0.28519,0.2281456,-2.287986,-0.04021131,0.2967519,-2.475899
-0.4966532,0.245095,-2.126082,-0.28519,0.2281456,-2.287986,-0.04021131,0.2967519,-2.475899
-0.5008652,0.1159239,-2.15858,-0.2876154,0.1789178,-2.320741,-0.04058523,0.2966617,-2.476113
-0.5008652,0.1159239,-2.15858,-0.2876154,0.1789178,-2.320741,-0.04058523,0.2966617,-2.476113
-0.4808482,0.02029318,-2.166815,-0.2885347,0.1410357,-2.339985,-0.04132112,0.2965249,-2.476602
-0.4808482,0.02029318,-2.166815,-0.2885347,0.1410357,-2.339985,-0.04132112,0.2965249,-2.476602
-0.4548301,-0.03829841,-2.190953,-0.2782833,0.1124699,-2.359197,-0.04220813,0.2966,-2.477331
-0.4548301,-0.03829841,-2.190953,-0.2782833,0.1124699,-2.359197,-0.04220813,0.2966,-2.477331
-0.4548301,-0.03829841,-2.190953,-0.2782833,0.1124699,-2.359197,-0.04220813,0.2966,-2.477331
-0.4548301,-0.03829841,-2.190953,-0.2782833,0.1124699,-2.359197,-0.04220813,0.2966,-2.477331
-0.4164462,-0.1007444,-2.211126,-0.2651579,0.08544207,-2.374225,-0.04279442,0.2967342,-2.477905
-0.4164462,-0.1007444,-2.211126,-0.2651579,0.08544207,-2.374225,-0.04279442,0.2967342,-2.477905
-0.3781184,-0.1440714,-2.230489,-0.246581,0.06065398,-2.391903,-0.04350822,0.2968633,-2.478604
-0.3781184,-0.1440714,-2.230489,-0.246581,0.06065398,-2.391903,-0.04350822,0.2968633,-2.478604
-0.3162854,-0.1925323,-2.245506,-0.2286201,0.0417663,-2.404834,-0.04397924,0.2969376,-2.479021
-0.3162854,-0.1925323,-2.245506,-0.2286201,0.0417663,-2.404834,-0.04397924,0.2969376,-2.479021
-0.255598,-0.2196193,-2.262012,-0.2131572,0.03272655,-2.414274,-0.04463234,0.2971434,-2.479799
-0.255598,-0.2196193,-2.262012,-0.2131572,0.03272655,-2.414274,-0.04463234,0.2971434,-2.479799
-0.1799183,-0.2447278,-2.26774,-0.1917054,0.02135511,-2.421219,-0.04521058,0.2971141,-2.480286
-0.1799183,-0.2447278,-2.26774,-0.1917054,0.02135511,-2.421219,-0.04521058,0.2971141,-2.480286
-0.1218967,-0.2481646,-2.274969,-0.1703283,0.01660089,-2.425087,-0.04576623,0.2970924,-2.480802
-0.1218967,-0.2481646,-2.274969,-0.1703283,0.01660089,-2.425087,-0.04576623,0.2970924,-2.480802
-0.1218967,-0.2481646,-2.274969,-0.1703283,0.01660089,-2.425087,-0.04576623,0.2970924,-2.480802
-0.1218967,-0.2481646,-2.274969,-0.1703283,0.01660089,-2.425087,-0.04576623,0.2970924,-2.480802
-0.05192403,-0.2445457,-2.28204,-0.1526183,0.0133248,-2.425325,-0.04627036,0.2970628,-2.481247
-0.05192403,-0.2445457,-2.28204,-0.1526183,0.0133248,-2.425325,-0.04627036,0.2970628,-2.481247
0.001892466,-0.2375993,-2.291267,-0.1309629,0.01282074,-2.423661,-0.04677305,0.2970429,-2.48155
0.001892466,-0.2375993,-2.291267,-0.1309629,0.01282074,-2.423661,-0.04677305,0.2970429,-2.48155
0.04343601,-0.2115761,-2.296567,-0.1147208,0.01911247,-2.419765,-0.04714978,0.2969737,-2.481719
