Hand_L, , ,Elbow_L, , ,Shoulder_L, , 
-0.2317043,0.5673947,-2.039031,-0.1943153,0.3517917,-2.212877,-0.05317289,0.2920574,-2.47846
-0.2317043,0.5673947,-2.039031,-0.1943153,0.3517917,-2.212877,-0.05317289,0.2920574,-2.47846
-0.2617973,0.5633619,-2.042418,-0.2130854,0.3472181,-2.214919,-0.05325161,0.2921732,-2.478525
-0.2617973,0.5633619,-2.042418,-0.2130854,0.3472181,-2.214919,-0.05325161,0.2921732,-2.478525
-0.2617973,0.5633619,-2.042418,-0.2130854,0.3472181,-2.214919,-0.05325161,0.2921732,-2.478525
-0.2617973,0.5633619,-2.042418,-0.2130854,0.3472181,-2.214919,-0.05325161,0.2921732,-2.478525
-0.2996221,0.5547352,-2.048836,-0.2303214,0.3409619,-2.217698,-0.053295,0.2921844,-2.478514
-0.2996221,0.5547352,-2.048836,-0.2303214,0.3409619,-2.217698,-0.053295,0.2921844,-2.478514
-0.2996221,0.5547352,-2.048836,-0.2303214,0.3409619,-2.217698,-0.053295,0.2921844,-2.478514
-0.2996221,0.5547352,-2.048836,-0.2303214,0.3409619,-2.217698,-0.053295,0.2921844,-2.478514
-0.3432243,0.5356969,-2.054448,-0.2463081,0.3326855,-2.222095,-0.05336633,0.2922841,-2.478523
-0.3432243,0.5356969,-2.054448,-0.2463081,0.3326855,-2.222095,-0.05336633,0.2922841,-2.478523
-0.3824684,0.5046865,-2.06171,-0.2638511,0.3168893,-2.231592,-0.05345836,0.2924992,-2.478563
-0.3824684,0.5046865,-2.06171,-0.2638511,0.3168893,-2.231592,-0.05345836,0.2924992,-2.478563
-0.3824684,0.5046865,-2.06171,-0.2638511,0.3168893,-2.231592,-0.05345836,0.2924992,-2.478563
-0.3824684,0.5046865,-2.06171,-0.2638511,0.3168893,-2.231592,-0.05345836,0.2924992,-2.478563
-0.4259849,0.4612631,-2.069564,-0.2748336,0.3036486,-2.240167,-0.05356401,0.2926392,-2.478631
-0.4259849,0.4612631,-2.069564,-0.2748336,0.3036486,-2.240167,-0.05356401,0.2926392,-2.478631
-0.461772,0.4097275,-2.087636,-0.283535,0.2864026,-2.254317,-0.05369128,0.2927355,-2.478697
-0.461772,0.4097275,-2.087636,-0.283535,0.2864026,-2.254317,-0.05369128,0.2927355,-2.478697
-0.461772,0.4097275,-2.087636,-0.283535,0.2864026,-2.254317,-0.05369128,0.2927355,-2.478697
-0.461772,0.4097275,-2.087636,-0.283535,0.2864026,-2.254317,-0.05369128,0.2927355,-2.478697
-0.461772,0.4097275,-2.087636,-0.283535,0.2864026,-2.254317,-0.05369128,0.2927355,-2.478697
-0.461772,0.4097275,-2.087636,-0.283535,0.2864026,-2.254317,-0.05369128,0.2927355,-2.478697
-0.4891773,0.3527603,-2.103177,-0.2904611,0.2665391,-2.268375,-0.05384069,0.2928198,-2.478764
-0.4891773,0.3527603,-2.103177,-0.2904611,0.2665391,-2.268375,-0.05384069,0.2928198,-2.478764
-0.5108401,0.2818537,-2.12413,-0.2942211,0.2416782,-2.283581,-0.05401215,0.2929793,-2.478857
-0.5108401,0.2818537,-2.12413,-0.2942211,0.2416782,-2.283581,-0.05401215,0.2929793,-2.478857
-0.5108401,0.2818537,-2.12413,-0.2942211,0.2416782,-2.283581,-0.05401215,0.2929793,-2.478857
-0.5108401,0.2818537,-2.12413,-0.2942211,0.2416782,-2.283581,-0.05401215,0.2929793,-2.478857
-0.5179518,0.2143127,-2.142792,-0.2949457,0.2172932,-2.296524,-0.05414376,0.2930899,-2.478935
-0.5179518,0.2143127,-2.142792,-0.2949457,0.2172932,-2.296524,-0.05414376,0.2930899,-2.478935
-0.511611,0.1598573,-2.137059,-0.297172,0.1911637,-2.306212,-0.05434306,0.2932237,-2.479075
-0.511611,0.1598573,-2.137059,-0.297172,0.1911637,-2.306212,-0.05434306,0.2932237,-2.479075
-0.511611,0.1598573,-2.137059,-0.297172,0.1911637,-2.306212,-0.05434306,0.2932237,-2.479075
-0.511611,0.1598573,-2.137059,-0.297172,0.1911637,-2.306212,-0.05434306,0.2932237,-2.479075
-0.511611,0.1598573,-2.137059,-0.297172,0.1911637,-2.306212,-0.05434306,0.2932237,-2.479075
-0.5022856,0.09058121,-2.145009,-0.2950813,0.1642715,-2.316454,-0.0545563,0.2933635,-2.479175
-0.5022856,0.09058121,-2.145009,-0.2950813,0.1642715,-2.316454,-0.0545563,0.2933635,-2.479175
-0.5022856,0.09058121,-2.145009,-0.2950813,0.1642715,-2.316454,-0.0545563,0.2933635,-2.479175
-0.5022856,0.09058121,-2.145009,-0.2950813,0.1642715,-2.316454,-0.0545563,0.2933635,-2.479175
-0.4774305,0.01574619,-2.143569,-0.2893343,0.1274043,-2.328225,-0.0548454,0.2934876,-2.479286
-0.4774305,0.01574619,-2.143569,-0.2893343,0.1274043,-2.328225,-0.0548454,0.2934876,-2.479286
-0.4454713,-0.02854734,-2.148676,-0.2791407,0.1047126,-2.339912,-0.05505686,0.2935303,-2.479342
