Hand_L, , ,Elbow_L, , ,Shoulder_L, , 
-0.3114555,0.5047482,-2.017002,-0.2117785,0.3296289,-2.206421,-0.03879046,0.29297,-2.475219
-0.3567524,0.4679558,-2.022249,-0.2296726,0.3139946,-2.212792,-0.03909823,0.2931762,-2.475371
-0.3567524,0.4679558,-2.022249,-0.2296726,0.3139946,-2.212792,-0.03909823,0.2931762,-2.475371
-0.3969451,0.4252122,-2.024321,-0.2442611,0.2974281,-2.218688,-0.03935616,0.2932874,-2.475503
-0.3969451,0.4252122,-2.024321,-0.2442611,0.2974281,-2.218688,-0.03935616,0.2932874,-2.475503
-0.3969451,0.4252122,-2.024321,-0.2442611,0.2974281,-2.218688,-0.03935616,0.2932874,-2.475503
-0.3969451,0.4252122,-2.024321,-0.2442611,0.2974281,-2.218688,-0.03935616,0.2932874,-2.475503
-0.4302076,0.3759496,-2.040363,-0.256535,0.275324,-2.232078,-0.03996787,0.2934515,-2.475868
-0.4302076,0.3759496,-2.040363,-0.256535,0.275324,-2.232078,-0.03996787,0.2934515,-2.475868
-0.4530597,0.3058684,-2.056448,-0.2646778,0.2508073,-2.247576,-0.04052154,0.2935673,-2.476098
-0.4530597,0.3058684,-2.056448,-0.2646778,0.2508073,-2.247576,-0.04052154,0.2935673,-2.476098
-0.4530597,0.3058684,-2.056448,-0.2646778,0.2508073,-2.247576,-0.04052154,0.2935673,-2.476098
-0.4634083,0.2424967,-2.06844,-0.2700752,0.2337142,-2.258974,-0.04093265,0.2936766,-2.476324
-0.4634083,0.2424967,-2.06844,-0.2700752,0.2337142,-2.258974,-0.04093265,0.2936766,-2.476324
-0.4634083,0.2424967,-2.06844,-0.2700752,0.2337142,-2.258974,-0.04093265,0.2936766,-2.476324
-0.4634083,0.2424967,-2.06844,-0.2700752,0.2337142,-2.258974,-0.04093265,0.2936766,-2.476324
-0.4649295,0.1703041,-2.086514,-0.2707743,0.2114479,-2.273698,-0.04133642,0.2937107,-2.47651
-0.4649295,0.1703041,-2.086514,-0.2707743,0.2114479,-2.273698,-0.04133642,0.2937107,-2.47651
-0.463235,0.1130028,-2.099654,-0.270281,0.1803201,-2.290513,-0.04193825,0.2938101,-2.476941
-0.463235,0.1130028,-2.099654,-0.270281,0.1803201,-2.290513,-0.04193825,0.2938101,-2.476941
-0.4497974,0.0414524,-2.103585,-0.2695345,0.1465585,-2.303042,-0.04242434,0.2939284,-2.477336
-0.4497974,0.0414524,-2.103585,-0.2695345,0.1465585,-2.303042,-0.04242434,0.2939284,-2.477336
