-1.201179743,3.430238724,-1.300122976
-1.190749764,3.445402145,-1.285762548
-1.229244709,3.532730103,-1.297966957
-1.220151663,3.56876564,-1.284263134
-1.080550909,3.668737411,-1.277794719
-0.914917231,3.611240387,-1.374649405
-0.624806941,3.808469772,-1.225170612
-0.243460789,4.053085327,-0.963855505
-0.188810915,4.164606094,-0.882364392
-0.032182489,4.326879501,-0.613964617
0.0021527,4.286355972,-0.408179641
0.113756791,4.272222519,-0.151428968
0.106908537,4.38842392,0.119401649
0.217891246,4.316087723,0.380885065
0.29644528,4.33934021,0.465049803
0.255679667,4.188209534,0.716371596
