Hand_L, , ,Hand_R, , ,Elbow_L, , ,Elbow_R, , ,Shoulder_L, , ,Shoulder_R, , 
-0.08128399,0.01030282,-2.112486,0.1743056,0.4102885,-2.010958,-0.1088013,0.08174305,-2.412918,0.2273773,0.3249169,-2.337091,-0.06590338,0.2928393,-2.582444,0.2029154,0.299425,-2.596212
-0.08128399,0.01030282,-2.112486,0.1743056,0.4102885,-2.010958,-0.1088013,0.08174305,-2.412918,0.2273773,0.3249169,-2.337091,-0.06590338,0.2928393,-2.582444,0.2029154,0.299425,-2.596212
-0.08256734,0.08634436,-2.069774,0.1676287,0.3441106,-2.015919,-0.1106291,0.09910322,-2.404969,0.2276466,0.3203013,-2.337699,-0.06588514,0.2928548,-2.582446,0.2030291,0.2994433,-2.596291
-0.08256734,0.08634436,-2.069774,0.1676287,0.3441106,-2.015919,-0.1106291,0.09910322,-2.404969,0.2276466,0.3203013,-2.337699,-0.06588514,0.2928548,-2.582446,0.2030291,0.2994433,-2.596291
-0.08125949,0.1067537,-2.069381,0.1678812,0.3153656,-2.01385,-0.1133128,0.1292047,-2.388325,0.2256357,0.3091421,-2.336133,-0.06587008,0.2928658,-2.582452,0.2030989,0.2994457,-2.596343
-0.08125949,0.1067537,-2.069381,0.1678812,0.3153656,-2.01385,-0.1133128,0.1292047,-2.388325,0.2256357,0.3091421,-2.336133,-0.06587008,0.2928658,-2.582452,0.2030989,0.2994457,-2.596343
-0.08125949,0.1067537,-2.069381,0.1678812,0.3153656,-2.01385,-0.1133128,0.1292047,-2.388325,0.2256357,0.3091421,-2.336133,-0.06587008,0.2928658,-2.582452,0.2030989,0.2994457,-2.596343
-0.08125949,0.1067537,-2.069381,0.1678812,0.3153656,-2.01385,-0.1133128,0.1292047,-2.388325,0.2256357,0.3091421,-2.336133,-0.06587008,0.2928658,-2.582452,0.2030989,0.2994457,-2.596343
-0.00424741,0.2522441,-2.394348,0.1695022,0.2725177,-2.014209,-0.1139876,0.1407771,-2.385742,0.2228518,0.2848898,-2.337904,-0.06583099,0.2928221,-2.582468,0.20309,0.2993862,-2.596339
-0.00424741,0.2522441,-2.394348,0.1695022,0.2725177,-2.014209,-0.1139876,0.1407771,-2.385742,0.2228518,0.2848898,-2.337904,-0.06583099,0.2928221,-2.582468,0.20309,0.2993862,-2.596339
-0.06000546,0.3087249,-2.043361,0.1658796,0.1963253,-2.030134,-0.1178492,0.1711366,-2.38148,0.2110084,0.1821778,-2.355688,-0.06580012,0.2927907,-2.582483,0.2030879,0.2993451,-2.596346
-0.06000546,0.3087249,-2.043361,0.1658796,0.1963253,-2.030134,-0.1178492,0.1711366,-2.38148,0.2110084,0.1821778,-2.355688,-0.06580012,0.2927907,-2.582483,0.2030879,0.2993451,-2.596346
-0.06000546,0.3087249,-2.043361,0.1658796,0.1963253,-2.030134,-0.1178492,0.1711366,-2.38148,0.2110084,0.1821778,-2.355688,-0.06580012,0.2927907,-2.582483,0.2030879,0.2993451,-2.596346
