Hand_L, , ,Shoulder_L, , 
-0.1953001,0.5350668,-2.138863,-0.1355408,0.3074815,-2.554033
-0.2169326,0.5335279,-2.130318,-0.1368341,0.3028862,-2.544803
-0.2169326,0.5335279,-2.130318,-0.1368341,0.3028862,-2.544803
-0.2169326,0.5335279,-2.130318,-0.1368341,0.3028862,-2.544803
-0.2169326,0.5335279,-2.130318,-0.1368341,0.3028862,-2.544803
-0.2528889,0.5312954,-2.127975,-0.1370161,0.3051487,-2.544194
-0.2528889,0.5312954,-2.127975,-0.1370161,0.3051487,-2.544194
-0.2818674,0.5239021,-2.117935,-0.1351782,0.3060693,-2.542082
-0.2818674,0.5239021,-2.117935,-0.1351782,0.3060693,-2.542082
-0.3200266,0.5091293,-2.11613,-0.1346726,0.3092169,-2.545457
-0.3200266,0.5091293,-2.11613,-0.1346726,0.3092169,-2.545457
-0.3663568,0.4935721,-2.11105,-0.1338493,0.3030717,-2.541552
-0.3663568,0.4935721,-2.11105,-0.1338493,0.3030717,-2.541552
-0.4132121,0.4720108,-2.111504,-0.1354893,0.3028977,-2.545597
-0.4132121,0.4720108,-2.111504,-0.1354893,0.3028977,-2.545597
-0.4619378,0.4354633,-2.120273,-0.1353555,0.3051137,-2.542935
-0.4619378,0.4354633,-2.120273,-0.1353555,0.3051137,-2.542935
-0.515049,0.3852923,-2.135535,-0.1354685,0.3040475,-2.54739
-0.515049,0.3852923,-2.135535,-0.1354685,0.3040475,-2.54739
-0.5506223,0.3419987,-2.143177,-0.1349543,0.3088298,-2.553862
-0.5506223,0.3419987,-2.143177,-0.1349543,0.3088298,-2.553862
-0.5506223,0.3419987,-2.143177,-0.1349543,0.3088298,-2.553862
-0.5506223,0.3419987,-2.143177,-0.1349543,0.3088298,-2.553862
-0.5857397,0.2906808,-2.158782,-0.1375969,0.3029464,-2.554219
-0.5857397,0.2906808,-2.158782,-0.1375969,0.3029464,-2.554219
-0.6041394,0.2357049,-2.169262,-0.1366889,0.308364,-2.554067
-0.6041394,0.2357049,-2.169262,-0.1366889,0.308364,-2.554067
-0.622391,0.1849327,-2.202819,-0.1359052,0.3093836,-2.55432
-0.622391,0.1849327,-2.202819,-0.1359052,0.3093836,-2.55432
-0.60927,0.1146684,-2.222609,-0.1389385,0.307698,-2.557047
-0.60927,0.1146684,-2.222609,-0.1389385,0.307698,-2.557047
-0.6039383,0.04604116,-2.265478,-0.1406758,0.3067434,-2.556859
-0.6039383,0.04604116,-2.265478,-0.1406758,0.3067434,-2.556859
-0.5899796,-0.01478729,-2.309076,-0.1416685,0.3068982,-2.557964
-0.5899796,-0.01478729,-2.309076,-0.1416685,0.3068982,-2.557964
-0.5490873,-0.07041434,-2.335489,-0.142584,0.3080172,-2.561565
-0.5490873,-0.07041434,-2.335489,-0.142584,0.3080172,-2.561565
-0.5490873,-0.07041434,-2.335489,-0.142584,0.3080172,-2.561565
-0.5086614,-0.1189539,-2.366057,-0.1428495,0.3102503,-2.559467
-0.5086614,-0.1189539,-2.366057,-0.1428495,0.3102503,-2.559467
-0.5086614,-0.1189539,-2.366057,-0.1428495,0.3102503,-2.559467
-0.5086614,-0.1189539,-2.366057,-0.1428495,0.3102503,-2.559467
-0.458144,-0.1651046,-2.380953,-0.1440527,0.3083047,-2.554397
-0.458144,-0.1651046,-2.380953,-0.1440527,0.3083047,-2.554397
-0.4085921,-0.2015952,-2.366261,-0.1466416,0.3113097,-2.562701
-0.4085921,-0.2015952,-2.366261,-0.1466416,0.3113097,-2.562701
-0.3510438,-0.2197224,-2.367648,-0.1480861,0.3113754,-2.56857
-0.3510438,-0.2197224,-2.367648,-0.1480861,0.3113754,-2.56857
-0.278495,-0.2313927,-2.372915,-0.1527689,0.3100767,-2.571563
-0.278495,-0.2313927,-2.372915,-0.1527689,0.3100767,-2.571563
-0.220831,-0.2332348,-2.334355,-0.1540017,0.3130709,-2.573259
-0.220831,-0.2332348,-2.334355,-0.1540017,0.3130709,-2.573259
-0.1530867,-0.2203255,-2.300456,-0.1561168,0.3147856,-2.575655
-0.1530867,-0.2203255,-2.300456,-0.1561168,0.3147856,-2.575655
-0.09700842,-0.1929987,-2.275357,-0.154973,0.317573,-2.577847
-0.09700842,-0.1929987,-2.275357,-0.154973,0.317573,-2.577847
-0.05648596,-0.1463699,-2.293154,-0.1567035,0.3145472,-2.574349
-0.05648596,-0.1463699,-2.293154,-0.1567035,0.3145472,-2.574349
-0.05648596,-0.1463699,-2.293154,-0.1567035,0.3145472,-2.574349
-0.05648596,-0.1463699,-2.293154,-0.1567035,0.3145472,-2.574349
0.008355932,-0.05745719,-2.288726,-0.1567146,0.3120247,-2.572005
0.008355932,-0.05745719,-2.288726,-0.1567146,0.3120247,-2.572005
0.008355932,-0.05745719,-2.288726,-0.1567146,0.3120247,-2.572005
0.008355932,-0.05745719,-2.288726,-0.1567146,0.3120247,-2.572005
0.05549499,0.006431927,-2.256098,-0.1550492,0.3098775,-2.566325
0.05549499,0.006431927,-2.256098,-0.1550492,0.3098775,-2.566325
