Hand_L, , ,Shoulder_L, , 
-0.2692732,0.5158904,-2.105622,-0.1361081,0.30253,-2.523157
-0.2692732,0.5158904,-2.105622,-0.1361081,0.30253,-2.523157
-0.3085533,0.5014387,-2.099409,-0.134924,0.3024796,-2.525829
-0.3085533,0.5014387,-2.099409,-0.134924,0.3024796,-2.525829
-0.3555584,0.4791682,-2.09234,-0.1354592,0.3042191,-2.525367
-0.3555584,0.4791682,-2.09234,-0.1354592,0.3042191,-2.525367
-0.4070237,0.444675,-2.089227,-0.1363354,0.3000712,-2.530502
-0.4070237,0.444675,-2.089227,-0.1363354,0.3000712,-2.530502
-0.4070237,0.444675,-2.089227,-0.1363354,0.3000712,-2.530502
-0.4070237,0.444675,-2.089227,-0.1363354,0.3000712,-2.530502
-0.4568178,0.3877566,-2.095602,-0.1373409,0.3029054,-2.534881
-0.4568178,0.3877566,-2.095602,-0.1373409,0.3029054,-2.534881
-0.4568178,0.3877566,-2.095602,-0.1373409,0.3029054,-2.534881
-0.4568178,0.3877566,-2.095602,-0.1373409,0.3029054,-2.534881
-0.5372531,0.2790605,-2.108322,-0.1351313,0.3037709,-2.536849
-0.5372531,0.2790605,-2.108322,-0.1351313,0.3037709,-2.536849
-0.5730473,0.1952306,-2.129491,-0.134886,0.3018617,-2.537834
-0.5730473,0.1952306,-2.129491,-0.134886,0.3018617,-2.537834
-0.5868436,0.1038339,-2.173171,-0.1340294,0.3005034,-2.538058
-0.5868436,0.1038339,-2.173171,-0.1340294,0.3005034,-2.538058
-0.5809944,0.0184895,-2.223585,-0.1355189,0.2973731,-2.536179
-0.5809944,0.0184895,-2.223585,-0.1355189,0.2973731,-2.536179
-0.5460151,-0.05676177,-2.273086,-0.1360941,0.2977662,-2.536434
-0.5460151,-0.05676177,-2.273086,-0.1360941,0.2977662,-2.536434
-0.5008682,-0.1207548,-2.324551,-0.1356561,0.297611,-2.53931
-0.5008682,-0.1207548,-2.324551,-0.1356561,0.297611,-2.53931
-0.4467481,-0.1714582,-2.356239,-0.1380769,0.3032429,-2.539963
-0.4467481,-0.1714582,-2.356239,-0.1380769,0.3032429,-2.539963
-0.3709641,-0.2075386,-2.375011,-0.1422821,0.3008889,-2.539668
-0.3709641,-0.2075386,-2.375011,-0.1422821,0.3008889,-2.539668
-0.2933654,-0.2278552,-2.39684,-0.1462117,0.3067839,-2.551242
-0.2933654,-0.2278552,-2.39684,-0.1462117,0.3067839,-2.551242
-0.2273769,-0.2294093,-2.397296,-0.1492901,0.309397,-2.557478
-0.2273769,-0.2294093,-2.397296,-0.1492901,0.309397,-2.557478
-0.1586247,-0.2277787,-2.36561,-0.1511521,0.3146302,-2.560482
-0.1586247,-0.2277787,-2.36561,-0.1511521,0.3146302,-2.560482
-0.1024659,-0.1976069,-2.33516,-0.1513848,0.314211,-2.558383
-0.1024659,-0.1976069,-2.33516,-0.1513848,0.314211,-2.558383
-0.06258609,-0.1476769,-2.33088,-0.1528465,0.3191905,-2.561351
-0.06258609,-0.1476769,-2.33088,-0.1528465,0.3191905,-2.561351
-0.01437167,-0.1261171,-2.31969,-0.1519713,0.3147614,-2.558189
-0.01437167,-0.1261171,-2.31969,-0.1519713,0.3147614,-2.558189
0.01864417,-0.06386635,-2.295624,-0.1507533,0.3103856,-2.555407
0.01864417,-0.06386635,-2.295624,-0.1507533,0.3103856,-2.555407
0.05786307,0.01427464,-2.239085,-0.1491752,0.3044187,-2.550592
0.05786307,0.01427464,-2.239085,-0.1491752,0.3044187,-2.550592
0.07613198,0.07977245,-2.208364,-0.1479978,0.3059382,-2.548522
0.07613198,0.07977245,-2.208364,-0.1479978,0.3059382,-2.548522
0.07613198,0.07977245,-2.208364,-0.1479978,0.3059382,-2.548522
0.07613198,0.07977245,-2.208364,-0.1479978,0.3059382,-2.548522
0.09664216,0.1624773,-2.1788,-0.1459839,0.3022588,-2.546994
0.09664216,0.1624773,-2.1788,-0.1459839,0.3022588,-2.546994
0.09809425,0.2472874,-2.163399,-0.1407142,0.3010028,-2.543481
0.09809425,0.2472874,-2.163399,-0.1407142,0.3010028,-2.543481
0.09596006,0.3176501,-2.1557,-0.134513,0.3055198,-2.542187
0.09596006,0.3176501,-2.1557,-0.134513,0.3055198,-2.542187
0.08203547,0.3777037,-2.150801,-0.1321908,0.3023946,-2.539322
0.08203547,0.3777037,-2.150801,-0.1321908,0.3023946,-2.539322
0.06078257,0.4207304,-2.159996,-0.1329502,0.3005928,-2.534994
0.06078257,0.4207304,-2.159996,-0.1329502,0.3005928,-2.534994
