Hand_L, , ,Hand_R, , 
0.02292337,0.06598889,-0.8628561,0.3968321,0.1010253,-0.842519
-0.01296502,0.08676436,-0.8936656,0.4102343,0.1039245,-0.8662001
-0.01296502,0.08676436,-0.8936656,0.4102343,0.1039245,-0.8662001
-0.01296502,0.08676436,-0.8936656,0.4102343,0.1039245,-0.8662001
-0.01296502,0.08676436,-0.8936656,0.4102343,0.1039245,-0.8662001
-0.03097319,0.1006307,-0.9118123,0.4600741,0.1336165,-0.9775934
-0.03097319,0.1006307,-0.9118123,0.4600741,0.1336165,-0.9775934
-0.1836747,0.1722965,-1.130033,0.5682884,0.1794794,-1.226625
-0.1836747,0.1722965,-1.130033,0.5682884,0.1794794,-1.226625
-0.1836747,0.1722965,-1.130033,0.5682884,0.1794794,-1.226625
-0.1836747,0.1722965,-1.130033,0.5682884,0.1794794,-1.226625
-0.1633744,0.1482327,-1.07795,0.5937603,0.1789339,-1.290304
-0.1633744,0.1482327,-1.07795,0.5937603,0.1789339,-1.290304
-0.1837853,0.1497409,-1.092403,0.6108226,0.1668415,-1.390119
-0.1837853,0.1497409,-1.092403,0.6108226,0.1668415,-1.390119
-0.2494845,0.1142298,-1.36067,0.6231988,0.1465244,-1.574783
-0.2494845,0.1142298,-1.36067,0.6231988,0.1465244,-1.574783
-0.2559728,0.09909441,-1.39625,0.5835713,0.09747852,-1.63053
-0.2559728,0.09909441,-1.39625,0.5835713,0.09747852,-1.63053
-0.2559728,0.09909441,-1.39625,0.5835713,0.09747852,-1.63053
-0.2559728,0.09909441,-1.39625,0.5835713,0.09747852,-1.63053
-0.2538474,0.08128178,-1.436454,0.5559186,0.07874651,-1.664349
-0.2538474,0.08128178,-1.436454,0.5559186,0.07874651,-1.664349
-0.238516,0.06060535,-1.465978,0.5509392,0.05635445,-1.688198
-0.238516,0.06060535,-1.465978,0.5509392,0.05635445,-1.688198
-0.238516,0.06060535,-1.465978,0.5509392,0.05635445,-1.688198
-0.238516,0.06060535,-1.465978,0.5509392,0.05635445,-1.688198
-0.1994503,0.01068537,-1.50528,0.4913267,-0.01089779,-1.845321
-0.1994503,0.01068537,-1.50528,0.4913267,-0.01089779,-1.845321
-0.1901057,-0.0144769,-1.516784,0.4755706,-0.03349397,-1.842778
-0.1901057,-0.0144769,-1.516784,0.4755706,-0.03349397,-1.842778
