Hand_L, , ,Hand_R, , 
-0.04908369,0.1607309,-0.9644579,0.3769423,0.2205337,-1.017476
-0.04908369,0.1607309,-0.9644579,0.3769423,0.2205337,-1.017476
-0.0942314,0.1535548,-0.9840649,0.4158188,0.1966679,-1.053304
-0.0942314,0.1535548,-0.9840649,0.4158188,0.1966679,-1.053304
-0.0942314,0.1535548,-0.9840649,0.4158188,0.1966679,-1.053304
-0.0942314,0.1535548,-0.9840649,0.4158188,0.1966679,-1.053304
-0.172921,0.1259269,-1.042849,0.4834082,0.1642996,-1.099875
-0.172921,0.1259269,-1.042849,0.4834082,0.1642996,-1.099875
-0.2899786,0.05684552,-1.15133,0.5039949,0.1437319,-1.136073
-0.2899786,0.05684552,-1.15133,0.5039949,0.1437319,-1.136073
-0.3379365,-0.03050506,-1.220417,0.5584419,0.1215699,-1.167905
-0.3379365,-0.03050506,-1.220417,0.5584419,0.1215699,-1.167905
-0.3379365,-0.03050506,-1.220417,0.5584419,0.1215699,-1.167905
-0.3379365,-0.03050506,-1.220417,0.5584419,0.1215699,-1.167905
-0.3455343,-0.1093864,-1.272217,0.6131957,0.06711806,-1.244511
-0.3455343,-0.1093864,-1.272217,0.6131957,0.06711806,-1.244511
-0.3455343,-0.1093864,-1.272217,0.6131957,0.06711806,-1.244511
-0.3224679,-0.1795032,-1.296525,0.6412216,0.03640148,-1.296629
