Hand_L, , ,Hand_R, , 
0.006797918,0.04417846,-0.9137346,0.3120345,0.03898336,-0.9443209
0.006797918,0.04417846,-0.9137346,0.3120345,0.03898336,-0.9443209
-0.02797357,0.05567855,-0.9271576,0.3404854,0.05476557,-0.9494565
-0.02797357,0.05567855,-0.9271576,0.3404854,0.05476557,-0.9494565
-0.1050893,0.07395285,-0.9695058,0.4035481,0.06379867,-0.9705486
-0.1050893,0.07395285,-0.9695058,0.4035481,0.06379867,-0.9705486
-0.1050893,0.07395285,-0.9695058,0.4035481,0.06379867,-0.9705486
-0.1050893,0.07395285,-0.9695058,0.4035481,0.06379867,-0.9705486
-0.1724993,0.07903758,-1.029274,0.4665509,0.05226289,-1.005947
-0.1724993,0.07903758,-1.029274,0.4665509,0.05226289,-1.005947
-0.1724993,0.07903758,-1.029274,0.4665509,0.05226289,-1.005947
-0.2057045,0.07441532,-1.06664,0.5002905,0.03659116,-1.038643
-0.2057045,0.07441532,-1.06664,0.5002905,0.03659116,-1.038643
-0.2057045,0.07441532,-1.06664,0.5002905,0.03659116,-1.038643
-0.2057045,0.07441532,-1.06664,0.5002905,0.03659116,-1.038643
-0.2057045,0.07441532,-1.06664,0.5002905,0.03659116,-1.038643
