Hand_L, , ,Hand_R, , 
-0.07988415,0.102292,-0.993561,0.4343734,0.09415505,-1.07878
-0.07988415,0.102292,-0.993561,0.4343734,0.09415505,-1.07878
-0.1164633,0.1018073,-1.014908,0.4691866,0.07495727,-1.104346
-0.1164633,0.1018073,-1.014908,0.4691866,0.07495727,-1.104346
-0.1772968,0.06915604,-1.077733,0.545436,0.01422795,-1.169752
-0.1772968,0.06915604,-1.077733,0.545436,0.01422795,-1.169752
-0.1952971,0.03896846,-1.116443,0.5788633,-0.03370977,-1.213504
-0.1952971,0.03896846,-1.116443,0.5788633,-0.03370977,-1.213504
-0.1952971,0.03896846,-1.116443,0.5788633,-0.03370977,-1.213504
-0.1952971,0.03896846,-1.116443,0.5788633,-0.03370977,-1.213504
-0.225482,-0.04812473,-1.205157,0.6038948,-0.1324487,-1.312019
-0.225482,-0.04812473,-1.205157,0.6038948,-0.1324487,-1.312019
-0.2170617,-0.1023,-1.259118,0.5623578,-0.1677706,-1.367923
-0.2170617,-0.1023,-1.259118,0.5623578,-0.1677706,-1.367923
-0.2170617,-0.1023,-1.259118,0.5623578,-0.1677706,-1.367923
