Hand_L, , ,Hand_R, , 
-0.07951128,0.05177998,-1.005046,0.4714062,0.1261332,-0.9815494
-0.07951128,0.05177998,-1.005046,0.4714062,0.1261332,-0.9815494
-0.07951128,0.05177998,-1.005046,0.4714062,0.1261332,-0.9815494
-0.1940525,0.1042743,-1.074647,0.4814573,0.1265691,-0.9894696
-0.1940525,0.1042743,-1.074647,0.4814573,0.1265691,-0.9894696
-0.2475455,0.1333935,-1.230162,0.4860766,0.1247368,-0.9956917
-0.2475455,0.1333935,-1.230162,0.4860766,0.1247368,-0.9956917
-0.2406384,0.1186381,-1.256776,0.4920885,0.1234077,-1.009665
-0.2406384,0.1186381,-1.256776,0.4920885,0.1234077,-1.009665
-0.2559038,0.1151622,-1.302581,0.5922949,0.09002006,-1.284208
-0.2559038,0.1151622,-1.302581,0.5922949,0.09002006,-1.284208
-0.2559038,0.1151622,-1.302581,0.5922949,0.09002006,-1.284208
-0.2559038,0.1151622,-1.302581,0.5922949,0.09002006,-1.284208
-0.266645,0.09488115,-1.381469,0.6236568,0.04939553,-1.372394
-0.266645,0.09488115,-1.381469,0.6236568,0.04939553,-1.372394
-0.2739346,0.08912505,-1.411462,0.6346132,0.03136306,-1.419166
-0.2739346,0.08912505,-1.411462,0.6346132,0.03136306,-1.419166
-0.2739346,0.08912505,-1.411462,0.6346132,0.03136306,-1.419166
-0.2739346,0.08912505,-1.411462,0.6346132,0.03136306,-1.419166
-0.2658512,0.07533488,-1.444523,0.641601,0.005533604,-1.45667
-0.2658512,0.07533488,-1.444523,0.641601,0.005533604,-1.45667
-0.2551961,0.05582193,-1.473999,0.6316801,-0.02771559,-1.502042
-0.2551961,0.05582193,-1.473999,0.6316801,-0.02771559,-1.502042
