Hand_L, , ,Hand_R, , ,Shoulder_L, , ,Shoulder_R, , 
-0.2922175,0.3946986,-2.001909,0.1463117,0.3831408,-1.97302,-0.2788741,0.3158672,-2.642986,0.08531718,0.3106499,-2.657619
-0.3840179,0.3866949,-2.009545,0.2483906,0.3864358,-2.000691,-0.2779206,0.3143033,-2.638003,0.08641551,0.3074451,-2.647258
-0.3840179,0.3866949,-2.009545,0.2483906,0.3864358,-2.000691,-0.2779206,0.3143033,-2.638003,0.08641551,0.3074451,-2.647258
-0.4501913,0.381209,-2.023558,0.3168197,0.382142,-2.035889,-0.2791714,0.3139085,-2.637226,0.08519607,0.3058955,-2.644859
-0.4501913,0.381209,-2.023558,0.3168197,0.382142,-2.035889,-0.2791714,0.3139085,-2.637226,0.08519607,0.3058955,-2.644859
-0.5054492,0.3745447,-2.05469,0.3713301,0.3708941,-2.076248,-0.2794069,0.3160376,-2.637269,0.08497863,0.3074772,-2.643557
-0.5054492,0.3745447,-2.05469,0.3713301,0.3708941,-2.076248,-0.2794069,0.3160376,-2.637269,0.08497863,0.3074772,-2.643557
-0.5054492,0.3745447,-2.05469,0.3713301,0.3708941,-2.076248,-0.2794069,0.3160376,-2.637269,0.08497863,0.3074772,-2.643557
-0.5054492,0.3745447,-2.05469,0.3713301,0.3708941,-2.076248,-0.2794069,0.3160376,-2.637269,0.08497863,0.3074772,-2.643557
-0.5054492,0.3745447,-2.05469,0.3713301,0.3708941,-2.076248,-0.2794069,0.3160376,-2.637269,0.08524935,0.3069145,-2.638532
-0.6013513,0.3631062,-2.097811,0.4682937,0.3687271,-2.142792,-0.2791683,0.3157327,-2.637782,0.08524935,0.3069145,-2.638532
-0.6013513,0.3631062,-2.097811,0.4682937,0.3687271,-2.142792,-0.2791683,0.3157327,-2.637782,0.08524935,0.3069145,-2.638532
-0.6635063,0.3523551,-2.133924,0.526383,0.352828,-2.176386,-0.2783932,0.3164448,-2.633544,0.08601458,0.3070401,-2.631474
-0.6635063,0.3523551,-2.133924,0.526383,0.352828,-2.176386,-0.2783932,0.3164448,-2.633544,0.08601458,0.3070401,-2.631474
-0.7097375,0.3484786,-2.170364,0.5778195,0.3573917,-2.24373,-0.2785557,0.3143499,-2.634207,0.08581744,0.3052678,-2.628319
-0.7097375,0.3484786,-2.170364,0.5778195,0.3573917,-2.24373,-0.2785557,0.3143499,-2.634207,0.08581744,0.3052678,-2.628319
-0.7379444,0.3449646,-2.223552,0.6039971,0.3578475,-2.291728,-0.2784175,0.3132989,-2.634736,0.08585822,0.3039277,-2.624763
-0.7379444,0.3449646,-2.223552,0.6039971,0.3578475,-2.291728,-0.2784175,0.3132989,-2.634736,0.08585822,0.3039277,-2.624763
-0.7715088,0.3394155,-2.270283,0.6311237,0.3516611,-2.349281,-0.2780136,0.3146022,-2.635194,0.08625018,0.3072278,-2.623176
-0.7715088,0.3394155,-2.270283,0.6311237,0.3516611,-2.349281,-0.2780136,0.3146022,-2.635194,0.08625018,0.3072278,-2.623176
-0.8108129,0.3319235,-2.304316,0.6598625,0.3455559,-2.404268,-0.2792278,0.3126382,-2.633556,0.08511472,0.3060477,-2.623586
-0.8108129,0.3319235,-2.304316,0.6598625,0.3455559,-2.404268,-0.2792278,0.3126382,-2.633556,0.08511472,0.3060477,-2.623586
-0.8352366,0.329189,-2.339456,0.6780096,0.3460925,-2.441976,-0.2792675,0.3169182,-2.626339,0.08519413,0.3114811,-2.623284
-0.8352366,0.329189,-2.339456,0.6780096,0.3460925,-2.441976,-0.2792675,0.3169182,-2.626339,0.08519413,0.3114811,-2.623284
-0.8448339,0.3179614,-2.356844,0.6693977,0.3505139,-2.463106,-0.2793944,0.3168581,-2.627467,0.08508889,0.3109769,-2.625586
-0.8448339,0.3179614,-2.356844,0.6693977,0.3505139,-2.463106,-0.2793944,0.3168581,-2.627467,0.08508889,0.3109769,-2.625586
