Hand_L, , ,Hand_R, , ,Shoulder_L, , ,Shoulder_R, , 
-0.1972316,0.4040609,-1.960132,0.05917396,0.394824,-1.965793,-0.2760579,0.3183722,-2.633583,0.08762106,0.3084829,-2.656321
-0.1972316,0.4040609,-1.960132,0.05917396,0.394824,-1.965793,-0.2760579,0.3183722,-2.633583,0.08762106,0.3084829,-2.656321
-0.2434351,0.4066874,-1.965167,0.1102864,0.3955977,-1.954105,-0.2766726,0.319011,-2.63599,0.08695143,0.3080263,-2.659329
-0.2434351,0.4066874,-1.965167,0.1102864,0.3955977,-1.954105,-0.2766726,0.319011,-2.63599,0.08695143,0.3080263,-2.659329
-0.2434351,0.4066874,-1.965167,0.1102864,0.3955977,-1.954105,-0.2766726,0.319011,-2.63599,0.08695143,0.3080263,-2.659329
-0.2434351,0.4066874,-1.965167,0.1102864,0.3955977,-1.954105,-0.2766726,0.319011,-2.63599,0.08695143,0.3080263,-2.659329
-0.3364775,0.4082761,-1.976649,0.2037132,0.397072,-1.980205,-0.2757772,0.3138378,-2.630298,0.08792191,0.3051001,-2.653426
-0.3364775,0.4082761,-1.976649,0.2037132,0.397072,-1.980205,-0.2757772,0.3138378,-2.630298,0.08792191,0.3051001,-2.653426
-0.4121977,0.410971,-1.986775,0.2877976,0.3935837,-2.010979,-0.2764527,0.3118168,-2.629625,0.08740234,0.3044409,-2.650682
-0.4121977,0.410971,-1.986775,0.2877976,0.3935837,-2.010979,-0.2764527,0.3118168,-2.629625,0.08740234,0.3044409,-2.650682
-0.4829834,0.4147705,-2.018677,0.360913,0.3963681,-2.05037,-0.2770143,0.3146691,-2.628134,0.08679139,0.3067417,-2.649875
-0.4829834,0.4147705,-2.018677,0.360913,0.3963681,-2.05037,-0.2770143,0.3146691,-2.628134,0.08679139,0.3067417,-2.649875
-0.5523036,0.4190191,-2.049455,0.4202662,0.4002922,-2.092197,-0.2764991,0.3179205,-2.626702,0.08747122,0.310245,-2.645521
-0.5523036,0.4190191,-2.049455,0.4202662,0.4002922,-2.092197,-0.2764991,0.3179205,-2.626702,0.08747122,0.310245,-2.645521
-0.6154317,0.415011,-2.095089,0.4798261,0.4055405,-2.148528,-0.2759048,0.3160888,-2.626889,0.08836429,0.3063894,-2.633063
-0.6154317,0.415011,-2.095089,0.4798261,0.4055405,-2.148528,-0.2759048,0.3160888,-2.626889,0.08836429,0.3063894,-2.633063
-0.6154317,0.415011,-2.095089,0.4798261,0.4055405,-2.148528,-0.2759048,0.3160888,-2.626889,0.08836429,0.3063894,-2.633063
-0.6154317,0.415011,-2.095089,0.4798261,0.4055405,-2.148528,-0.2759048,0.3160888,-2.626889,0.08836429,0.3063894,-2.633063
-0.7033657,0.4153443,-2.162297,0.5716339,0.4069769,-2.249107,-0.2773146,0.3169767,-2.622855,0.08693263,0.3060058,-2.631381
-0.7033657,0.4153443,-2.162297,0.5716339,0.4069769,-2.249107,-0.2773146,0.3169767,-2.622855,0.08693263,0.3060058,-2.631381
-0.7568769,0.4124567,-2.218443,0.6159527,0.409625,-2.322332,-0.2782516,0.3137804,-2.620101,0.08607982,0.3025528,-2.62312
-0.7568769,0.4124567,-2.218443,0.6159527,0.409625,-2.322332,-0.2782516,0.3137804,-2.620101,0.08607982,0.3025528,-2.62312
-0.8042691,0.4075924,-2.264834,0.6481102,0.4074713,-2.379827,-0.2796681,0.3139718,-2.615109,0.08469523,0.3028312,-2.615824
-0.8042691,0.4075924,-2.264834,0.6481102,0.4074713,-2.379827,-0.2796681,0.3139718,-2.615109,0.08469523,0.3028312,-2.615824
-0.837419,0.3945754,-2.310098,0.6791266,0.3964556,-2.428124,-0.2794332,0.3176996,-2.620919,0.084954,0.3073829,-2.619178
-0.837419,0.3945754,-2.310098,0.6791266,0.3964556,-2.428124,-0.2794332,0.3176996,-2.620919,0.084954,0.3073829,-2.619178
-0.8626622,0.3918294,-2.37036,0.7010764,0.3988071,-2.481225,-0.2800122,0.3101046,-2.609027,0.08440357,0.3006714,-2.609344
-0.8626622,0.3918294,-2.37036,0.7010764,0.3988071,-2.481225,-0.2800122,0.3101046,-2.609027,0.08440357,0.3006714,-2.609344
-0.8754434,0.3852191,-2.41206,0.7155442,0.3963449,-2.53876,-0.2793432,0.3129348,-2.607845,0.0850599,0.3033904,-2.6106
-0.8754434,0.3852191,-2.41206,0.7155442,0.3963449,-2.53876,-0.2793432,0.3129348,-2.607845,0.0850599,0.3033904,-2.6106
-0.8754434,0.3852191,-2.41206,0.7155442,0.3963449,-2.53876,-0.2793432,0.3129348,-2.607845,0.0850599,0.3033904,-2.6106
-0.8754434,0.3852191,-2.41206,0.7155442,0.3963449,-2.53876,-0.2793432,0.3129348,-2.607845,0.0850599,0.3033904,-2.6106
-0.893061,0.373448,-2.462053,0.709454,0.3989181,-2.583502,-0.2792276,0.3126113,-2.606199,0.08516645,0.3033303,-2.61071
-0.893061,0.373448,-2.462053,0.709454,0.3989181,-2.583502,-0.2792276,0.3126113,-2.606199,0.08516645,0.3033303,-2.61071
-0.9142725,0.3658504,-2.518322,0.7085398,0.4062466,-2.624518,-0.2792696,0.3115591,-2.603785,0.08507387,0.3026505,-2.611603
-0.9142725,0.3658504,-2.518322,0.7085398,0.4062466,-2.624518,-0.2792696,0.3115591,-2.603785,0.08507387,0.3026505,-2.611603
-0.9330344,0.3612711,-2.555522,0.7046138,0.4084536,-2.624527,-0.2801309,0.3120875,-2.599797,0.08422299,0.3039874,-2.608187
-0.9330344,0.3612711,-2.555522,0.7046138,0.4084536,-2.624527,-0.2801309,0.3120875,-2.599797,0.08422299,0.3039874,-2.608187
-0.9330344,0.3612711,-2.555522,0.7046138,0.4084536,-2.624527,-0.2801309,0.3120875,-2.599797,0.08422299,0.3039874,-2.608187
