Hand_L, , ,Hand_R, , ,Shoulder_L, , ,Shoulder_R, , 
-0.3095428,0.3924871,-2.031966,0.1251942,0.4092553,-2.011801,-0.2780785,0.3141809,-2.639296,0.08634165,0.3068544,-2.644922
-0.3095428,0.3924871,-2.031966,0.1251942,0.4092553,-2.011801,-0.2780785,0.3141809,-2.639296,0.08634165,0.3068544,-2.644922
-0.3095428,0.3924871,-2.031966,0.1251942,0.4092553,-2.011801,-0.2780785,0.3141809,-2.639296,0.08634165,0.3068544,-2.644922
-0.3095428,0.3924871,-2.031966,0.1251942,0.4092553,-2.011801,-0.2780785,0.3141809,-2.639296,0.08634165,0.3068544,-2.644922
-0.3508589,0.3961198,-2.050368,0.1843256,0.414259,-2.017348,-0.2785203,0.3156117,-2.638677,0.08593486,0.3087897,-2.642603
-0.3508589,0.3961198,-2.050368,0.1843256,0.414259,-2.017348,-0.2785203,0.3156117,-2.638677,0.08593486,0.3087897,-2.642603
-0.4429088,0.4012022,-2.076842,0.2738955,0.4215492,-2.051393,-0.2766003,0.314659,-2.637637,0.08755866,0.3033412,-2.628862
-0.4429088,0.4012022,-2.076842,0.2738955,0.4215492,-2.051393,-0.2766003,0.314659,-2.637637,0.08755866,0.3033412,-2.628862
-0.5121706,0.4039361,-2.097394,0.3639351,0.4152935,-2.104469,-0.2782812,0.3103185,-2.637232,0.08581373,0.2988645,-2.624104
-0.5121706,0.4039361,-2.097394,0.3639351,0.4152935,-2.104469,-0.2782812,0.3103185,-2.637232,0.08581373,0.2988645,-2.624104
-0.5121706,0.4039361,-2.097394,0.3639351,0.4152935,-2.104469,-0.2782812,0.3103185,-2.637232,0.08581373,0.2988645,-2.624104
-0.5121706,0.4039361,-2.097394,0.3639351,0.4152935,-2.104469,-0.2782812,0.3103185,-2.637232,0.08581373,0.2988645,-2.624104
-0.5840762,0.4009254,-2.118818,0.4223979,0.4116641,-2.143037,-0.2793095,0.3185788,-2.639885,0.08491466,0.3084767,-2.628819
-0.5840762,0.4009254,-2.118818,0.4223979,0.4116641,-2.143037,-0.2793095,0.3185788,-2.639885,0.08491466,0.3084767,-2.628819
-0.6723726,0.3950745,-2.18329,0.5009383,0.3975253,-2.228996,-0.2779379,0.3182116,-2.637903,0.08615082,0.3060696,-2.624574
-0.6723726,0.3950745,-2.18329,0.5009383,0.3975253,-2.228996,-0.2779379,0.3182116,-2.637903,0.08615082,0.3060696,-2.624574
-0.714404,0.3811049,-2.233871,0.552509,0.3862511,-2.282827,-0.277975,0.3162844,-2.636048,0.08614696,0.3053124,-2.622466
-0.714404,0.3811049,-2.233871,0.552509,0.3862511,-2.282827,-0.277975,0.3162844,-2.636048,0.08614696,0.3053124,-2.622466
-0.7519197,0.3722736,-2.269146,0.5967109,0.3785957,-2.334827,-0.2774312,0.3168999,-2.635316,0.08672697,0.3062093,-2.622442
-0.7519197,0.3722736,-2.269146,0.5967109,0.3785957,-2.334827,-0.2774312,0.3168999,-2.635316,0.08672697,0.3062093,-2.622442
-0.7873192,0.3660219,-2.308853,0.6326992,0.3644131,-2.394629,-0.2770099,0.31778,-2.633846,0.08717006,0.3071141,-2.621562
-0.7873192,0.3660219,-2.308853,0.6326992,0.3644131,-2.394629,-0.2770099,0.31778,-2.633846,0.08717006,0.3071141,-2.621562
-0.7873192,0.3660219,-2.308853,0.6326992,0.3644131,-2.394629,-0.2770099,0.31778,-2.633846,0.08717006,0.3071141,-2.621562
-0.7873192,0.3660219,-2.308853,0.6326992,0.3644131,-2.394629,-0.2770099,0.31778,-2.633846,0.08717006,0.3071141,-2.621562
