Hand_L, , ,Hand_R, , 
0.04157494,0.2570077,-1.558408,0.03730201,-0.4240245,-1.735722
0.0400448,0.2605762,-1.572058,0.03431789,-0.419545,-1.727643
0.0400448,0.2605762,-1.572058,0.03431789,-0.419545,-1.727643
-0.1515531,0.3107898,-1.621274,0.08533665,-0.2047858,-1.530619
-0.1515531,0.3107898,-1.621274,0.08533665,-0.2047858,-1.530619
-0.1872229,0.3349752,-1.642641,0.1215854,-0.05095669,-1.402313
-0.1872229,0.3349752,-1.642641,0.1215854,-0.05095669,-1.402313
-0.212343,0.3485317,-1.668081,0.1137877,0.1043023,-1.405359
-0.212343,0.3485317,-1.668081,0.1137877,0.1043023,-1.405359
-0.2487029,0.3555473,-1.706079,0.09724715,0.2003502,-1.457356
-0.2487029,0.3555473,-1.706079,0.09724715,0.2003502,-1.457356
-0.2870823,0.3492344,-1.741971,0.09034654,0.2502469,-1.51005
-0.2870823,0.3492344,-1.741971,0.09034654,0.2502469,-1.51005
-0.31636,0.3337849,-1.767889,0.09623388,0.2746922,-1.554282
-0.31636,0.3337849,-1.767889,0.09623388,0.2746922,-1.554282
-0.359567,0.3141445,-1.811288,0.1295498,0.2882538,-1.684317
-0.359567,0.3141445,-1.811288,0.1295498,0.2882538,-1.684317
-0.3785323,0.2888274,-1.832553,0.1778432,0.2569857,-1.692621
-0.3785323,0.2888274,-1.832553,0.1778432,0.2569857,-1.692621
-0.4015116,0.2520537,-1.864913,0.2165034,0.2104166,-1.699738
-0.4015116,0.2520537,-1.864913,0.2165034,0.2104166,-1.699738
-0.427447,0.2237741,-1.891886,0.2633832,0.1608602,-1.707107
-0.427447,0.2237741,-1.891886,0.2633832,0.1608602,-1.707107
-0.4390094,0.1814587,-1.905919,0.2955617,0.1120893,-1.723047
-0.4390094,0.1814587,-1.905919,0.2955617,0.1120893,-1.723047
-0.4380511,0.153009,-1.917631,0.3218656,0.0354699,-1.74548
-0.4380511,0.153009,-1.917631,0.3218656,0.0354699,-1.74548
-0.4398623,0.1026112,-1.92861,0.3315399,-0.01243311,-1.755124
-0.4398623,0.1026112,-1.92861,0.3315399,-0.01243311,-1.755124
-0.4462985,0.07222021,-1.936411,0.3313443,-0.0569996,-1.756195
-0.4462985,0.07222021,-1.936411,0.3313443,-0.0569996,-1.756195
-0.4462985,0.07222021,-1.936411,0.3313443,-0.0569996,-1.756195
-0.4462985,0.07222021,-1.936411,0.3313443,-0.0569996,-1.756195
-0.4307946,-0.003544077,-1.941072,0.2838928,-0.1710535,-1.733853
-0.4307946,-0.003544077,-1.941072,0.2838928,-0.1710535,-1.733853
-0.4209638,-0.02940219,-1.925483,0.2490833,-0.2112128,-1.711677
-0.4209638,-0.02940219,-1.925483,0.2490833,-0.2112128,-1.711677
-0.4173799,-0.08448698,-1.923576,0.2014829,-0.245218,-1.704548
-0.4173799,-0.08448698,-1.923576,0.2014829,-0.245218,-1.704548
-0.4203459,-0.1059497,-1.908455,0.168724,-0.2617411,-1.698951
-0.4203459,-0.1059497,-1.908455,0.168724,-0.2617411,-1.698951
