Hand_L, , ,Hand_R, , 
-0.1744747,0.001135764,-1.059902,0.4663781,0.02799479,-1.089314
-0.1744747,0.001135764,-1.059902,0.4663781,0.02799479,-1.089314
-0.2090411,-0.00121398,-1.097681,0.5016297,0.02573998,-1.108543
-0.2090411,-0.00121398,-1.097681,0.5016297,0.02573998,-1.108543
-0.2090411,-0.00121398,-1.097681,0.5016297,0.02573998,-1.108543
-0.2090411,-0.00121398,-1.097681,0.5016297,0.02573998,-1.108543
-0.260626,-0.00897683,-1.176413,0.518474,-0.07550574,-1.145636
-0.260626,-0.00897683,-1.176413,0.518474,-0.07550574,-1.145636
-0.2710949,-0.02321556,-1.223906,0.511029,-0.1548786,-1.178776
-0.2710949,-0.02321556,-1.223906,0.511029,-0.1548786,-1.178776
-0.2710949,-0.02321556,-1.223906,0.511029,-0.1548786,-1.178776
-0.2710949,-0.02321556,-1.223906,0.511029,-0.1548786,-1.178776
-0.2823085,-0.03948093,-1.276266,0.514347,-0.1198499,-1.20684
-0.2823085,-0.03948093,-1.276266,0.514347,-0.1198499,-1.20684
-0.2825527,-0.07577974,-1.389883,0.5056513,-0.1763864,-1.221616
-0.2825527,-0.07577974,-1.389883,0.5056513,-0.1763864,-1.221616
-0.2722716,-0.09565006,-1.449436,0.4932701,-0.2333586,-1.247244
