Hand_L, , ,Hand_R, , 
-0.2639189,0.02009087,-1.251594,0.3700212,-0.3157957,-1.353289
-0.2639189,0.02009087,-1.251594,0.3700212,-0.3157957,-1.353289
-0.2639189,0.02009087,-1.251594,0.3700212,-0.3157957,-1.353289
-0.2781533,0.01203986,-1.289098,0.3595484,-0.3578769,-1.357521
-0.2781533,0.01203986,-1.289098,0.3595484,-0.3578769,-1.357521
-0.2809975,-0.006448815,-1.331369,0.3527353,-0.3676801,-1.363922
-0.2809975,-0.006448815,-1.331369,0.3527353,-0.3676801,-1.363922
-0.2809975,-0.006448815,-1.331369,0.3527353,-0.3676801,-1.363922
-0.2809975,-0.006448815,-1.331369,0.3527353,-0.3676801,-1.363922
-0.2688904,-0.04664849,-1.409417,0.3524293,-0.3721356,-1.364488
-0.2688904,-0.04664849,-1.409417,0.3524293,-0.3721356,-1.364488
-0.256432,-0.06817266,-1.446756,0.3493104,-0.3796463,-1.369111
-0.256432,-0.06817266,-1.446756,0.3493104,-0.3796463,-1.369111
-0.241055,-0.08901078,-1.474752,0.3436091,-0.3853711,-1.379313
-0.241055,-0.08901078,-1.474752,0.3436091,-0.3853711,-1.379313
-0.241055,-0.08901078,-1.474752,0.3436091,-0.3853711,-1.379313
-0.241055,-0.08901078,-1.474752,0.3436091,-0.3853711,-1.379313
-0.1804246,-0.1395675,-1.526093,0.3345791,-0.3900244,-1.393546
-0.1804246,-0.1395675,-1.526093,0.3345791,-0.3900244,-1.393546
-0.1804246,-0.1395675,-1.526093,0.3345791,-0.3900244,-1.393546
-0.1804246,-0.1395675,-1.526093,0.3345791,-0.3900244,-1.393546
-0.154417,-0.1566134,-1.534552,0.3285028,-0.3908733,-1.404276
