Hand_L, , ,Shoulder_L, , 
-0.6134539,-0.1240412,-2.967829,-0.2689468,0.3235752,-2.669688
-0.6134539,-0.1240412,-2.967829,-0.2662052,0.3250514,-2.671797
-0.6670097,-0.05336346,-2.955017,-0.2662052,0.3250514,-2.671797
-0.6670097,-0.05336346,-2.955017,-0.2662052,0.3250514,-2.671797
-0.6670097,-0.05336346,-2.955017,-0.2662052,0.3250514,-2.671797
-0.7401038,0.01626021,-2.963317,-0.2650527,0.3246027,-2.675588
-0.7401038,0.01626021,-2.963317,-0.2650527,0.3246027,-2.675588
-0.793019,0.09364156,-2.961705,-0.2625374,0.3299041,-2.675845
-0.793019,0.09364156,-2.961705,-0.2625374,0.3299041,-2.675845
-0.793019,0.09364156,-2.961705,-0.2625374,0.3299041,-2.675845
-0.793019,0.09364156,-2.961705,-0.2625374,0.3299041,-2.675845
-0.8566704,0.2538365,-2.918509,-0.262177,0.3245744,-2.659946
-0.8566704,0.2538365,-2.918509,-0.262177,0.3245744,-2.659946
-0.876386,0.3524912,-2.896125,-0.2651696,0.3255531,-2.661286
-0.876386,0.3524912,-2.896125,-0.2651696,0.3255531,-2.661286
-0.876386,0.3524912,-2.896125,-0.2651696,0.3255531,-2.661286
-0.876386,0.3524912,-2.896125,-0.2651696,0.3255531,-2.661286
-0.892487,0.4491922,-2.836095,-0.2633149,0.280467,-2.648525
-0.892487,0.4491922,-2.836095,-0.2633149,0.280467,-2.648525
-0.8941645,0.5427392,-2.767052,-0.2640463,0.3045739,-2.64753
-0.8941645,0.5427392,-2.767052,-0.2640463,0.3045739,-2.64753
-0.8941645,0.5427392,-2.767052,-0.2640463,0.3045739,-2.64753
-0.8452501,0.6511818,-2.648977,-0.270669,0.3137462,-2.643204
-0.8452501,0.6511818,-2.648977,-0.270669,0.3137462,-2.643204
-0.8452501,0.6511818,-2.648977,-0.270669,0.3137462,-2.643204
-0.8452501,0.6511818,-2.648977,-0.270669,0.3137462,-2.643204
-0.7856658,0.7327518,-2.557216,-0.2764916,0.3211748,-2.638032
-0.7856658,0.7327518,-2.557216,-0.2764916,0.3211748,-2.638032
-0.7080091,0.7447925,-2.481019,-0.2777076,0.3249323,-2.632331
-0.7080091,0.7447925,-2.481019,-0.2777076,0.3249323,-2.632331
-0.7080091,0.7447925,-2.481019,-0.2777076,0.3249323,-2.632331
-0.7080091,0.7447925,-2.481019,-0.2777076,0.3249323,-2.632331
-0.6462243,0.7532375,-2.409145,-0.2765175,0.3222276,-2.623574
-0.6462243,0.7532375,-2.409145,-0.2765175,0.3222276,-2.623574
-0.5952751,0.753508,-2.340513,-0.2763494,0.3219473,-2.618148
-0.5952751,0.753508,-2.340513,-0.2763494,0.3219473,-2.618148
-0.5952751,0.753508,-2.340513,-0.2763494,0.3219473,-2.618148
-0.4962738,0.728238,-2.2351,-0.2781518,0.3224763,-2.61628
-0.4962738,0.728238,-2.2351,-0.2781518,0.3224763,-2.61628
-0.4962738,0.728238,-2.2351,-0.2781518,0.3224763,-2.61628
-0.4962738,0.728238,-2.2351,-0.2781518,0.3224763,-2.61628
-0.4326725,0.7014838,-2.170933,-0.2755563,0.322282,-2.61745
-0.4326725,0.7014838,-2.170933,-0.2755563,0.322282,-2.61745
-0.4326725,0.7014838,-2.170933,-0.2755563,0.322282,-2.61745
-0.3798643,0.6606406,-2.130898,-0.2761634,0.3177539,-2.616343
-0.3798643,0.6606406,-2.130898,-0.2761634,0.3177539,-2.616343
-0.3270386,0.6134005,-2.087936,-0.2716585,0.3148685,-2.609296
-0.3270386,0.6134005,-2.087936,-0.2716585,0.3148685,-2.609296
-0.3270386,0.6134005,-2.087936,-0.2716585,0.3148685,-2.609296
-0.3270386,0.6134005,-2.087936,-0.2716585,0.3148685,-2.609296
-0.2882615,0.5648813,-2.053406,-0.2716523,0.311657,-2.608318
-0.2882615,0.5648813,-2.053406,-0.2716523,0.311657,-2.608318
-0.2477255,0.5172524,-2.027576,-0.2701477,0.3117468,-2.607679
-0.2477255,0.5172524,-2.027576,-0.2701477,0.3117468,-2.607679
-0.2075558,0.4239514,-2.016371,-0.2699409,0.3114974,-2.610575
-0.2075558,0.4239514,-2.016371,-0.2699409,0.3114974,-2.610575
-0.2075558,0.4239514,-2.016371,-0.2699409,0.3114974,-2.610575
-0.2075558,0.4239514,-2.016371,-0.2699409,0.3114974,-2.610575
-0.2075558,0.4239514,-2.016371,-0.2699409,0.3114974,-2.610575
-0.1842665,0.3587539,-2.026793,-0.2691646,0.3119956,-2.613827
-0.1842665,0.3587539,-2.026793,-0.2691646,0.3119956,-2.613827
-0.1753736,0.3239996,-2.017523,-0.2727176,0.3121224,-2.614582
-0.1753736,0.3239996,-2.017523,-0.2727176,0.3121224,-2.614582
-0.1662709,0.3042361,-1.992761,-0.2736848,0.3143566,-2.613154
-0.1662709,0.3042361,-1.992761,-0.2736848,0.3143566,-2.613154
-0.1662709,0.3042361,-1.992761,-0.2736848,0.3143566,-2.613154
-0.1662709,0.3042361,-1.992761,-0.2736848,0.3143566,-2.613154
-0.180082,0.2979384,-2.007168,-0.2732886,0.3119026,-2.6019
-0.180082,0.2979384,-2.007168,-0.2732886,0.3119026,-2.6019
-0.1757783,0.2965756,-1.986366,-0.2715355,0.310517,-2.596732
-0.1757783,0.2965756,-1.986366,-0.2715355,0.310517,-2.596732
