Hand_L, , ,Hand_R, , ,Elbow_L, , ,Elbow_R, , ,Shoulder_L, , ,Shoulder_R, , 
0.185652,-0.02124486,-2.415969,0.6074191,0.3001117,-2.439562,0.1373769,0.02498207,-2.726956,0.6380197,0.1281234,-2.644643,0.190797,0.2952045,-2.827909,0.5420479,0.2988626,-2.81664
0.185652,-0.02124486,-2.415969,0.6074191,0.3001117,-2.439562,0.1373769,0.02498207,-2.726956,0.6380197,0.1281234,-2.644643,0.190797,0.2952045,-2.827909,0.5420479,0.2988626,-2.81664
0.1822583,0.03215598,-2.406121,0.5905604,0.2260495,-2.4479,0.1344137,0.03569463,-2.718695,0.6356838,0.1198052,-2.660801,0.1908057,0.2952138,-2.827935,0.5420735,0.2988431,-2.81688
0.1822583,0.03215598,-2.406121,0.5905604,0.2260495,-2.4479,0.1344137,0.03569463,-2.718695,0.6356838,0.1198052,-2.660801,0.1908057,0.2952138,-2.827935,0.5420735,0.2988431,-2.81688
0.1766987,0.09606268,-2.412616,0.5919629,0.1780594,-2.425892,0.124048,0.04849789,-2.711689,0.6366575,0.1102383,-2.670213,0.1907865,0.2951302,-2.827392,0.5420246,0.2989326,-2.817406
0.1766987,0.09606268,-2.412616,0.5919629,0.1780594,-2.425892,0.124048,0.04849789,-2.711689,0.6366575,0.1102383,-2.670213,0.1907865,0.2951302,-2.827392,0.5420246,0.2989326,-2.817406
0.1848148,0.1639151,-2.434936,0.5880388,0.1067043,-2.405619,0.1171306,0.0514001,-2.711757,0.6342506,0.09766731,-2.670739,0.1916789,0.2984336,-2.829482,0.5424627,0.3002781,-2.818211
0.1848148,0.1639151,-2.434936,0.5880388,0.1067043,-2.405619,0.1171306,0.0514001,-2.711757,0.6342506,0.09766731,-2.670739,0.1916789,0.2984336,-2.829482,0.5424627,0.3002781,-2.818211
0.19376,0.2360372,-2.437684,0.5726249,0.04393292,-2.410131,0.1101035,0.06785011,-2.689314,0.6274785,0.05772207,-2.679607,0.1924657,0.3015268,-2.831759,0.5429285,0.3017405,-2.819194
0.19376,0.2360372,-2.437684,0.5726249,0.04393292,-2.410131,0.1101035,0.06785011,-2.689314,0.6274785,0.05772207,-2.679607,0.1924657,0.3015268,-2.831759,0.5429285,0.3017405,-2.819194
0.1966723,0.2970506,-2.444764,0.5726249,0.04393292,-2.410131,0.115259,0.08941125,-2.658988,0.6150433,0.05606367,-2.704673,0.1926678,0.3021625,-2.831999,0.5432506,0.3023485,-2.820204
