Hand_R, , ,Shoulder_R, , 
-0.0657812,0.5363145,-2.078965,0.05801236,0.2590188,-2.550589
-0.08452432,0.5272793,-2.084998,0.05730366,0.25514,-2.546675
-0.08452432,0.5272793,-2.084998,0.05730366,0.25514,-2.546675
-0.109686,0.5141075,-2.088382,0.05460386,0.2565497,-2.548306
-0.109686,0.5141075,-2.088382,0.05460386,0.2565497,-2.548306
-0.1390248,0.4823716,-2.08639,0.05620416,0.2531882,-2.549096
-0.1390248,0.4823716,-2.08639,0.05620416,0.2531882,-2.549096
-0.1390248,0.4823716,-2.08639,0.05620416,0.2531882,-2.549096
-0.1390248,0.4823716,-2.08639,0.05620416,0.2531882,-2.549096
-0.1681629,0.4514162,-2.095958,0.05787396,0.2548582,-2.549217
-0.1681629,0.4514162,-2.095958,0.05787396,0.2548582,-2.549217
-0.1836522,0.4179201,-2.092911,0.05376584,0.2578754,-2.545857
-0.1836522,0.4179201,-2.092911,0.05376584,0.2578754,-2.545857
-0.20738,0.3741946,-2.108211,0.06915281,0.296562,-2.531582
-0.20738,0.3741946,-2.108211,0.06915281,0.296562,-2.531582
-0.2206558,0.3300731,-2.117926,0.07468358,0.3092273,-2.525913
-0.2206558,0.3300731,-2.117926,0.07468358,0.3092273,-2.525913
-0.2404136,0.2829938,-2.125976,0.06990967,0.3140979,-2.522168
-0.2404136,0.2829938,-2.125976,0.06990967,0.3140979,-2.522168
-0.2487534,0.2323879,-2.133906,0.07172093,0.302009,-2.519376
-0.2487534,0.2323879,-2.133906,0.07172093,0.302009,-2.519376
-0.2487534,0.2323879,-2.133906,0.07172093,0.302009,-2.519376
-0.2487534,0.2323879,-2.133906,0.07172093,0.302009,-2.519376
-0.2487534,0.2323879,-2.133906,0.07172093,0.302009,-2.519376
-0.2487531,0.180049,-2.143116,0.06777062,0.3024831,-2.525079
-0.2487531,0.180049,-2.143116,0.06777062,0.3024831,-2.525079
-0.2349319,0.1240854,-2.15756,0.07387178,0.2953136,-2.532222
-0.2349319,0.1240854,-2.15756,0.07387178,0.2953136,-2.532222
-0.2173427,0.07086887,-2.169466,0.07573888,0.2982002,-2.538475
-0.2173427,0.07086887,-2.169466,0.07573888,0.2982002,-2.538475
-0.2007613,0.02435612,-2.181163,0.07590663,0.2979609,-2.543841
-0.2007613,0.02435612,-2.181163,0.07590663,0.2979609,-2.543841
