Hand_L, , ,Shoulder_L, , 
0.1048533,0.3522671,-2.267719,-0.1731429,0.2876615,-2.590645
0.1048533,0.3522671,-2.267719,-0.1731429,0.2876615,-2.590645
0.1177872,0.2589981,-2.27882,-0.1676362,0.3025919,-2.596927
0.1177872,0.2589981,-2.27882,-0.1676362,0.3025919,-2.596927
0.09723227,0.1645925,-2.304617,-0.1678115,0.3058791,-2.59861
0.09723227,0.1645925,-2.304617,-0.1678115,0.3058791,-2.59861
0.08409681,0.05979382,-2.332445,-0.1678411,0.3058953,-2.603552
0.08409681,0.05979382,-2.332445,-0.1678411,0.3058953,-2.603552
0.07419661,-0.02072985,-2.360157,-0.1681884,0.3041239,-2.600289
0.07419661,-0.02072985,-2.360157,-0.1681884,0.3041239,-2.600289
0.03908812,-0.09611107,-2.373265,-0.1694041,0.3051853,-2.605086
0.03908812,-0.09611107,-2.373265,-0.1694041,0.3051853,-2.605086
-0.01904075,-0.1525423,-2.401263,-0.1713759,0.3068965,-2.610693
-0.01904075,-0.1525423,-2.401263,-0.1713759,0.3068965,-2.610693
-0.08308437,-0.1896038,-2.419559,-0.1709857,0.3035488,-2.609934
-0.08308437,-0.1896038,-2.419559,-0.1709857,0.3035488,-2.609934
-0.1295275,-0.2213252,-2.407747,-0.1685493,0.3063208,-2.610503
-0.1295275,-0.2213252,-2.407747,-0.1685493,0.3063208,-2.610503
-0.1868345,-0.241763,-2.410877,-0.1683231,0.3066291,-2.608585
-0.1868345,-0.241763,-2.410877,-0.1683231,0.3066291,-2.608585
-0.2471523,-0.2421844,-2.409796,-0.1668098,0.3082183,-2.611056
-0.2471523,-0.2421844,-2.409796,-0.1668098,0.3082183,-2.611056
-0.3161061,-0.2103549,-2.409332,-0.164507,0.303933,-2.606295
-0.3161061,-0.2103549,-2.409332,-0.164507,0.303933,-2.606295
-0.3696984,-0.1727907,-2.42976,-0.1624897,0.3045078,-2.611628
-0.3696984,-0.1727907,-2.42976,-0.1624897,0.3045078,-2.611628
-0.4270762,-0.12992,-2.425608,-0.1605254,0.2966359,-2.60443
-0.4270762,-0.12992,-2.425608,-0.1605254,0.2966359,-2.60443
-0.4270762,-0.12992,-2.425608,-0.1605254,0.2966359,-2.60443
-0.4798684,-0.07801871,-2.408587,-0.1591383,0.295735,-2.601826
-0.4798684,-0.07801871,-2.408587,-0.1591383,0.295735,-2.601826
-0.5215048,-0.02419659,-2.401926,-0.1591283,0.3005658,-2.602597
-0.5215048,-0.02419659,-2.401926,-0.1591283,0.3005658,-2.602597
-0.5647531,0.04524158,-2.377723,-0.1585615,0.301458,-2.60737
-0.5647531,0.04524158,-2.377723,-0.1585615,0.301458,-2.60737
-0.5647531,0.04524158,-2.377723,-0.1590626,0.2997865,-2.608536
-0.5647531,0.04524158,-2.377723,-0.1590626,0.2997865,-2.608536
-0.6047246,0.1238036,-2.348387,-0.1590626,0.2997865,-2.608536
-0.6047246,0.1238036,-2.348387,-0.1590626,0.2997865,-2.608536
-0.6260304,0.1955392,-2.329787,-0.1601633,0.298939,-2.607898
-0.6260304,0.1955392,-2.329787,-0.1601633,0.298939,-2.607898
-0.620597,0.2581499,-2.311862,-0.160533,0.304612,-2.608385
-0.620597,0.2581499,-2.311862,-0.160533,0.304612,-2.608385
-0.5941666,0.3299628,-2.28802,-0.1621045,0.308057,-2.610922
-0.5941666,0.3299628,-2.28802,-0.1621045,0.308057,-2.610922
-0.5941666,0.3299628,-2.28802,-0.1621045,0.308057,-2.610922
-0.5941666,0.3299628,-2.28802,-0.1621045,0.308057,-2.610922
-0.5567331,0.3842764,-2.268994,-0.1627157,0.3085476,-2.613844
-0.5567331,0.3842764,-2.268994,-0.1627157,0.3085476,-2.613844
-0.514939,0.4226622,-2.251772,-0.1599534,0.3113597,-2.614209
-0.514939,0.4226622,-2.251772,-0.1599534,0.3113597,-2.614209
-0.4577656,0.4640127,-2.238954,-0.1624474,0.311158,-2.614608
-0.4577656,0.4640127,-2.238954,-0.1624474,0.311158,-2.614608
-0.4008201,0.4860837,-2.233401,-0.1636613,0.3033808,-2.60273
-0.4008201,0.4860837,-2.233401,-0.1636613,0.3033808,-2.60273
-0.3459162,0.5091246,-2.226525,-0.1613882,0.3013183,-2.605503
-0.3459162,0.5091246,-2.226525,-0.1613882,0.3013183,-2.605503
-0.2927092,0.5203195,-2.220726,-0.1612348,0.3033603,-2.609766
-0.2927092,0.5203195,-2.220726,-0.1612348,0.3033603,-2.609766
-0.2458371,0.5282147,-2.213568,-0.1610379,0.3059736,-2.610261
-0.2458371,0.5282147,-2.213568,-0.1610379,0.3059736,-2.610261
-0.2056422,0.5262091,-2.218916,-0.1610971,0.3056623,-2.610797
-0.2056422,0.5262091,-2.218916,-0.1610971,0.3056623,-2.610797
-0.2056422,0.5262091,-2.218916,-0.1638861,0.3034369,-2.606489
-0.1666521,0.5338662,-2.217097,-0.1638861,0.3034369,-2.606489
-0.1666521,0.5338662,-2.217097,-0.1638861,0.3034369,-2.606489
-0.1373467,0.5387379,-2.220784,-0.1640944,0.3070396,-2.608917
-0.1373467,0.5387379,-2.220784,-0.1640944,0.3070396,-2.608917
-0.1161056,0.5304869,-2.226063,-0.1641924,0.3041416,-2.609164
-0.1161056,0.5304869,-2.226063,-0.1641924,0.3041416,-2.609164
-0.09686545,0.5226411,-2.232666,-0.1624486,0.2998951,-2.6101
-0.09686545,0.5226411,-2.232666,-0.1624486,0.2998951,-2.6101
-0.08437598,0.5269856,-2.240908,-0.1616395,0.3012255,-2.612863
-0.08437598,0.5269856,-2.240908,-0.1616395,0.3012255,-2.612863
