Hand_L, , ,Shoulder_L, , 
0.06460106,0.4022476,-2.224401,-0.1563521,0.3043458,-2.594272
0.06460106,0.4022476,-2.224401,-0.1563521,0.3043458,-2.594272
0.09535664,0.3464058,-2.229972,-0.1550203,0.3049769,-2.592697
0.09535664,0.3464058,-2.229972,-0.1550203,0.3049769,-2.592697
0.1151806,0.2690163,-2.2493,-0.1555581,0.3096363,-2.594866
0.1151806,0.2690163,-2.2493,-0.1555581,0.3096363,-2.594866
0.1151806,0.2690163,-2.2493,-0.1555581,0.3096363,-2.594866
0.1151806,0.2690163,-2.2493,-0.1555581,0.3096363,-2.594866
0.1024023,0.1824811,-2.29406,-0.1617689,0.3075987,-2.592996
0.1024023,0.1824811,-2.29406,-0.1617689,0.3075987,-2.592996
0.08583448,0.09543831,-2.313666,-0.162624,0.3097656,-2.601132
0.08583448,0.09543831,-2.313666,-0.162624,0.3097656,-2.601132
0.06963678,0.00642482,-2.329021,-0.1632029,0.3088692,-2.597693
0.06963678,0.00642482,-2.329021,-0.1632029,0.3088692,-2.597693
0.06963678,0.00642482,-2.329021,-0.1632029,0.3088692,-2.597693
0.06963678,0.00642482,-2.329021,-0.1632029,0.3088692,-2.597693
0.05349344,-0.06082851,-2.347214,-0.1741457,0.2881012,-2.587094
0.05349344,-0.06082851,-2.347214,-0.1741457,0.2881012,-2.587094
0.03726634,-0.1127674,-2.362319,-0.1683967,0.2641195,-2.59342
0.03726634,-0.1127674,-2.362319,-0.1683967,0.2641195,-2.59342
0.03726634,-0.1127674,-2.362319,-0.1683967,0.2641195,-2.59342
0.03726634,-0.1127674,-2.362319,-0.1683967,0.2641195,-2.59342
0.03726634,-0.1127674,-2.362319,-0.1683967,0.2641195,-2.59342
0.0111767,-0.1570709,-2.381716,-0.1676088,0.2650131,-2.600715
0.0111767,-0.1570709,-2.381716,-0.1676088,0.2650131,-2.600715
-0.02849456,-0.1912527,-2.396934,-0.1667702,0.2933427,-2.602101
-0.02849456,-0.1912527,-2.396934,-0.1667702,0.2933427,-2.602101
-0.1012928,-0.2054234,-2.420053,-0.1657548,0.303591,-2.603023
-0.1012928,-0.2054234,-2.420053,-0.1657548,0.303591,-2.603023
-0.1478201,-0.2255885,-2.415816,-0.1644939,0.3030442,-2.599903
-0.1478201,-0.2255885,-2.415816,-0.1644939,0.3030442,-2.599903
-0.1997607,-0.2441103,-2.411341,-0.1621769,0.3082335,-2.606012
-0.1997607,-0.2441103,-2.411341,-0.1621769,0.3082335,-2.606012
-0.2554256,-0.2473568,-2.412366,-0.1616648,0.3109179,-2.603609
-0.2554256,-0.2473568,-2.412366,-0.1616648,0.3109179,-2.603609
-0.2554256,-0.2473568,-2.412366,-0.1616648,0.3109179,-2.603609
-0.2554256,-0.2473568,-2.412366,-0.1616648,0.3109179,-2.603609
-0.3293878,-0.2299946,-2.406392,-0.161697,0.3074378,-2.602561
-0.3293878,-0.2299946,-2.406392,-0.161697,0.3074378,-2.602561
-0.3787285,-0.1959626,-2.41292,-0.1603162,0.312323,-2.610173
-0.3787285,-0.1959626,-2.41292,-0.1603162,0.312323,-2.610173
-0.4245756,-0.1510701,-2.416728,-0.1573992,0.3054123,-2.601445
-0.4245756,-0.1510701,-2.416728,-0.1573992,0.3054123,-2.601445
-0.4791622,-0.1052984,-2.406447,-0.1563368,0.3012751,-2.599288
-0.4791622,-0.1052984,-2.406447,-0.1563368,0.3012751,-2.599288
-0.4791622,-0.1052984,-2.406447,-0.1563368,0.3012751,-2.599288
-0.4791622,-0.1052984,-2.406447,-0.1563368,0.3012751,-2.599288
-0.4791622,-0.1052984,-2.406447,-0.1563368,0.3012751,-2.599288
-0.4791622,-0.1052984,-2.406447,-0.1563368,0.3012751,-2.599288
