Hand_L, , ,Shoulder_L, , 
-0.4860507,-0.2367407,-2.87238,-0.2661324,0.3160543,-2.649888
-0.4860507,-0.2367407,-2.87238,-0.2661324,0.3160543,-2.649888
-0.5452111,-0.2045761,-2.923687,-0.2628447,0.3242249,-2.661115
-0.5452111,-0.2045761,-2.923687,-0.2628447,0.3242249,-2.661115
-0.5452111,-0.2045761,-2.923687,-0.2628447,0.3242249,-2.661115
-0.5452111,-0.2045761,-2.923687,-0.2628447,0.3242249,-2.661115
-0.7065133,-0.02332049,-2.967587,-0.253579,0.3287166,-2.662445
-0.7065133,-0.02332049,-2.967587,-0.253579,0.3287166,-2.662445
-0.7065133,-0.02332049,-2.967587,-0.253579,0.3287166,-2.662445
-0.7065133,-0.02332049,-2.967587,-0.253579,0.3287166,-2.662445
-0.7065133,-0.02332049,-2.967587,-0.253579,0.3287166,-2.662445
-0.7900687,0.1539658,-2.917124,-0.2503785,0.3248432,-2.667733
-0.7900687,0.1539658,-2.917124,-0.2503785,0.3248432,-2.667733
-0.7900687,0.1539658,-2.917124,-0.2503785,0.3248432,-2.667733
-0.7900687,0.1539658,-2.917124,-0.2503785,0.3248432,-2.667733
-0.836246,0.2432887,-2.908505,-0.2496064,0.329174,-2.67246
-0.836246,0.2432887,-2.908505,-0.2496064,0.329174,-2.67246
-0.8942516,0.4114116,-2.880406,-0.2510025,0.3312497,-2.671415
-0.8942516,0.4114116,-2.880406,-0.2510025,0.3312497,-2.671415
-0.8942596,0.4805412,-2.82225,-0.2528976,0.3323157,-2.666842
-0.8942596,0.4805412,-2.82225,-0.2528976,0.3323157,-2.666842
-0.8942596,0.4805412,-2.82225,-0.2528976,0.3323157,-2.666842
-0.8942596,0.4805412,-2.82225,-0.2528976,0.3323157,-2.666842
-0.8942596,0.4805412,-2.82225,-0.2528976,0.3323157,-2.666842
-0.8630342,0.5492947,-2.7329,-0.25484,0.3310956,-2.665271
-0.8630342,0.5492947,-2.7329,-0.25484,0.3310956,-2.665271
-0.8630342,0.5492947,-2.7329,-0.25484,0.3310956,-2.665271
-0.8630342,0.5492947,-2.7329,-0.25484,0.3310956,-2.665271
-0.8383397,0.621679,-2.662353,-0.2563723,0.3319759,-2.657787
-0.8383397,0.621679,-2.662353,-0.2563723,0.3319759,-2.657787
-0.8383397,0.621679,-2.662353,-0.2563723,0.3319759,-2.657787
-0.8383397,0.621679,-2.662353,-0.2563723,0.3319759,-2.657787
-0.7878501,0.7011743,-2.534082,-0.2572087,0.3304343,-2.645145
-0.7878501,0.7011743,-2.534082,-0.2572087,0.3304343,-2.645145
-0.7878501,0.7011743,-2.534082,-0.2572087,0.3304343,-2.645145
-0.6999636,0.7073796,-2.436303,-0.2612433,0.3307133,-2.641492
-0.6999636,0.7073796,-2.436303,-0.2612433,0.3307133,-2.641492
-0.6023021,0.707328,-2.32018,-0.2644126,0.3260288,-2.634383
-0.6023021,0.707328,-2.32018,-0.2644126,0.3260288,-2.634383
-0.5336604,0.694511,-2.242189,-0.2660198,0.3223143,-2.627206
-0.5336604,0.694511,-2.242189,-0.2660198,0.3223143,-2.627206
