Hand_L, , ,Shoulder_L, , 
-0.8563074,0.3402072,-2.894052,-0.253082,0.3309301,-2.669339
-0.8563074,0.3402072,-2.894052,-0.253082,0.3309301,-2.669339
-0.8563074,0.3402072,-2.894052,-0.253082,0.3309301,-2.669339
-0.8563074,0.3402072,-2.894052,-0.253082,0.3309301,-2.669339
-0.8788226,0.4830947,-2.811039,-0.2546345,0.3303533,-2.666132
-0.8788226,0.4830947,-2.811039,-0.2546345,0.3303533,-2.666132
-0.861709,0.5813172,-2.740837,-0.2562678,0.331147,-2.664257
-0.861709,0.5813172,-2.740837,-0.2562678,0.331147,-2.664257
-0.8344285,0.6443556,-2.667016,-0.2579578,0.3299628,-2.661241
-0.8344285,0.6443556,-2.667016,-0.2579578,0.3299628,-2.661241
-0.8344285,0.6443556,-2.667016,-0.2579578,0.3299628,-2.661241
-0.8344285,0.6443556,-2.667016,-0.2579578,0.3299628,-2.661241
-0.8344285,0.6443556,-2.667016,-0.2579578,0.3299628,-2.661241
-0.7949606,0.6938015,-2.582326,-0.2603123,0.3245823,-2.65354
-0.7949606,0.6938015,-2.582326,-0.2603123,0.3245823,-2.65354
-0.7949606,0.6938015,-2.582326,-0.2603123,0.3245823,-2.65354
-0.6941684,0.7129036,-2.46089,-0.2652394,0.3370168,-2.650931
-0.6941684,0.7129036,-2.46089,-0.2652394,0.3370168,-2.650931
-0.6338975,0.7277561,-2.373806,-0.2633207,0.3341894,-2.642523
-0.6338975,0.7277561,-2.373806,-0.2633207,0.3341894,-2.642523
-0.581003,0.7212349,-2.308871,-0.2642025,0.3290332,-2.63567
-0.581003,0.7212349,-2.308871,-0.2642025,0.3290332,-2.63567
-0.581003,0.7212349,-2.308871,-0.2642025,0.3290332,-2.63567
-0.581003,0.7212349,-2.308871,-0.2642025,0.3290332,-2.63567
-0.581003,0.7212349,-2.308871,-0.2642025,0.3290332,-2.63567
-0.581003,0.7212349,-2.308871,-0.2642025,0.3290332,-2.63567
-0.4928918,0.6884606,-2.214587,-0.2661555,0.3266315,-2.629172
-0.4928918,0.6884606,-2.214587,-0.2661555,0.3266315,-2.629172
-0.4379195,0.6560144,-2.155288,-0.267743,0.3221163,-2.625106
-0.4379195,0.6560144,-2.155288,-0.267743,0.3221163,-2.625106
-0.3885635,0.6156296,-2.114122,-0.2666568,0.3230748,-2.627999
-0.3885635,0.6156296,-2.114122,-0.2666568,0.3230748,-2.627999
-0.3885635,0.6156296,-2.114122,-0.2666568,0.3230748,-2.627999
-0.3885635,0.6156296,-2.114122,-0.2666568,0.3230748,-2.627999
-0.351062,0.5714276,-2.080794,-0.2663214,0.3301649,-2.634904
-0.351062,0.5714276,-2.080794,-0.2663214,0.3301649,-2.634904
-0.351062,0.5714276,-2.080794,-0.2663214,0.3301649,-2.634904
-0.3194051,0.5185986,-2.052917,-0.2657633,0.3298588,-2.638531
-0.3194051,0.5185986,-2.052917,-0.2657633,0.3298588,-2.638531
-0.2945447,0.4679478,-2.04198,-0.2680278,0.3302341,-2.643273
-0.2945447,0.4679478,-2.04198,-0.2680278,0.3302341,-2.643273
-0.2945447,0.4679478,-2.04198,-0.2680278,0.3302341,-2.643273
-0.2585079,0.4049528,-2.017203,-0.2712562,0.3266382,-2.641121
-0.2585079,0.4049528,-2.017203,-0.2712562,0.3266382,-2.641121
-0.2440421,0.3674368,-1.996859,-0.2716561,0.3280057,-2.637824
-0.2440421,0.3674368,-1.996859,-0.2716561,0.3280057,-2.637824
-0.2267164,0.3404765,-1.994307,-0.2730411,0.3289541,-2.637413
-0.2267164,0.3404765,-1.994307,-0.2730411,0.3289541,-2.637413
-0.2267164,0.3404765,-1.994307,-0.2730411,0.3289541,-2.637413
-0.2267164,0.3404765,-1.994307,-0.2730411,0.3289541,-2.637413
-0.2289884,0.3269055,-2.009678,-0.2734645,0.3281667,-2.638089
-0.2289884,0.3269055,-2.009678,-0.2734645,0.3281667,-2.638089
-0.2289884,0.3269055,-2.009678,-0.2734645,0.3281667,-2.638089
-0.2289884,0.3269055,-2.009678,-0.2734645,0.3281667,-2.638089
-0.2230871,0.3088821,-1.998134,-0.2742237,0.3298983,-2.639563
-0.2230871,0.3088821,-1.998134,-0.2742237,0.3298983,-2.639563
-0.2230871,0.3088821,-1.998134,-0.2742237,0.3298983,-2.639563
-0.2141641,0.3034626,-2.010948,-0.2744712,0.3242675,-2.620984
-0.2141641,0.3034626,-2.010948,-0.2744712,0.3242675,-2.620984
