Hand_L, , ,Elbow_L, , ,Shoulder_L, , ,Body, , 
-0.3471971,-0.3350903,-2.531914,-0.2362407,-0.0789897,-2.652624,-0.1590738,0.2159272,-2.664253,0.007921311,-0.003673932,-2.641426
-0.4073479,-0.303891,-2.524134,-0.2576559,-0.06548116,-2.629173,-0.155207,0.2209482,-2.666405,0.01145582,0.001096909,-2.643204
-0.4073479,-0.303891,-2.524134,-0.2576559,-0.06548116,-2.629173,-0.155207,0.2209482,-2.666405,0.01145582,0.001096909,-2.643204
-0.4073479,-0.303891,-2.524134,-0.2576559,-0.06548116,-2.629173,-0.155207,0.2209482,-2.666405,0.01145582,0.001096909,-2.643204
-0.4669635,-0.2673298,-2.503501,-0.2958438,-0.04291839,-2.60512,-0.1546557,0.2195587,-2.665887,0.01196904,-0.0006304846,-2.645804
-0.4669635,-0.2673298,-2.503501,-0.2958438,-0.04291839,-2.60512,-0.1546557,0.2195587,-2.665887,0.01196904,-0.0006304846,-2.645804
-0.4669635,-0.2673298,-2.503501,-0.2958438,-0.04291839,-2.60512,-0.1546557,0.2195587,-2.665887,0.01196904,-0.0006304846,-2.645804
-0.4669635,-0.2673298,-2.503501,-0.2958438,-0.04291839,-2.60512,-0.1546557,0.2195587,-2.665887,0.01196904,-0.0006304846,-2.645804
-0.5255452,-0.2127515,-2.477753,-0.3237168,-0.02548687,-2.592427,-0.1552446,0.2165997,-2.659084,0.01013919,-0.004997958,-2.64668
-0.5255452,-0.2127515,-2.477753,-0.3237168,-0.02548687,-2.592427,-0.1552446,0.2165997,-2.659084,0.01013919,-0.004997958,-2.64668
-0.5836846,-0.1458322,-2.452373,-0.359208,0.005647752,-2.5763,-0.1577142,0.2193669,-2.668973,0.006660405,-0.002473938,-2.649265
-0.5836846,-0.1458322,-2.452373,-0.359208,0.005647752,-2.5763,-0.1577142,0.2193669,-2.668973,0.006660405,-0.002473938,-2.649265
-0.6375918,-0.07054028,-2.438846,-0.3888876,0.03773566,-2.560857,-0.1550186,0.2186847,-2.66858,0.008286729,-0.003822754,-2.647075
-0.6375918,-0.07054028,-2.438846,-0.3888876,0.03773566,-2.560857,-0.1550186,0.2186847,-2.66858,0.008286729,-0.003822754,-2.647075
-0.6789992,0.01085846,-2.419473,-0.4151247,0.0874327,-2.539371,-0.1526094,0.2277791,-2.665062,0.01000076,0.004405526,-2.647569
-0.6789992,0.01085846,-2.419473,-0.4151247,0.0874327,-2.539371,-0.1526094,0.2277791,-2.665062,0.01000076,0.004405526,-2.647569
-0.7088861,0.1055488,-2.403188,-0.4340826,0.1335816,-2.528665,-0.1549768,0.2203154,-2.649183,0.008927439,-0.002629103,-2.647587
-0.7088861,0.1055488,-2.403188,-0.4340826,0.1335816,-2.528665,-0.1549768,0.2203154,-2.649183,0.008927439,-0.002629103,-2.647587
-0.7187113,0.1785944,-2.392848,-0.4401226,0.1872445,-2.520859,-0.1586105,0.2227184,-2.656454,0.004869137,-0.0001777628,-2.644367
-0.7187113,0.1785944,-2.392848,-0.4401226,0.1872445,-2.520859,-0.1586105,0.2227184,-2.656454,0.004869137,-0.0001777628,-2.644367
-0.7141231,0.2650558,-2.385947,-0.437414,0.2329397,-2.515135,-0.1592368,0.221014,-2.636247,0.0001884754,-0.004536368,-2.647261
-0.7141231,0.2650558,-2.385947,-0.437414,0.2329397,-2.515135,-0.1592368,0.221014,-2.636247,0.0001884754,-0.004536368,-2.647261
-0.7141231,0.2650558,-2.385947,-0.437414,0.2329397,-2.515135,-0.1592368,0.221014,-2.636247,0.0001884754,-0.004536368,-2.647261
-0.7141231,0.2650558,-2.385947,-0.437414,0.2329397,-2.515135,-0.1592368,0.221014,-2.636247,0.0001884754,-0.004536368,-2.647261
-0.6984595,0.3624506,-2.363981,-0.4334795,0.2842057,-2.500789,-0.160862,0.2293455,-2.640624,-0.001052905,0.003629271,-2.648611
-0.6984595,0.3624506,-2.363981,-0.4334795,0.2842057,-2.500789,-0.160862,0.2293455,-2.640624,-0.001052905,0.003629271,-2.648611
-0.6705554,0.4406183,-2.354965,-0.422417,0.3220277,-2.496263,-0.1716085,0.198183,-2.636806,-0.002330087,-0.02045809,-2.64591
-0.6705554,0.4406183,-2.354965,-0.422417,0.3220277,-2.496263,-0.1716085,0.198183,-2.636806,-0.002330087,-0.02045809,-2.64591
-0.6340437,0.5161481,-2.344599,-0.4112163,0.3589377,-2.495176,-0.1610273,0.2325065,-2.652087,0.0007970536,0.008224844,-2.649332
-0.6340437,0.5161481,-2.344599,-0.4112163,0.3589377,-2.495176,-0.1610273,0.2325065,-2.652087,0.0007970536,0.008224844,-2.649332
-0.5752698,0.5857106,-2.332861,-0.3896549,0.3895974,-2.48656,-0.1586355,0.2230319,-2.634779,0.006867964,0.001774982,-2.647775
-0.5752698,0.5857106,-2.332861,-0.3896549,0.3895974,-2.48656,-0.1586355,0.2230319,-2.634779,0.006867964,0.001774982,-2.647775
-0.5110881,0.6351932,-2.317355,-0.3611107,0.4146634,-2.481728,-0.1582513,0.2202175,-2.634999,0.005768848,-0.002495351,-2.645426
-0.5110881,0.6351932,-2.317355,-0.3611107,0.4146634,-2.481728,-0.1582513,0.2202175,-2.634999,0.005768848,-0.002495351,-2.645426
-0.4330171,0.6567202,-2.316786,-0.3290696,0.4227288,-2.489512,-0.158751,0.233261,-2.643104,0.003952553,0.009360904,-2.64836
-0.4330171,0.6567202,-2.316786,-0.3290696,0.4227288,-2.489512,-0.158751,0.233261,-2.643104,0.003952553,0.009360904,-2.64836
-0.3551869,0.6752291,-2.310165,-0.3101571,0.4309748,-2.489966,-0.1615501,0.2239301,-2.637953,0.002989588,0.00148599,-2.647108
-0.3551869,0.6752291,-2.310165,-0.3101571,0.4309748,-2.489966,-0.1615501,0.2239301,-2.637953,0.002989588,0.00148599,-2.647108
-0.2749267,0.6906269,-2.308109,-0.2911898,0.4419857,-2.485816,-0.1608801,0.2181636,-2.633614,0.004430586,-0.003475598,-2.64731
-0.2749267,0.6906269,-2.308109,-0.2911898,0.4419857,-2.485816,-0.1608801,0.2181636,-2.633614,0.004430586,-0.003475598,-2.64731
-0.2011036,0.6928843,-2.314837,-0.2686929,0.4487477,-2.487596,-0.1604055,0.2167749,-2.635326,0.005408822,-0.004685574,-2.645595
-0.2011036,0.6928843,-2.314837,-0.2686929,0.4487477,-2.487596,-0.1604055,0.2167749,-2.635326,0.005408822,-0.004685574,-2.645595
-0.2011036,0.6928843,-2.314837,-0.2686929,0.4487477,-2.487596,-0.1604055,0.2167749,-2.635326,0.005408822,-0.004685574,-2.645595
-0.1300595,0.6868637,-2.32217,-0.2491404,0.4540216,-2.482097,-0.1610968,0.2168532,-2.637612,0.005346257,-0.004226516,-2.646102
-0.1300595,0.6868637,-2.32217,-0.2491404,0.4540216,-2.482097,-0.1610968,0.2168532,-2.637612,0.005346257,-0.004226516,-2.646102
-0.05419715,0.6739309,-2.348521,-0.226713,0.4604528,-2.475488,-0.1605616,0.2146651,-2.635821,0.007070072,-0.005482086,-2.645194
-0.05419715,0.6739309,-2.348521,-0.226713,0.4604528,-2.475488,-0.1605616,0.2146651,-2.635821,0.007070072,-0.005482086,-2.645194
0.006696269,0.6491273,-2.37685,-0.2101088,0.4645283,-2.472836,-0.157615,0.2134674,-2.63187,0.009880744,-0.006398924,-2.64742
0.006696269,0.6491273,-2.37685,-0.2101088,0.4645283,-2.472836,-0.157615,0.2134674,-2.63187,0.009880744,-0.006398924,-2.64742
0.006696269,0.6491273,-2.37685,-0.2101088,0.4645283,-2.472836,-0.157615,0.2134674,-2.63187,0.009880744,-0.006398924,-2.64742
0.006696269,0.6491273,-2.37685,-0.2101088,0.4645283,-2.472836,-0.157615,0.2134674,-2.63187,0.009880744,-0.006398924,-2.64742
0.09488364,0.5792101,-2.406922,-0.1753446,0.4675094,-2.46897,-0.1561301,0.2091949,-2.629367,0.01091171,-0.01107451,-2.644405
0.09488364,0.5792101,-2.406922,-0.1753446,0.4675094,-2.46897,-0.1561301,0.2091949,-2.629367,0.01091171,-0.01107451,-2.644405
0.09488364,0.5792101,-2.406922,-0.1753446,0.4675094,-2.46897,-0.1561301,0.2091949,-2.629367,0.01091171,-0.01107451,-2.644405
0.09488364,0.5792101,-2.406922,-0.1753446,0.4675094,-2.46897,-0.1561301,0.2091949,-2.629367,0.01091171,-0.01107451,-2.644405
0.1236488,0.542801,-2.421756,-0.1593002,0.467049,-2.468363,-0.1550079,0.2061124,-2.62921,0.01240575,-0.01396583,-2.643029
