Hand_L, , ,Elbow_L, , ,Shoulder_L, , ,Body, , 
-0.2019056,-0.3910943,-2.611581,-0.2149296,-0.09072451,-2.681414,-0.1699449,0.1579793,-2.62286,0.01037206,-0.05179365,-2.621632
-0.2019056,-0.3910943,-2.611581,-0.2149296,-0.09072451,-2.681414,-0.1699449,0.1579793,-2.62286,0.01037206,-0.05179365,-2.621632
-0.2019056,-0.3910943,-2.611581,-0.2149296,-0.09072451,-2.681414,-0.1699449,0.1579793,-2.62286,0.01037206,-0.05179365,-2.621632
-0.2162756,-0.425756,-2.602392,-0.2202668,-0.1255424,-2.673914,-0.1756244,0.1502691,-2.624965,0.00553062,-0.05901474,-2.624528
-0.2162756,-0.425756,-2.602392,-0.2202668,-0.1255424,-2.673914,-0.1756244,0.1502691,-2.624965,0.00553062,-0.05901474,-2.624528
-0.2555663,-0.4057823,-2.605989,-0.2166713,-0.1175848,-2.685046,-0.1659143,0.1921814,-2.631535,0.007741438,-0.02331562,-2.62944
-0.2555663,-0.4057823,-2.605989,-0.2166713,-0.1175848,-2.685046,-0.1659143,0.1921814,-2.631535,0.007741438,-0.02331562,-2.62944
-0.2994029,-0.3809864,-2.597647,-0.2267132,-0.1028361,-2.684583,-0.1640834,0.2148188,-2.655615,0.006712741,-0.0006922323,-2.627894
-0.2994029,-0.3809864,-2.597647,-0.2267132,-0.1028361,-2.684583,-0.1640834,0.2148188,-2.655615,0.006712741,-0.0006922323,-2.627894
-0.3369353,-0.3683296,-2.596349,-0.2461956,-0.0898973,-2.670045,-0.1692966,0.1769009,-2.637706,0.002674318,-0.039149,-2.622802
-0.3369353,-0.3683296,-2.596349,-0.2461956,-0.0898973,-2.670045,-0.1692966,0.1769009,-2.637706,0.002674318,-0.039149,-2.622802
-0.3963873,-0.3630377,-2.591022,-0.2698872,-0.09595292,-2.652699,-0.1719623,0.1550663,-2.62113,0.002695589,-0.05933908,-2.625724
-0.3963873,-0.3630377,-2.591022,-0.2698872,-0.09595292,-2.652699,-0.1719623,0.1550663,-2.62113,0.002695589,-0.05933908,-2.625724
-0.4562829,-0.3229775,-2.56507,-0.3023867,-0.07915454,-2.641875,-0.1641138,0.1952819,-2.644662,0.005742967,-0.02247451,-2.630419
-0.4562829,-0.3229775,-2.56507,-0.3023867,-0.07915454,-2.641875,-0.1641138,0.1952819,-2.644662,0.005742967,-0.02247451,-2.630419
-0.5079597,-0.2681749,-2.55266,-0.3198902,-0.05390854,-2.635339,-0.1592971,0.2126495,-2.659729,0.006853949,-0.00655797,-2.630092
-0.5079597,-0.2681749,-2.55266,-0.3198902,-0.05390854,-2.635339,-0.1592971,0.2126495,-2.659729,0.006853949,-0.00655797,-2.630092
-0.5748514,-0.2104024,-2.536759,-0.357917,-0.01882572,-2.61583,-0.1568897,0.2156493,-2.662912,0.009708088,-0.003153884,-2.631306
-0.5748514,-0.2104024,-2.536759,-0.357917,-0.01882572,-2.61583,-0.1568897,0.2156493,-2.662912,0.009708088,-0.003153884,-2.631306
-0.622299,-0.1450003,-2.505011,-0.3878886,0.0179217,-2.60135,-0.159541,0.213329,-2.666648,0.008429943,-0.004188276,-2.633207
-0.622299,-0.1450003,-2.505011,-0.3878886,0.0179217,-2.60135,-0.159541,0.213329,-2.666648,0.008429943,-0.004188276,-2.633207
-0.622299,-0.1450003,-2.505011,-0.3878886,0.0179217,-2.60135,-0.159541,0.213329,-2.666648,0.008429943,-0.004188276,-2.633207
-0.622299,-0.1450003,-2.505011,-0.3878886,0.0179217,-2.60135,-0.159541,0.213329,-2.666648,0.008429943,-0.004188276,-2.633207
-0.6738547,-0.05370012,-2.475247,-0.4184591,0.05921791,-2.586622,-0.1442129,0.19248,-2.641088,0.01838938,-0.03094543,-2.6319
-0.6738547,-0.05370012,-2.475247,-0.4184591,0.05921791,-2.586622,-0.1442129,0.19248,-2.641088,0.01838938,-0.03094543,-2.6319
