Hand_L, , ,Elbow_L, , ,Shoulder_L, , ,Body, , 
-0.219959,-0.4253077,-2.64167,-0.2196263,-0.11814,-2.692676,-0.1700529,0.2060968,-2.644219,-0.004044801,-0.01473762,-2.627143
-0.219959,-0.4253077,-2.64167,-0.2196263,-0.11814,-2.692676,-0.1700529,0.2060968,-2.644219,-0.004044801,-0.01473762,-2.627143
-0.2372482,-0.4153461,-2.624809,-0.2206273,-0.1108814,-2.691678,-0.1669459,0.2142276,-2.651905,-0.002066961,-0.006653351,-2.62661
-0.2372482,-0.4153461,-2.624809,-0.2206273,-0.1108814,-2.691678,-0.1669459,0.2142276,-2.651905,-0.002066961,-0.006653351,-2.62661
-0.2688634,-0.3904674,-2.610402,-0.2180986,-0.09668461,-2.68774,-0.1680567,0.2171804,-2.65542,-0.003243126,-0.003412651,-2.626831
-0.2688634,-0.3904674,-2.610402,-0.2180986,-0.09668461,-2.68774,-0.1680567,0.2171804,-2.65542,-0.003243126,-0.003412651,-2.626831
-0.3164047,-0.3674336,-2.584365,-0.2250302,-0.09229778,-2.685011,-0.1736909,0.1803292,-2.633967,-0.01022237,-0.04254335,-2.621772
-0.3164047,-0.3674336,-2.584365,-0.2250302,-0.09229778,-2.685011,-0.1736909,0.1803292,-2.633967,-0.01022237,-0.04254335,-2.621772
-0.376437,-0.3435111,-2.572431,-0.2499297,-0.08699213,-2.671543,-0.168756,0.2122288,-2.655241,-0.008051277,-0.01116918,-2.626953
-0.376437,-0.3435111,-2.572431,-0.2499297,-0.08699213,-2.671543,-0.168756,0.2122288,-2.655241,-0.008051277,-0.01116918,-2.626953
-0.4318664,-0.3057876,-2.56009,-0.2739012,-0.06922614,-2.651758,-0.1664484,0.2224649,-2.659897,-0.005991034,-0.001028291,-2.629424
-0.4318664,-0.3057876,-2.56009,-0.2739012,-0.06922614,-2.651758,-0.1664484,0.2224649,-2.659897,-0.005991034,-0.001028291,-2.629424
-0.4843219,-0.2711051,-2.526854,-0.3105792,-0.0495739,-2.626702,-0.165057,0.2153334,-2.65712,-0.0002690445,-0.005459349,-2.630216
-0.4843219,-0.2711051,-2.526854,-0.3105792,-0.0495739,-2.626702,-0.165057,0.2153334,-2.65712,-0.0002690445,-0.005459349,-2.630216
-0.5511157,-0.2087851,-2.493315,-0.3435589,-0.02536967,-2.602219,-0.1622818,0.2135745,-2.654568,0.002983445,-0.007181927,-2.630058
-0.5511157,-0.2087851,-2.493315,-0.3435589,-0.02536967,-2.602219,-0.1622818,0.2135745,-2.654568,0.002983445,-0.007181927,-2.630058
-0.5841355,-0.1446297,-2.471412,-0.3645219,0.01216778,-2.594329,-0.1606148,0.2114305,-2.654775,0.006537825,-0.008148268,-2.632522
-0.5841355,-0.1446297,-2.471412,-0.3645219,0.01216778,-2.594329,-0.1606148,0.2114305,-2.654775,0.006537825,-0.008148268,-2.632522
-0.615969,-0.05947977,-2.453084,-0.3770145,0.051953,-2.585601,-0.1580456,0.2100425,-2.653736,0.009932048,-0.009223746,-2.634884
-0.615969,-0.05947977,-2.453084,-0.3770145,0.051953,-2.585601,-0.1580456,0.2100425,-2.653736,0.009932048,-0.009223746,-2.634884
-0.6631986,0.01289368,-2.439043,-0.4069624,0.09392697,-2.570822,-0.1593137,0.2108461,-2.649437,0.009662976,-0.008019561,-2.635703
-0.6631986,0.01289368,-2.439043,-0.4069624,0.09392697,-2.570822,-0.1593137,0.2108461,-2.649437,0.009662976,-0.008019561,-2.635703
-0.7006878,0.08646344,-2.418007,-0.4317579,0.1289365,-2.550791,-0.1606446,0.2111153,-2.639134,0.007260175,-0.008920923,-2.63657
-0.7006878,0.08646344,-2.418007,-0.4317579,0.1289365,-2.550791,-0.1606446,0.2111153,-2.639134,0.007260175,-0.008920923,-2.63657
-0.7006878,0.08646344,-2.418007,-0.4317579,0.1289365,-2.550791,-0.1606446,0.2111153,-2.639134,0.004646612,0.002697279,-2.636071
-0.7253593,0.1571145,-2.406467,-0.4452177,0.1742909,-2.533469,-0.1604256,0.224508,-2.647143,0.004646612,0.002697279,-2.636071
-0.7253593,0.1571145,-2.406467,-0.4452177,0.1742909,-2.533469,-0.1604256,0.224508,-2.647143,0.004646612,0.002697279,-2.636071
-0.728972,0.2460767,-2.397383,-0.4496513,0.2239402,-2.525616,-0.1595811,0.2203331,-2.640049,0.005339153,-0.001922581,-2.635694
-0.728972,0.2460767,-2.397383,-0.4496513,0.2239402,-2.525616,-0.1595811,0.2203331,-2.640049,0.005339153,-0.001922581,-2.635694
-0.70306,0.4114999,-2.383775,-0.4396604,0.3031136,-2.510134,-0.1587411,0.2013142,-2.625582,0.01316891,-0.01534553,-2.631513
-0.70306,0.4114999,-2.383775,-0.4396604,0.3031136,-2.510134,-0.1587411,0.2013142,-2.625582,0.01316891,-0.01534553,-2.631513
-0.6750214,0.4869545,-2.375927,-0.431958,0.3428394,-2.508399,-0.1572328,0.2075667,-2.619671,0.01284407,-0.01050163,-2.631032
-0.6750214,0.4869545,-2.375927,-0.431958,0.3428394,-2.508399,-0.1572328,0.2075667,-2.619671,0.01284407,-0.01050163,-2.631032
-0.6377929,0.5569634,-2.37983,-0.4155527,0.3771452,-2.505991,-0.1569535,0.2140783,-2.626234,0.01104644,-0.005841744,-2.632923
-0.6377929,0.5569634,-2.37983,-0.4155527,0.3771452,-2.505991,-0.1569535,0.2140783,-2.626234,0.01104644,-0.005841744,-2.632923
-0.5891768,0.6140195,-2.367171,-0.3970817,0.4061286,-2.501705,-0.1604537,0.2148555,-2.620882,0.005126539,-0.006580651,-2.633729
-0.5891768,0.6140195,-2.367171,-0.3970817,0.4061286,-2.501705,-0.1604537,0.2148555,-2.620882,0.005126539,-0.006580651,-2.633729
-0.5891768,0.6140195,-2.367171,-0.3970817,0.4061286,-2.501705,-0.1604537,0.2148555,-2.620882,0.005126539,-0.006580651,-2.633729
-0.5891768,0.6140195,-2.367171,-0.3970817,0.4061286,-2.501705,-0.1604537,0.2148555,-2.620882,0.005126539,-0.006580651,-2.633729
-0.4470153,0.6742702,-2.352517,-0.3426602,0.4289253,-2.506784,-0.1597636,0.2182576,-2.628443,0.002876103,-0.005644928,-2.635785
-0.4470153,0.6742702,-2.352517,-0.3426602,0.4289253,-2.506784,-0.1597636,0.2182576,-2.628443,0.002876103,-0.005644928,-2.635785
-0.3785245,0.6887189,-2.343289,-0.3221335,0.4347574,-2.506624,-0.1577678,0.2174031,-2.625797,0.005563751,-0.005949568,-2.63497
-0.3785245,0.6887189,-2.343289,-0.3221335,0.4347574,-2.506624,-0.1577678,0.2174031,-2.625797,0.005563751,-0.005949568,-2.63497
-0.3785245,0.6887189,-2.343289,-0.3221335,0.4347574,-2.506624,-0.1577678,0.2174031,-2.625797,0.005563751,-0.005949568,-2.63497
-0.3785245,0.6887189,-2.343289,-0.3221335,0.4347574,-2.506624,-0.1577678,0.2174031,-2.625797,0.005563751,-0.005949568,-2.63497
-0.3033828,0.6932054,-2.333178,-0.3057055,0.4405337,-2.506254,-0.1576117,0.2258095,-2.637487,0.00533107,0.002047397,-2.637102
-0.3033828,0.6932054,-2.333178,-0.3057055,0.4405337,-2.506254,-0.1576117,0.2258095,-2.637487,0.00533107,0.002047397,-2.637102
-0.2289357,0.6966199,-2.32729,-0.2852953,0.4476707,-2.496946,-0.1589777,0.2187757,-2.630569,0.004640867,-0.004460505,-2.635412
-0.2289357,0.6966199,-2.32729,-0.2852953,0.4476707,-2.496946,-0.1589777,0.2187757,-2.630569,0.004640867,-0.004460505,-2.635412
-0.1662969,0.6903449,-2.331175,-0.2697006,0.4497358,-2.491144,-0.1562473,0.2157227,-2.62876,0.008913899,-0.006340683,-2.636098
-0.1662969,0.6903449,-2.331175,-0.2697006,0.4497358,-2.491144,-0.1562473,0.2157227,-2.62876,0.008913899,-0.006340683,-2.636098
-0.09722239,0.6767182,-2.344507,-0.2546857,0.4577301,-2.480314,-0.1539516,0.2191352,-2.63721,0.01075801,-0.003296992,-2.635235
-0.09722239,0.6767182,-2.344507,-0.2546857,0.4577301,-2.480314,-0.1539516,0.2191352,-2.63721,0.01075801,-0.003296992,-2.635235
-0.09722239,0.6767182,-2.344507,-0.2546857,0.4577301,-2.480314,-0.1539516,0.2191352,-2.63721,0.01075801,-0.003296992,-2.635235
-0.04431657,0.6462976,-2.355548,-0.2439571,0.4595262,-2.478373,-0.155597,0.2154769,-2.634487,0.01199413,-0.004839291,-2.636574
