Hand_L, , ,Elbow_L, , ,Shoulder_L, , ,Body, , 
-0.139908,-0.3513634,-2.526891,-0.1887269,-0.07861318,-2.66151,-0.1587309,0.1715865,-2.634958,0.01692606,-0.0421544,-2.632401
-0.1676874,-0.3562437,-2.521712,-0.1838273,-0.09297934,-2.661869,-0.156869,0.2053073,-2.654994,0.01684513,-0.0089453,-2.634864
-0.1676874,-0.3562437,-2.521712,-0.1838273,-0.09297934,-2.661869,-0.156869,0.2053073,-2.654994,0.01684513,-0.0089453,-2.634864
-0.2006221,-0.348156,-2.534014,-0.193393,-0.08260591,-2.66457,-0.1504628,0.1800537,-2.632299,0.01656435,-0.040299,-2.626997
-0.2006221,-0.348156,-2.534014,-0.193393,-0.08260591,-2.66457,-0.1504628,0.1800537,-2.632299,0.01656435,-0.040299,-2.626997
-0.2006221,-0.348156,-2.534014,-0.2110107,-0.08685207,-2.65998,-0.1495942,0.1642193,-2.62365,0.01852133,-0.05550337,-2.629472
-0.2006221,-0.348156,-2.534014,-0.2110107,-0.08685207,-2.65998,-0.1495942,0.1642193,-2.62365,0.01852133,-0.05550337,-2.629472
-0.2422509,-0.3478664,-2.542687,-0.2110107,-0.08685207,-2.65998,-0.1495942,0.1642193,-2.62365,0.01852133,-0.05550337,-2.629472
-0.2422509,-0.3478664,-2.542687,-0.2110107,-0.08685207,-2.65998,-0.1495942,0.1642193,-2.62365,0.01852133,-0.05550337,-2.629472
-0.2901514,-0.3509676,-2.553454,-0.2185212,-0.09976428,-2.659198,-0.1520014,0.19432,-2.635686,0.01761322,-0.0244315,-2.635517
-0.2901514,-0.3509676,-2.553454,-0.2185212,-0.09976428,-2.659198,-0.1520014,0.19432,-2.635686,0.01761322,-0.0244315,-2.635517
-0.3503917,-0.3371471,-2.554405,-0.2458547,-0.09603631,-2.648461,-0.1520856,0.2068758,-2.646855,0.01734752,-0.01161395,-2.634898
-0.3503917,-0.3371471,-2.554405,-0.2458547,-0.09603631,-2.648461,-0.1520856,0.2068758,-2.646855,0.01734752,-0.01161395,-2.634898
-0.4159487,-0.3183899,-2.559646,-0.2819555,-0.08179172,-2.627419,-0.1539415,0.2193583,-2.660814,0.01603304,0.002438092,-2.635489
-0.4159487,-0.3183899,-2.559646,-0.2819555,-0.08179172,-2.627419,-0.1539415,0.2193583,-2.660814,0.01603304,0.002438092,-2.635489
-0.4159487,-0.3183899,-2.559646,-0.2819555,-0.08179172,-2.627419,-0.1539415,0.2193583,-2.660814,0.01603304,0.002438092,-2.635489
-0.4159487,-0.3183899,-2.559646,-0.2819555,-0.08179172,-2.627419,-0.1539415,0.2193583,-2.660814,0.01603304,0.002438092,-2.635489
-0.4841958,-0.2822371,-2.545605,-0.3202886,-0.0597044,-2.612483,-0.1528202,0.2272551,-2.66315,0.01298665,0.006891266,-2.639375
-0.4841958,-0.2822371,-2.545605,-0.3202886,-0.0597044,-2.612483,-0.1528202,0.2272551,-2.66315,0.01298665,0.006891266,-2.639375
-0.5476104,-0.2174863,-2.51245,-0.3478667,-0.03251839,-2.603221,-0.1484235,0.2252682,-2.661541,0.01616105,0.003600094,-2.641121
-0.5476104,-0.2174863,-2.51245,-0.3478667,-0.03251839,-2.603221,-0.1484235,0.2252682,-2.661541,0.01616105,0.003600094,-2.641121
-0.6025267,-0.1504161,-2.495925,-0.3790466,0.006670954,-2.592949,-0.1449559,0.1910648,-2.6395,0.02634939,-0.02615008,-2.634814
-0.6025267,-0.1504161,-2.495925,-0.3790466,0.006670954,-2.592949,-0.1449559,0.1910648,-2.6395,0.02634939,-0.02615008,-2.634814
-0.6596669,-0.07002036,-2.478541,-0.4122532,0.04319049,-2.580706,-0.1452589,0.2065646,-2.637256,0.02359797,-0.01275308,-2.638173
-0.6596669,-0.07002036,-2.478541,-0.4122532,0.04319049,-2.580706,-0.1452589,0.2065646,-2.637256,0.02359797,-0.01275308,-2.638173
-0.6596669,-0.07002036,-2.478541,-0.4122532,0.04319049,-2.580706,-0.1452589,0.2065646,-2.637256,0.02359797,-0.01275308,-2.638173
-0.699191,0.0263161,-2.456728,-0.4361944,0.09619864,-2.566473,-0.1447854,0.2224028,-2.648785,0.02036236,0.000520104,-2.639831
-0.699191,0.0263161,-2.456728,-0.4361944,0.09619864,-2.566473,-0.1447854,0.2224028,-2.648785,0.02036236,0.000520104,-2.639831
-0.699191,0.0263161,-2.456728,-0.4361944,0.09619864,-2.566473,-0.1447854,0.2224028,-2.648785,0.02036236,0.000520104,-2.639831
-0.699191,0.0263161,-2.456728,-0.4361944,0.09619864,-2.566473,-0.1447854,0.2224028,-2.648785,0.02036236,0.000520104,-2.639831
-0.7279168,0.1191487,-2.423209,-0.4564033,0.1432572,-2.546714,-0.1456703,0.2191059,-2.644469,0.01924733,-0.003128069,-2.639495
-0.7279168,0.1191487,-2.423209,-0.4564033,0.1432572,-2.546714,-0.1456703,0.2191059,-2.644469,0.01924733,-0.003128069,-2.639495
-0.733791,0.2026164,-2.408012,-0.4573325,0.2007169,-2.532958,-0.1420878,0.183172,-2.628848,0.02840317,-0.03442784,-2.639118
-0.733791,0.2026164,-2.408012,-0.4573325,0.2007169,-2.532958,-0.1420878,0.183172,-2.628848,0.02840317,-0.03442784,-2.639118
-0.7190986,0.2958898,-2.39203,-0.4456721,0.2544726,-2.522674,-0.1399637,0.2123388,-2.639814,0.02727242,-0.007839212,-2.639881
-0.7190986,0.2958898,-2.39203,-0.4456721,0.2544726,-2.522674,-0.1399637,0.2123388,-2.639814,0.02727242,-0.007839212,-2.639881
-0.7190986,0.2958898,-2.39203,-0.4456721,0.2544726,-2.522674,-0.1399637,0.2123388,-2.639814,0.02422519,0.01395984,-2.639136
-0.7190986,0.2958898,-2.39203,-0.4456721,0.2544726,-2.522674,-0.1399637,0.2123388,-2.639814,0.02422519,0.01395984,-2.639136
-0.7046261,0.3910619,-2.37568,-0.439198,0.2999239,-2.510625,-0.1420096,0.2346319,-2.65201,0.02422519,0.01395984,-2.639136
-0.7046261,0.3910619,-2.37568,-0.439198,0.2999239,-2.510625,-0.1420096,0.2346319,-2.65201,0.02422519,0.01395984,-2.639136
-0.6713384,0.4782434,-2.359141,-0.4260207,0.3462068,-2.502611,-0.1459689,0.2045864,-2.633376,0.03192716,-0.006439172,-2.640755
-0.6713384,0.4782434,-2.359141,-0.4260207,0.3462068,-2.502611,-0.1459689,0.2045864,-2.633376,0.03192716,-0.006439172,-2.640755
-0.6131782,0.5456855,-2.343379,-0.4051517,0.3712052,-2.50047,-0.1455071,0.2166105,-2.629825,0.02350954,-0.00200118,-2.639019
-0.6131782,0.5456855,-2.343379,-0.4051517,0.3712052,-2.50047,-0.1455071,0.2166105,-2.629825,0.02350954,-0.00200118,-2.639019
-0.5458889,0.5991916,-2.320239,-0.3783799,0.4006434,-2.494414,-0.1463192,0.221487,-2.629255,0.01979782,0.0004054144,-2.640422
-0.5458889,0.5991916,-2.320239,-0.3783799,0.4006434,-2.494414,-0.1463192,0.221487,-2.629255,0.01979782,0.0004054144,-2.640422
-0.477501,0.6481227,-2.310974,-0.3562735,0.4178618,-2.48196,-0.1497612,0.2207528,-2.630673,0.01659729,-0.000208068,-2.642604
-0.477501,0.6481227,-2.310974,-0.3562735,0.4178618,-2.48196,-0.1497612,0.2207528,-2.630673,0.01659729,-0.000208068,-2.642604
-0.477501,0.6481227,-2.310974,-0.3562735,0.4178618,-2.48196,-0.1497612,0.2207528,-2.630673,0.01659729,-0.000208068,-2.642604
-0.477501,0.6481227,-2.310974,-0.3562735,0.4178618,-2.48196,-0.1497612,0.2207528,-2.630673,0.01659729,-0.000208068,-2.642604
-0.3883691,0.6610402,-2.305828,-0.3248188,0.4217692,-2.488287,-0.1510287,0.2259935,-2.635196,0.01344457,0.003409281,-2.641289
-0.3883691,0.6610402,-2.305828,-0.3248188,0.4217692,-2.488287,-0.1510287,0.2259935,-2.635196,0.01344457,0.003409281,-2.641289
-0.2984625,0.671632,-2.299833,-0.3028606,0.4293395,-2.486236,-0.1555804,0.2327443,-2.636342,0.01013828,0.01118805,-2.645533
-0.2984625,0.671632,-2.299833,-0.3028606,0.4293395,-2.486236,-0.1555804,0.2327443,-2.636342,0.01013828,0.01118805,-2.645533
-0.2190731,0.686213,-2.299318,-0.2790421,0.4441748,-2.477151,-0.1605013,0.22801,-2.632092,0.00701068,0.008028486,-2.645643
-0.2190731,0.686213,-2.299318,-0.2790421,0.4441748,-2.477151,-0.1605013,0.22801,-2.632092,0.00701068,0.008028486,-2.645643
-0.2190731,0.686213,-2.299318,-0.2790421,0.4441748,-2.477151,-0.1605013,0.22801,-2.632092,0.00701068,0.008028486,-2.645643
-0.2190731,0.686213,-2.299318,-0.2790421,0.4441748,-2.477151,-0.1605013,0.22801,-2.632092,0.00701068,0.008028486,-2.645643
-0.148166,0.6926317,-2.313303,-0.254157,0.4517414,-2.470878,-0.1585831,0.2240263,-2.630994,0.006678629,0.00226452,-2.643245
-0.148166,0.6926317,-2.313303,-0.254157,0.4517414,-2.470878,-0.1585831,0.2240263,-2.630994,0.006678629,0.00226452,-2.643245
-0.07577893,0.6873288,-2.334998,-0.2358221,0.463369,-2.465217,-0.1567162,0.2235462,-2.633589,0.009560954,0.002434677,-2.644125
-0.07577893,0.6873288,-2.334998,-0.2358221,0.463369,-2.465217,-0.1567162,0.2235462,-2.633589,0.009560954,0.002434677,-2.644125
-0.01175066,0.6743369,-2.371951,-0.2171366,0.4718691,-2.461361,-0.1571888,0.2157236,-2.628337,0.01003334,-0.004302791,-2.644614
-0.01175066,0.6743369,-2.371951,-0.2171366,0.4718691,-2.461361,-0.1571888,0.2157236,-2.628337,0.01003334,-0.004302791,-2.644614
0.03887993,0.6522947,-2.409312,-0.1982539,0.4756707,-2.468001,-0.1576949,0.2117268,-2.626307,0.01042875,-0.007464939,-2.64472
0.03887993,0.6522947,-2.409312,-0.1982539,0.4756707,-2.468001,-0.1576949,0.2117268,-2.626307,0.01042875,-0.007464939,-2.64472
0.03887993,0.6522947,-2.409312,-0.1982539,0.4756707,-2.468001,-0.1576949,0.2117268,-2.626307,0.01042875,-0.007464939,-2.64472
0.03887993,0.6522947,-2.409312,-0.1982539,0.4756707,-2.468001,-0.1576949,0.2117268,-2.626307,0.01042875,-0.007464939,-2.64472
0.03887993,0.6522947,-2.409312,-0.1982539,0.4756707,-2.468001,-0.1576949,0.2117268,-2.626307,0.01042875,-0.007464939,-2.64472
0.08455665,0.6232103,-2.439186,-0.1735789,0.4745789,-2.47028,-0.1535165,0.216354,-2.627357,0.01267036,-0.004358848,-2.644896
0.08455665,0.6232103,-2.439186,-0.1735789,0.4745789,-2.47028,-0.1535165,0.216354,-2.627357,0.01267036,-0.004358848,-2.644896
0.1040754,0.5932056,-2.459253,-0.168286,0.4748288,-2.476499,-0.154102,0.2250074,-2.629833,0.01234671,0.004330423,-2.645015
0.1040754,0.5932056,-2.459253,-0.168286,0.4748288,-2.476499,-0.154102,0.2250074,-2.629833,0.01234671,0.004330423,-2.645015
0.1236877,0.5649404,-2.470451,-0.1580582,0.4749546,-2.480528,-0.1515018,0.2201651,-2.626076,0.01363479,-0.001341952,-2.643576
0.1236877,0.5649404,-2.470451,-0.1580582,0.4749546,-2.480528,-0.1515018,0.2201651,-2.626076,0.01363479,-0.001341952,-2.643576
0.135125,0.5361386,-2.491819,-0.1535206,0.4756914,-2.483762,-0.1479466,0.2151616,-2.621884,0.01706328,-0.005786744,-2.646115
0.135125,0.5361386,-2.491819,-0.1535206,0.4756914,-2.483762,-0.1479466,0.2151616,-2.621884,0.01706328,-0.005786744,-2.646115
0.135125,0.5361386,-2.491819,-0.1535206,0.4756914,-2.483762,-0.1479466,0.2151616,-2.621884,0.01706328,-0.005786744,-2.646115
0.135125,0.5361386,-2.491819,-0.1535206,0.4756914,-2.483762,-0.1479466,0.2151616,-2.621884,0.01706328,-0.005786744,-2.646115
0.1484929,0.5141642,-2.502034,-0.1432342,0.4758904,-2.479963,-0.1467616,0.2134828,-2.621864,0.01856117,-0.007238009,-2.64637
0.1484929,0.5141642,-2.502034,-0.1432342,0.4758904,-2.479963,-0.1467616,0.2134828,-2.621864,0.01856117,-0.007238009,-2.64637
0.149065,0.5039881,-2.511842,-0.1434926,0.4759811,-2.480587,-0.1403304,0.2114563,-2.616872,0.01583102,-0.01596977,-2.638956
0.149065,0.5039881,-2.511842,-0.1434926,0.4759811,-2.480587,-0.1403304,0.2114563,-2.616872,0.01583102,-0.01596977,-2.638956
0.1519356,0.5047742,-2.513639,-0.1396448,0.4731553,-2.477367,-0.1435665,0.2056686,-2.620308,0.01448157,-0.02064375,-2.641241
0.1519356,0.5047742,-2.513639,-0.1396448,0.4731553,-2.477367,-0.1435665,0.2056686,-2.620308,0.01448157,-0.02064375,-2.641241
0.1490082,0.5009114,-2.519456,-0.1404736,0.4694154,-2.479822,-0.1486821,0.201091,-2.620527,0.01346618,-0.0221256,-2.642898
0.1490082,0.5009114,-2.519456,-0.1404736,0.4694154,-2.479822,-0.1486821,0.201091,-2.620527,0.01346618,-0.0221256,-2.642898
0.1483388,0.499334,-2.510353,-0.1401064,0.4654557,-2.479282,-0.14555,0.2089561,-2.628573,0.01544413,-0.01573765,-2.641219
0.1483388,0.499334,-2.510353,-0.1401064,0.4654557,-2.479282,-0.14555,0.2089561,-2.628573,0.01544413,-0.01573765,-2.641219
0.1483388,0.499334,-2.510353,-0.1401064,0.4654557,-2.479282,-0.14555,0.2089561,-2.628573,0.01544413,-0.01573765,-2.641219
0.1483388,0.499334,-2.510353,-0.1401064,0.4654557,-2.479282,-0.14555,0.2089561,-2.628573,0.01544413,-0.01573765,-2.641219
0.1528176,0.5033976,-2.503396,-0.1336354,0.4685318,-2.473385,-0.1471285,0.2092589,-2.623496,0.01675358,-0.01231338,-2.647682
0.1528176,0.5033976,-2.503396,-0.1336354,0.4685318,-2.473385,-0.1471285,0.2092589,-2.623496,0.01675358,-0.01231338,-2.647682
0.1500917,0.5093619,-2.497242,-0.1350759,0.4745377,-2.472932,-0.1451003,0.2114365,-2.631144,0.01838147,-0.01137045,-2.642829
0.1500917,0.5093619,-2.497242,-0.1350759,0.4745377,-2.472932,-0.1451003,0.2114365,-2.631144,0.01838147,-0.01137045,-2.642829
0.1500917,0.5093619,-2.497242,-0.1350759,0.4745377,-2.472932,-0.1451003,0.2114365,-2.631144,0.01838147,-0.01137045,-2.642829
0.1361658,0.5144448,-2.484774,-0.147228,0.477296,-2.47928,-0.1179449,0.1952486,-2.607275,0.03975687,-0.02658873,-2.653363
