Hand_L, , ,Elbow_L, , ,Shoulder_L, , ,Body, , 
-0.161909,-0.3760447,-2.598202,-0.2043583,-0.08345486,-2.677787,-0.1675992,0.2112055,-2.65616,0.003572981,-0.0057302,-2.639862
-0.1827781,-0.3741563,-2.601317,-0.2048645,-0.07884496,-2.678992,-0.1649058,0.2232509,-2.661869,0.005142976,0.006082557,-2.638592
-0.1827781,-0.3741563,-2.601317,-0.2048645,-0.07884496,-2.678992,-0.1649058,0.2232509,-2.661869,0.005142976,0.006082557,-2.638592
-0.1963365,-0.3625499,-2.602173,-0.2053168,-0.06718881,-2.682805,-0.164022,0.2155889,-2.648643,0.00911686,-7.065054E-05,-2.639908
-0.1963365,-0.3625499,-2.602173,-0.2053168,-0.06718881,-2.682805,-0.164022,0.2155889,-2.648643,0.00911686,-7.065054E-05,-2.639908
-0.2153039,-0.3724711,-2.602951,-0.209596,-0.07681108,-2.682801,-0.1636055,0.2080437,-2.642261,0.01014971,-0.00739803,-2.637351
-0.2153039,-0.3724711,-2.602951,-0.209596,-0.07681108,-2.682801,-0.1636055,0.2080437,-2.642261,0.01014971,-0.00739803,-2.637351
-0.2282708,-0.3928951,-2.625138,-0.2170418,-0.09130243,-2.675207,-0.1649133,0.207448,-2.642095,0.008800077,-0.008058407,-2.636642
-0.2282708,-0.3928951,-2.625138,-0.2170418,-0.09130243,-2.675207,-0.1649133,0.207448,-2.642095,0.008800077,-0.008058407,-2.636642
-0.2282708,-0.3928951,-2.625138,-0.2170418,-0.09130243,-2.675207,-0.1649133,0.207448,-2.642095,0.008800077,-0.008058407,-2.636642
-0.2282708,-0.3928951,-2.625138,-0.2170418,-0.09130243,-2.675207,-0.1649133,0.207448,-2.642095,0.008800077,-0.008058407,-2.636642
-0.2581466,-0.3884329,-2.603501,-0.2165025,-0.09498387,-2.67276,-0.1641203,0.2124529,-2.654194,0.008858114,-0.00280168,-2.635913
-0.2581466,-0.3884329,-2.603501,-0.2165025,-0.09498387,-2.67276,-0.1641203,0.2124529,-2.654194,0.008858114,-0.00280168,-2.635913
-0.2939448,-0.3782817,-2.591376,-0.2246107,-0.09367032,-2.667223,-0.1632982,0.2063569,-2.642212,0.009159856,-0.009948,-2.638494
-0.2939448,-0.3782817,-2.591376,-0.2246107,-0.09367032,-2.667223,-0.1632982,0.2063569,-2.642212,0.009159856,-0.009948,-2.638494
-0.3389537,-0.3527763,-2.580153,-0.2385195,-0.08115206,-2.66058,-0.1633692,0.2161406,-2.655629,0.008095573,-0.0001744513,-2.637137
-0.3389537,-0.3527763,-2.580153,-0.2385195,-0.08115206,-2.66058,-0.1633692,0.2161406,-2.655629,0.008095573,-0.0001744513,-2.637137
-0.392714,-0.3265628,-2.549835,-0.2625367,-0.06940257,-2.632473,-0.1698825,0.1833293,-2.633521,0.0008833794,-0.03432603,-2.628902
