Hand_L, , ,Elbow_L, , ,Shoulder_L, , ,Body, , 
-0.1600285,-0.4241009,-2.589078,-0.2015543,-0.128915,-2.668616,-0.168105,0.1584031,-2.618892,0.002019758,-0.05971127,-2.627308
-0.1671211,-0.4264604,-2.587379,-0.203453,-0.1309048,-2.668516,-0.1656079,0.2104425,-2.650206,0.001417937,-0.008610147,-2.629229
-0.1671211,-0.4264604,-2.587379,-0.203453,-0.1309048,-2.668516,-0.1656079,0.2104425,-2.650206,0.001417937,-0.008610147,-2.629229
-0.2027382,-0.3849902,-2.599712,-0.2113269,-0.08622249,-2.674718,-0.1566168,0.2017496,-2.629953,-0.00141089,-0.02680201,-2.619226
-0.2027382,-0.3849902,-2.599712,-0.2113269,-0.08622249,-2.674718,-0.1566168,0.2017496,-2.629953,-0.00141089,-0.02680201,-2.619226
-0.2450459,-0.3895633,-2.609976,-0.2162438,-0.09126779,-2.671565,-0.155407,0.2526818,-2.653543,0.0002901668,0.02525692,-2.629813
-0.2450459,-0.3895633,-2.609976,-0.2162438,-0.09126779,-2.671565,-0.155407,0.2526818,-2.653543,0.0002901668,0.02525692,-2.629813
-0.2967198,-0.3818776,-2.61088,-0.2203765,-0.0849077,-2.669597,-0.1592474,0.2233502,-2.641884,0.00423256,0.0005797318,-2.631214
-0.2967198,-0.3818776,-2.61088,-0.2203765,-0.0849077,-2.669597,-0.1592474,0.2233502,-2.641884,0.00423256,0.0005797318,-2.631214
-0.3563133,-0.3566376,-2.599578,-0.2385992,-0.07984056,-2.66843,-0.1614182,0.2175574,-2.654808,0.004574689,-0.002462317,-2.630765
-0.3563133,-0.3566376,-2.599578,-0.2385992,-0.07984056,-2.66843,-0.1614182,0.2175574,-2.654808,0.004574689,-0.002462317,-2.630765
-0.3563133,-0.3566376,-2.599578,-0.2385992,-0.07984056,-2.66843,-0.1614182,0.2175574,-2.654808,0.004574689,-0.002462317,-2.630765
-0.3563133,-0.3566376,-2.599578,-0.2385992,-0.07984056,-2.66843,-0.1614182,0.2175574,-2.654808,0.004574689,-0.002462317,-2.630765
-0.4723862,-0.2878085,-2.556724,-0.2944288,-0.05368267,-2.635473,-0.1333393,0.1912312,-2.62473,0.01239258,-0.0432155,-2.618817
-0.4723862,-0.2878085,-2.556724,-0.2944288,-0.05368267,-2.635473,-0.1333393,0.1912312,-2.62473,0.01239258,-0.0432155,-2.618817
-0.5541987,-0.2107964,-2.529966,-0.3392877,-0.01373648,-2.610184,-0.1450568,0.2065014,-2.641363,0.01230018,-0.02046181,-2.629742
-0.5541987,-0.2107964,-2.529966,-0.3392877,-0.01373648,-2.610184,-0.1450568,0.2065014,-2.641363,0.01230018,-0.02046181,-2.629742
-0.5541987,-0.2107964,-2.529966,-0.3392877,-0.01373648,-2.610184,-0.1450568,0.2065014,-2.641363,0.01230018,-0.02046181,-2.629742
-0.6127392,-0.1311316,-2.505529,-0.3733797,0.02306388,-2.596682,-0.1507709,0.2082702,-2.642153,0.01220435,-0.01524196,-2.636796
-0.6127392,-0.1311316,-2.505529,-0.3733797,0.02306388,-2.596682,-0.1507709,0.2082702,-2.642153,0.01220435,-0.01524196,-2.636796
-0.6663262,-0.03984425,-2.459559,-0.410659,0.0648692,-2.579658,-0.1528169,0.2200311,-2.653013,0.01485981,0.0003927677,-2.638522
