Hand_R, , ,Elbow_R, , ,Shoulder_R, , ,Body, , 
-0.08948825,0.4575754,-1.792708,0.02366362,0.2424018,-1.928318,-0.0292298,0.1560551,-2.216519,-0.1964857,-0.05960931,-2.267795
-0.08948825,0.4575754,-1.792708,0.02366362,0.2424018,-1.928318,-0.0292298,0.1560551,-2.216519,-0.1964857,-0.05960931,-2.267795
-0.08948825,0.4575754,-1.792708,0.02366362,0.2424018,-1.928318,-0.0292298,0.1560551,-2.216519,-0.1964857,-0.05960931,-2.267795
-0.0879806,0.4579436,-1.790138,0.02385921,0.242041,-1.92805,-0.02750131,0.1670957,-2.212364,-0.192882,-0.04878453,-2.268595
-0.0879806,0.4579436,-1.790138,0.02385921,0.242041,-1.92805,-0.02750131,0.1670957,-2.212364,-0.192882,-0.04878453,-2.268595
-0.0879806,0.4579436,-1.790138,0.02385921,0.242041,-1.92805,-0.02750131,0.1670957,-2.212364,-0.192882,-0.04878453,-2.268595
-0.0879806,0.4579436,-1.790138,0.02385921,0.242041,-1.92805,-0.02750131,0.1670957,-2.212364,-0.192882,-0.04878453,-2.268595
-0.08788957,0.4575489,-1.790866,0.0211498,0.2420014,-1.929442,-0.02624708,0.1784469,-2.216708,-0.1927669,-0.03733112,-2.269923
-0.08788957,0.4575489,-1.790866,0.0211498,0.2420014,-1.929442,-0.02624708,0.1784469,-2.216708,-0.1927669,-0.03733112,-2.269923
-0.09410609,0.4576438,-1.790174,0.01958757,0.2426906,-1.927074,-0.02637628,0.1823797,-2.220116,-0.1945492,-0.03258575,-2.271418
-0.09410609,0.4576438,-1.790174,0.01958757,0.2426906,-1.927074,-0.02637628,0.1823797,-2.220116,-0.1945492,-0.03258575,-2.271418
-0.1021346,0.4596017,-1.786867,0.01420086,0.2464616,-1.921333,-0.02312571,0.1938524,-2.227687,-0.191821,-0.02225339,-2.271863
-0.1021346,0.4596017,-1.786867,0.01420086,0.2464616,-1.921333,-0.02312571,0.1938524,-2.227687,-0.191821,-0.02225339,-2.271863
-0.1102454,0.4571568,-1.788401,0.004021113,0.2427024,-1.923754,-0.02846201,0.2037327,-2.231358,-0.1909672,-0.01769186,-2.271989
-0.1102454,0.4571568,-1.788401,0.004021113,0.2427024,-1.923754,-0.02846201,0.2037327,-2.231358,-0.1909672,-0.01769186,-2.271989
-0.1276467,0.4549968,-1.787076,-0.01109206,0.2421196,-1.923264,-0.03204443,0.2034792,-2.231315,-0.1920998,-0.01959454,-2.272975
-0.1276467,0.4549968,-1.787076,-0.01109206,0.2421196,-1.923264,-0.03204443,0.2034792,-2.231315,-0.1920998,-0.01959454,-2.272975
-0.1540956,0.4435394,-1.788821,-0.02069289,0.2385734,-1.920984,-0.03348087,0.2025657,-2.23131,-0.1925325,-0.02125523,-2.272929
-0.1540956,0.4435394,-1.788821,-0.02069289,0.2385734,-1.920984,-0.03348087,0.2025657,-2.23131,-0.1925325,-0.02125523,-2.272929
-0.1540956,0.4435394,-1.788821,-0.02069289,0.2385734,-1.920984,-0.03348087,0.2025657,-2.23131,-0.1925325,-0.02125523,-2.272929
-0.1540956,0.4435394,-1.788821,-0.02069289,0.2385734,-1.920984,-0.03348087,0.2025657,-2.23131,-0.1925325,-0.02125523,-2.272929
-0.18576,0.4267306,-1.797061,-0.03880227,0.228204,-1.924475,-0.03806899,0.2065093,-2.22925,-0.1888948,-0.02230005,-2.273793
-0.18576,0.4267306,-1.797061,-0.03880227,0.228204,-1.924475,-0.03806899,0.2065093,-2.22925,-0.1888948,-0.02230005,-2.273793
-0.2313199,0.4016845,-1.815914,-0.05699343,0.2150552,-1.931974,-0.03717228,0.2038886,-2.227352,-0.1883309,-0.02457248,-2.272892
-0.2313199,0.4016845,-1.815914,-0.05699343,0.2150552,-1.931974,-0.03717228,0.2038886,-2.227352,-0.1883309,-0.02457248,-2.272892
-0.2709371,0.3591711,-1.831979,-0.07228964,0.1956255,-1.941356,-0.03572064,0.1819368,-2.222547,-0.1859696,-0.04691022,-2.269197
-0.2709371,0.3591711,-1.831979,-0.07228964,0.1956255,-1.941356,-0.03572064,0.1819368,-2.222547,-0.1859696,-0.04691022,-2.269197
-0.3134545,0.3029038,-1.851177,-0.08804259,0.1720654,-1.949117,-0.03429334,0.1663424,-2.226771,-0.1852895,-0.06271009,-2.269458
-0.3134545,0.3029038,-1.851177,-0.08804259,0.1720654,-1.949117,-0.03429334,0.1663424,-2.226771,-0.1852895,-0.06271009,-2.269458
-0.3452739,0.2330904,-1.877895,-0.09478413,0.145997,-1.960537,-0.03137477,0.1720808,-2.233752,-0.1820582,-0.05817873,-2.270688
-0.3452739,0.2330904,-1.877895,-0.09478413,0.145997,-1.960537,-0.03137477,0.1720808,-2.233752,-0.1820582,-0.05817873,-2.270688
-0.3452739,0.2330904,-1.877895,-0.09478413,0.145997,-1.960537,-0.03137477,0.1720808,-2.233752,-0.1820582,-0.05817873,-2.270688
-0.3452739,0.2330904,-1.877895,-0.09478413,0.145997,-1.960537,-0.03137477,0.1720808,-2.233752,-0.1820582,-0.05817873,-2.270688
-0.3642021,0.1496499,-1.907861,-0.09864576,0.110746,-1.977384,-0.02943877,0.174613,-2.238123,-0.1818838,-0.05531646,-2.26962
-0.3642021,0.1496499,-1.907861,-0.09864576,0.110746,-1.977384,-0.02943877,0.174613,-2.238123,-0.1818838,-0.05531646,-2.26962
-0.3714497,0.07400871,-1.941228,-0.09830171,0.08037743,-1.993765,-0.0319167,0.177026,-2.237014,-0.1830269,-0.05342365,-2.271178
-0.3714497,0.07400871,-1.941228,-0.09830171,0.08037743,-1.993765,-0.0319167,0.177026,-2.237014,-0.1830269,-0.05342365,-2.271178
-0.3591706,-0.003620018,-1.964723,-0.08966105,0.04753427,-2.012404,-0.006276834,0.2004511,-2.245018,-0.1891819,-0.005983781,-2.253597
-0.3591706,-0.003620018,-1.964723,-0.08966105,0.04753427,-2.012404,-0.006276834,0.2004511,-2.245018,-0.1891819,-0.005983781,-2.253597
-0.3591706,-0.003620018,-1.964723,-0.08966105,0.04753427,-2.012404,-0.006276834,0.2004511,-2.245018,-0.1891819,-0.005983781,-2.253597
-0.3338191,-0.08062392,-1.99592,-0.07763623,0.02235701,-2.032344,0.003668451,0.1982699,-2.235956,-0.1783872,-0.009828759,-2.255342
-0.3338191,-0.08062392,-1.99592,-0.07763623,0.02235701,-2.032344,0.003668451,0.1982699,-2.235956,-0.1783872,-0.009828759,-2.255342
-0.308214,-0.1322642,-2.000161,-0.06066314,-0.003933686,-2.050951,0.009226574,0.1962232,-2.229924,-0.165964,-0.01816742,-2.249137
-0.308214,-0.1322642,-2.000161,-0.06066314,-0.003933686,-2.050951,0.009226574,0.1962232,-2.229924,-0.165964,-0.01816742,-2.249137
-0.246025,-0.1983941,-2.011764,-0.03827746,-0.01837467,-2.076341,0.02497243,0.2124666,-2.26433,-0.1526934,0.0003017011,-2.251494
-0.246025,-0.1983941,-2.011764,-0.03827746,-0.01837467,-2.076341,0.02497243,0.2124666,-2.26433,-0.1526934,0.0003017011,-2.251494
-0.1573846,-0.2294873,-2.026278,-0.008786425,-0.005040563,-2.108539,0.02582184,0.2072549,-2.267014,-0.1469656,-0.008997012,-2.247525
-0.1573846,-0.2294873,-2.026278,-0.008786425,-0.005040563,-2.108539,0.02582184,0.2072549,-2.267014,-0.1469656,-0.008997012,-2.247525
-0.1573846,-0.2294873,-2.026278,-0.008786425,-0.005040563,-2.108539,0.02582184,0.2072549,-2.267014,-0.1469656,-0.008997012,-2.247525
-0.1573846,-0.2294873,-2.026278,-0.008786425,-0.005040563,-2.108539,0.02582184,0.2072549,-2.267014,-0.1469656,-0.008997012,-2.247525
-0.08768233,-0.2687756,-2.040333,0.01722534,-0.01967542,-2.125935,0.02477167,0.194662,-2.263042,-0.1457686,-0.02415198,-2.254418
-0.08768233,-0.2687756,-2.040333,0.01722534,-0.01967542,-2.125935,0.02477167,0.194662,-2.263042,-0.1457686,-0.02415198,-2.254418
-0.08768233,-0.2687756,-2.040333,0.01722534,-0.01967542,-2.125935,0.02477167,0.194662,-2.263042,-0.1457686,-0.02415198,-2.254418
