Hand_R, , ,Elbow_R, , ,Shoulder_R, , ,Body, , 
-0.1080975,0.4962811,-1.86865,0.01101102,0.2498894,-1.932115,0.02088911,0.2131751,-2.249738,-0.1627661,0.005634103,-2.267307
-0.1080975,0.4962811,-1.86865,0.01101102,0.2498894,-1.932115,0.02088911,0.2131751,-2.249738,-0.1627661,0.005634103,-2.267307
-0.1271224,0.4862123,-1.870181,0.0008619701,0.2442541,-1.931276,0.02061323,0.2098481,-2.250076,-0.1639695,0.002909995,-2.265095
-0.1271224,0.4862123,-1.870181,0.0008619701,0.2442541,-1.931276,0.02061323,0.2098481,-2.250076,-0.1639695,0.002909995,-2.265095
-0.1271224,0.4862123,-1.870181,0.0008619701,0.2442541,-1.931276,0.02061323,0.2098481,-2.250076,-0.1639695,0.002909995,-2.265095
-0.1271224,0.4862123,-1.870181,0.0008619701,0.2442541,-1.931276,0.02061323,0.2098481,-2.250076,-0.1639695,0.002909995,-2.265095
-0.1271224,0.4862123,-1.870181,0.0008619701,0.2442541,-1.931276,0.02061323,0.2098481,-2.250076,-0.1639695,0.002909995,-2.265095
-0.1521461,0.4703604,-1.86795,-0.009167679,0.2396828,-1.936688,0.02055802,0.2066195,-2.250295,-0.165922,0.001498182,-2.266802
-0.1521461,0.4703604,-1.86795,-0.009167679,0.2396828,-1.936688,0.02055802,0.2066195,-2.250295,-0.165922,0.001498182,-2.266802
-0.2149842,0.427892,-1.88238,-0.03893911,0.2193327,-1.944095,0.02342083,0.2034972,-2.243043,-0.1605562,-0.00301936,-2.267622
-0.2149842,0.427892,-1.88238,-0.03893911,0.2193327,-1.944095,0.02342083,0.2034972,-2.243043,-0.1605562,-0.00301936,-2.267622
-0.2149842,0.427892,-1.88238,-0.03893911,0.2193327,-1.944095,0.02342083,0.2034972,-2.243043,-0.1605562,-0.00301936,-2.267622
-0.2149842,0.427892,-1.88238,-0.03893911,0.2193327,-1.944095,0.02342083,0.2034972,-2.243043,-0.1605562,-0.00301936,-2.267622
-0.2585984,0.3821463,-1.894334,-0.05738195,0.1952888,-1.949874,0.02447725,0.1953705,-2.242613,-0.159669,-0.0110926,-2.266776
-0.2585984,0.3821463,-1.894334,-0.05738195,0.1952888,-1.949874,0.02447725,0.1953705,-2.242613,-0.159669,-0.0110926,-2.266776
-0.2995701,0.3280419,-1.900345,-0.0738048,0.1683564,-1.95434,0.02610018,0.2019763,-2.239662,-0.163579,0.0002308997,-2.260196
-0.2995701,0.3280419,-1.900345,-0.0738048,0.1683564,-1.95434,0.02610018,0.2019763,-2.239662,-0.163579,0.0002308997,-2.260196
-0.3249421,0.2631157,-1.91223,-0.07652432,0.1398629,-1.962704,0.02342244,0.2031722,-2.224521,-0.1648912,0.002123696,-2.258152
-0.3249421,0.2631157,-1.91223,-0.07652432,0.1398629,-1.962704,0.02342244,0.2031722,-2.224521,-0.1648912,0.002123696,-2.258152
-0.3432459,0.1725206,-1.929037,-0.07552399,0.1103095,-1.978675,0.02107297,0.2086012,-2.226516,-0.1664931,0.006540558,-2.259474
-0.3432459,0.1725206,-1.929037,-0.07552399,0.1103095,-1.978675,0.02107297,0.2086012,-2.226516,-0.1664931,0.006540558,-2.259474
-0.3520108,0.09933637,-1.941349,-0.07582998,0.08040408,-1.992744,0.02127967,0.2099074,-2.228751,-0.1665688,0.007724474,-2.259648
-0.3520108,0.09933637,-1.941349,-0.07582998,0.08040408,-1.992744,0.02127967,0.2099074,-2.228751,-0.1665688,0.007724474,-2.259648
-0.3492575,0.02752308,-1.955441,-0.07312971,0.05183491,-2.0039,0.02354236,0.2079548,-2.231681,-0.1648175,0.00578379,-2.259455
-0.3492575,0.02752308,-1.955441,-0.07312971,0.05183491,-2.0039,0.02354236,0.2079548,-2.231681,-0.1648175,0.00578379,-2.259455
