Hand_R, , ,Elbow_R, , ,Shoulder_R, , ,Body, , 
-0.1001151,0.4472258,-1.776484,0.02325691,0.2411617,-1.926495,0.009836353,0.1689878,-2.239663,-0.1584521,-0.05027588,-2.266397
-0.1001151,0.4472258,-1.776484,0.02325691,0.2411617,-1.926495,0.009836353,0.1689878,-2.239663,-0.1584521,-0.05027588,-2.266397
-0.1001151,0.4472258,-1.776484,0.02325691,0.2411617,-1.926495,0.009836353,0.1689878,-2.239663,-0.1584521,-0.05027588,-2.266397
-0.1001151,0.4472258,-1.776484,0.02325691,0.2411617,-1.926495,0.009836353,0.1689878,-2.239663,-0.1584521,-0.05027588,-2.266397
-0.09769376,0.4529153,-1.778323,0.02024389,0.2417976,-1.924015,0.01049608,0.1690476,-2.240164,-0.1596824,-0.04906097,-2.264353
-0.09769376,0.4529153,-1.778323,0.02024389,0.2417976,-1.924015,0.01049608,0.1690476,-2.240164,-0.1596824,-0.04906097,-2.264353
-0.1046717,0.4555488,-1.777082,0.01434753,0.2447711,-1.919702,0.01042747,0.1594133,-2.238959,-0.1610014,-0.05767769,-2.263552
-0.1046717,0.4555488,-1.777082,0.01434753,0.2447711,-1.919702,0.01042747,0.1594133,-2.238959,-0.1610014,-0.05767769,-2.263552
-0.1110818,0.4557304,-1.782401,0.007592934,0.2442959,-1.921912,0.01115399,0.1483657,-2.234936,-0.1601058,-0.06825292,-2.264243
-0.1110818,0.4557304,-1.782401,0.007592934,0.2442959,-1.921912,0.01115399,0.1483657,-2.234936,-0.1601058,-0.06825292,-2.264243
-0.1110818,0.4557304,-1.782401,0.007592934,0.2442959,-1.921912,0.01115399,0.1483657,-2.234936,-0.1601058,-0.06825292,-2.264243
-0.1110818,0.4557304,-1.782401,0.007592934,0.2442959,-1.921912,0.01115399,0.1483657,-2.234936,-0.1601058,-0.06825292,-2.264243
-0.1268904,0.4545481,-1.788805,-0.0007709223,0.243363,-1.922737,0.01039642,0.1432391,-2.233926,-0.1597514,-0.07391249,-2.265717
-0.1268904,0.4545481,-1.788805,-0.0007709223,0.243363,-1.922737,0.01039642,0.1432391,-2.233926,-0.1597514,-0.07391249,-2.265717
-0.1268904,0.4545481,-1.788805,-0.0007709223,0.243363,-1.922737,0.01039642,0.1432391,-2.233926,-0.1597514,-0.07391249,-2.265717
-0.1268904,0.4545481,-1.788805,-0.0007709223,0.243363,-1.922737,0.01039642,0.1432391,-2.233926,-0.1597514,-0.07391249,-2.265717
-0.1435837,0.452116,-1.790258,-0.01311424,0.2416488,-1.922946,0.01024069,0.1464247,-2.235155,-0.1621791,-0.06888493,-2.26732
-0.1435837,0.452116,-1.790258,-0.01311424,0.2416488,-1.922946,0.01024069,0.1464247,-2.235155,-0.1621791,-0.06888493,-2.26732
-0.1435837,0.452116,-1.790258,-0.01311424,0.2416488,-1.922946,0.01024069,0.1464247,-2.235155,-0.1621791,-0.06888493,-2.26732
-0.193174,0.432489,-1.801814,-0.03804597,0.2312628,-1.922989,0.01102665,0.155762,-2.236898,-0.1622978,-0.05875848,-2.269516
-0.193174,0.432489,-1.801814,-0.03804597,0.2312628,-1.922989,0.01102665,0.155762,-2.236898,-0.1622978,-0.05875848,-2.269516
-0.2366516,0.4025143,-1.815977,-0.05488559,0.2202246,-1.932179,0.01186771,0.1644605,-2.239269,-0.161407,-0.05084693,-2.26628
-0.2366516,0.4025143,-1.815977,-0.05488559,0.2202246,-1.932179,0.01186771,0.1644605,-2.239269,-0.161407,-0.05084693,-2.26628
-0.2711299,0.3582546,-1.828233,-0.06740287,0.2000159,-1.938633,0.01127919,0.1577725,-2.239029,-0.1625962,-0.05693467,-2.26702
-0.2711299,0.3582546,-1.828233,-0.06740287,0.2000159,-1.938633,0.01127919,0.1577725,-2.239029,-0.1625962,-0.05693467,-2.26702
-0.2711299,0.3582546,-1.828233,-0.06740287,0.2000159,-1.938633,0.01127919,0.1577725,-2.239029,-0.1625962,-0.05693467,-2.26702
-0.2711299,0.3582546,-1.828233,-0.06740287,0.2000159,-1.938633,0.01127919,0.1577725,-2.239029,-0.1625962,-0.05693467,-2.26702
-0.3137965,0.304282,-1.837291,-0.08873332,0.1746859,-1.940647,0.01476294,0.1937369,-2.242026,-0.1714899,-0.01113357,-2.255238
-0.3137965,0.304282,-1.837291,-0.08873332,0.1746859,-1.940647,0.01476294,0.1937369,-2.242026,-0.1714899,-0.01113357,-2.255238
-0.348188,0.2404723,-1.855102,-0.09793604,0.1495584,-1.950835,0.01908456,0.2044573,-2.239597,-0.1698542,0.00209048,-2.258868
-0.348188,0.2404723,-1.855102,-0.09793604,0.1495584,-1.950835,0.01908456,0.2044573,-2.239597,-0.1698542,0.00209048,-2.258868
