4,6
3.06947215871e-16,3.06892905664e-16,2.40531571173e-06,0.931425094807,0.999956035826,6.00517001282e-13
1.18960493796e-16,1.189368923e-16,1.18937272234e-16,1.07133812128e-16,4.35949538693e-05,0.462678356098
2.06470989803e-16,2.06430026422e-16,2.06430685844e-16,1.85942200165e-16,1.82884718524e-16,0.537321643901
1.0,1.0,0.999997594684,0.068574905193,3.6922009533e-07,1.89204818138e-16
0.5,0.5,0.0,0.0,0.0,0.0
0.0,0.5,0.5,0.0,0.0,0.0
0.0,0.0,0.5,0.5,0.0,0.0
0.0,0.0,0.0,0.5,0.5,0.0
0.0,0.0,0.0,0.0,0.5,0.5
0.0,0.0,0.0,0.0,0.0,1.0
0.999858027796,0.000141972203695,2.07836601909e-15,2.22045041569e-16,2.22044604925e-16,2.22044604925e-16
0.881672376608,-0.776098917858,-1.8113098248
0.686167333598,-0.678584530553,-3.0786383007
0.519604369947,-1.07526948241,-3.92889158094
0.315145804121,-0.187810363212,-0.32009563922
-16.63770303303799
