152.651535,184.520752,178.185120,232.945328,254.962448,284.208771,193.034286,284.988708,255.531296,127.589897
145.439545,181.269440,176.674072,231.323914,254.093658,281.745483,169.512207,282.403778,252.098373,117.689514
135.139893,180.120819,175.350693,225.738464,255.152847,280.082184,145.319168,275.745239,246.388199,101.349899
126.280235,172.764038,171.760406,219.661240,253.509720,275.759766,122.937386,266.943451,234.421890,65.339478
112.626328,158.522247,166.066406,209.166428,249.987137,268.694092,93.776939,262.065033,214.395569,33.089321
94.902832,138.319489,154.460602,197.845932,245.336258,258.292023,64.224724,261.001495,189.872665,-1.089752
70.797813,118.576508,141.296890,182.420151,241.687866,248.825790,29.570812,253.968567,144.744949,-38.672905
28.417324,93.020508,126.468430,144.691162,236.215683,231.075562,7.870351,246.344910,104.968376,-75.694191
-14.268426,55.799305,94.481300,107.679901,224.825943,194.792358,-18.783777,231.208206,49.219986,-104.018890
-38.025620,-2.475150,54.540592,70.467415,211.977921,157.446716,-62.788116,212.907822,-12.002185,-144.329865
