50.053802,80.321068,127.415337,133.206314,108.367752,132.398895,53.442162,119.735321,118.000175,134.667130
45.396988,80.148102,127.409790,133.040131,107.629097,128.930679,33.665192,119.204735,120.628403,129.673706
37.056835,75.492599,126.233841,129.508484,108.504402,127.389664,13.420936,119.472946,120.172630,120.908836
27.554398,68.208549,123.047195,130.053101,108.366936,125.194511,-9.417118,119.418396,116.653336,77.948921
17.924080,59.837585,119.490753,125.828957,106.708557,123.216293,-42.838993,117.188072,108.978256,52.745003
-0.286605,39.728958,110.561882,115.039711,103.272903,114.424347,-71.892746,116.344383,92.773438,21.457006
-21.974504,22.377728,100.588005,102.174995,101.530190,108.544647,-105.831947,115.785393,52.266964,-18.367807
-64.533279,2.937385,90.730804,62.267593,99.743538,99.865593,-138.378754,113.760422,22.008694,-67.873657
-99.168350,-33.766399,62.597797,27.131542,89.817047,67.807335,-173.095428,110.723450,-34.369244,-104.565536
-123.043282,-82.942619,25.756941,-7.351249,75.517471,35.510185,-224.227448,105.357674,-80.919472,-143.642441
