26,36
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.18588396071e-18,4.40822032864e-18,7.64046338179e-18,6.97617942513e-18,5.64837893542e-18,5.31885671555e-18,3.80408583543e-18,5.57901264177e-18,5.72225524224e-18,5.9198374264e-18,5.49947725762e-18,3.5977920523e-18,4.53467281036e-18,4.51519125269e-18,4.63731100503e-18,5.26624382643e-18,4.74917295611e-18,3.21004609894e-18,4.7297501564e-18,4.70568196553e-18,4.86127219858e-18,5.49021061479e-18,4.95011751062e-18,3.09213817699e-18,4.08859704804e-18,6.04009616325e-18,7.28104175635e-18,7.07899118143e-18,6.35719038823e-18,6.28200132307e-18,5.97507202446e-18,6.5228311918e-18,5.52524616733e-18,3.23539678497e-18,1.82931116887e-18,0.0597011196346
1.24519049016e-18,2.5111461223e-18,4.35239587939e-18,3.9739860093e-18,3.21760343258e-18,3.02989084497e-18,2.16700044063e-18,3.17808886971e-18,3.25968712794e-18,3.37223997208e-18,3.13278147656e-18,2.04948502739e-18,2.58317987639e-18,2.57208219199e-18,2.64164780343e-18,2.99991987196e-18,2.70537005045e-18,1.82866020197e-18,2.69442531494e-18,2.68099961097e-18,2.7806379013e-18,3.2117591995e-18,3.85430900462e-18,3.12567148285e-18,1.01828506958e-17,1.12122795173e-05,0.046495527664,0.221681219065,0.000118473178329,4.11551520142e-11,3.41448161286e-18,3.71573583887e-18,3.14746075593e-18,1.84304628285e-18,1.04206852329e-18,0.0298505598173
5.76494908429e-19,1.16260360585e-18,2.01506041346e-18,1.83986524041e-18,1.48967729105e-18,1.40277062749e-18,1.00327197361e-18,1.47138294614e-18,1.50916108594e-18,1.56127049577e-18,1.45040665242e-18,9.48865007026e-19,1.19595359751e-18,1.19081562175e-18,1.22302291945e-18,1.38889474787e-18,1.25252487216e-18,8.46602685742e-19,1.2478045206e-18,1.24145275374e-18,1.28260499675e-18,1.4541269556e-18,1.3106080927e-18,8.39828627025e-19,1.11755418691e-18,1.67231614231e-18,3.61962173257e-18,0.00632340131264,0.232273868805,0.00182959048328,1.581927004e-18,1.72030127775e-18,1.45720282528e-18,8.53288558224e-19,4.82454052338e-19,2.08703458674e-19
3.35536626813e-18,6.7666875548e-18,1.17282314912e-17,1.07085451672e-17,8.67035052645e-18,8.16452873488e-18,7.2042133017e-18,8.56387393917e-18,8.78375183305e-18,9.08704358071e-18,8.44178410849e-18,0.18477608881,1.0474732194e-17,1.04037194511e-17,1.08316267067e-17,0.325490187792,4.33231228411e-12,7.83799617271e-18,1.11694899437e-17,1.10809580954e-17,1.16540076375e-17,1.42163821369e-17,7.5985082543e-18,4.74648074735e-18,6.27606079075e-18,9.27174827801e-18,6.75320984077e-06,0.00150697560415,1.60413532753e-06,3.26909459372e-07,5.85579712522e-05,0.244591648592,5.2927351768e-08,4.96638498711e-18,2.80802142303e-18,1.21471418921e-18
2.9718715552e-17,6.84472827085e-17,2.36774651372e-16,2.40093417444e-12,2.66956907866e-05,0.200607581456,3.01602973223e-07,1.17778313988e-06,1.21657284928e-16,9.06750161397e-17,7.54294296083e-17,4.86856195792e-17,6.214987218e-17,6.42501060702e-17,7.44342079197e-17,8.90722381053e-17,1.16446230315e-16,0.0529260592293,2.40363362905e-05,0.0197792712667,0.105434515461,0.199413653071,0.720951865057,0.70318461328,0.00368193637821,3.79856733445e-10,8.57030824783e-13,2.06424003997e-16,1.10324361225e-16,9.40033663766e-17,8.66912417776e-17,9.15727321008e-17,7.43298466668e-17,4.3448466396e-17,2.4566002285e-17,0.0298505598173
2.92239134721e-16,5.91631566463e-16,1.05741741424e-15,1.0214818745e-15,8.64907142395e-16,9.28189971725e-16,6.81888594808e-16,1.54629444261e-15,9.47496416685e-14,8.43353865763e-07,0.0785112260734,9.08755546533e-10,0.981232286713,0.927709279328,0.643978060628,0.285690291812,0.0346107335813,1.82018026145e-09,0.66226337516,0.98002112563,0.894565484367,0.179286185564,0.0925876161327,0.296649090795,0.656460664727,0.824837922716,0.063955088309,3.68165640357e-08,7.06666819195e-15,1.2422371717e-15,8.995540816e-16,8.80264734904e-16,1.73165983644e-15,6.53297199561e-05,0.0120461636686,0.0544741243096
5.21458802852e-18,1.05161359734e-17,1.82268910881e-17,1.66421925267e-17,1.34746261497e-17,1.26885264968e-17,9.07492841041e-18,1.33091477204e-17,1.36508635493e-17,1.41222104784e-17,1.31194101728e-17,8.58279931701e-18,1.08177977309e-17,1.07713230327e-17,1.10626487435e-17,1.25630145544e-17,1.13295037099e-17,7.657802637e-18,1.12831691832e-17,1.12257527319e-17,1.15969247775e-17,1.37822355666e-17,1.35303391315e-17,8.79630943645e-18,1.44482307557e-17,0.175141223281,0.612719812001,0.000112485706398,2.38198094336e-17,2.24811021287e-17,1.7533890605e-17,1.55606967507e-17,1.31808838148e-17,7.71827857546e-18,4.36395723336e-18,1.8877921404e-18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
