4,7
9.06217674315e-18,9.46135222932e-18,0.20943926807,4.90601290358e-18,2.76682444209e-18,0.209452063574,6.51513595853e-17
0.531343817735,0.156728094854,0.306527213577,0.00873871457381,0.326240894764,0.306524331416,0.531655693598
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.468656182265,0.843271905146,0.484033518353,0.991261285426,0.673759105236,0.48402360501,0.468344306402
1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.108339716764,0.118859816516,0.00607403891568,0.279566871274,0.360362573575,0.111730240656,0.0150667422992
-0.0267294084615,-0.468469769231,-0.231429153846
-0.0277956177333,0.0127561177778,0.509268933333
-0.0237891655962,0.066604402868,-0.195975426419
0.0108058350409,-0.294860072243,0.436786384196
-32.35171638599005
