1.46759564596e-16, 7.50434882297e-23, 2.74961253247e-16, 1.33015676355e-22, 4.7222005651e-21, 6.59549511246e-22, 3.96844457419e-17, 1.33847800221e-17, 0.0714285714286, 1.50673124771e-16, 1.23016779522e-28, 3.38879177167e-33, 
7.53843328486e-32, 7.53842943289e-32, 5.53030729112e-32, 5.53030740933e-32, 9.76527121338e-37, 1.08242786135e-36, 7.72856754947e-33, 1.2977204746e-30, 0.0357142857143, 0.0357142857143, 6.49255225257e-29, 1.46032146573e-45, 
3.87218213318e-47, 7.74435437059e-47, 2.62851981549e-47, 2.22462507412e-47, 1.1123274982e-47, 4.14116264579e-52, 1.50532854946e-48, 3.19226053548e-44, 0.0178571428572, 0.0357142857143, 1.53893978449e-14, 7.7068275742e-46, 
1.9889801907e-62, 5.96692938898e-62, 2.08629999345e-62, 9.76114628543e-63, 6.71159537997e-63, 2.23730028895e-63, 2.93239335483e-64, 7.80651525828e-58, 0.00892857142858, 0.0267857142857, 1.53893978449e-14, 1.82676135744e-31, 
1.02165705613e-77, 4.08661830242e-77, 1.61974898243e-77, 6.15944460589e-78, 3.31315397689e-78, 1.79988551362e-78, 4.92815787698e-79, 1.90895539657e-71, 0.00446428571429, 0.0178571428572, 1.15420483837e-14, 1.82676135744e-31, 
5.24783074878e-93, 2.62390759535e-92, 1.14772374709e-92, 4.49665757835e-93, 1.90521883385e-93, 1.02838227754e-93, 4.46497413774e-94, 4.66803600677e-85, 0.00223214285714, 0.0111607142857, 7.69469892245e-15, 1.37007101808e-31, 
2.69559412354e-108, 1.61735082491e-107, 7.58589596661e-108, 3.21283476737e-108, 1.2876060783e-108, 5.90033266502e-109, 2.87228854201e-109, 1.14149129194e-98, 0.00111607142857, 0.00669642857143, 4.80918682653e-15, 9.13380678718e-32, 
1.38461547765e-123, 9.69226941736e-123, 4.77873769318e-123, 2.17195226578e-123, 9.05171330218e-124, 3.77648369311e-124, 1.70844439209e-124, 2.79132887251e-112, 0.000558035714286, 0.00390625, 2.88551209592e-15, 5.70862924199e-32, 
7.11219839891e-139, 5.68973290765e-138, 2.91055897317e-138, 1.39799455852e-138, 6.18900270917e-139, 2.58012684379e-139, 1.06817499662e-139, 6.82573483417e-126, 0.000279017857143, 0.00223214285714, 1.68321538929e-15, 3.42517754519e-32, 
3.65324285925e-154, 3.28790195377e-153, 1.72977986359e-153, 8.66580789532e-154, 4.05657009675e-154, 1.76372927267e-154, 7.10496973799e-155, 1.66912098697e-139, 0.000139508928571, 0.00125558035714, 9.61837365306e-16, 1.9980202347e-32, 
1.87652011939e-169, 1.87650966423e-168, 1.00920818617e-168, 5.22206872477e-169, 2.55884527883e-169, 1.17063299289e-169, 4.81848908757e-170, 4.08156035479e-153, 6.97544642857e-05, 0.000697544642857, 5.41033517985e-16, 1.1417258484e-32, 
9.63890957749e-185, 1.0602735992e-183, 5.80405490741e-184, 3.08014014647e-184, 1.56497119293e-184, 7.50107517503e-185, 3.21816407122e-185, 9.98078333438e-167, 3.48772321429e-05, 0.000383649553572, 3.00574176658e-16, 6.42220789724e-33, 
4.9511101364e-200, 5.94129293664e-199, 3.29990387736e-199, 1.78688107447e-199, 9.34268831494e-200, 4.65630261872e-200, 2.08754302112e-200, 2.44063611238e-180, 1.74386160714e-05, 0.000209263392857, 1.65315797162e-16, 3.56789327624e-33, 
2.54318098803e-215, 3.30611175524e-214, 1.8586853081e-214, 1.02310673114e-214, 5.47303467498e-215, 2.81560786034e-215, 1.31334580539e-215, 5.96817347246e-194, 8.71930803572e-06, 0.000113351004464, 9.01722529974e-17, 1.96234130193e-33, 
