Hand_L, , ,Shoulder_L, , 
-0.5773319,-0.1304385,-2.515473,-0.2263892,0.3256401,-2.65893
-0.5773319,-0.1304385,-2.515473,-0.2263892,0.3256401,-2.65893
-0.5773319,-0.1304385,-2.515473,-0.2263892,0.3256401,-2.65893
-0.6176085,-0.09716554,-2.508564,-0.2274538,0.3214174,-2.652924
-0.6176085,-0.09716554,-2.508564,-0.2274538,0.3214174,-2.652924
-0.6614042,-0.05524615,-2.513516,-0.227134,0.2910264,-2.64659
-0.6614042,-0.05524615,-2.513516,-0.227134,0.2910264,-2.64659
-0.6946741,-0.003353333,-2.500843,-0.2204854,0.2765458,-2.64259
-0.6946741,-0.003353333,-2.500843,-0.2204854,0.2765458,-2.64259
-0.7242934,0.0615509,-2.484122,-0.2255807,0.3026258,-2.64222
-0.7242934,0.0615509,-2.484122,-0.2255807,0.3026258,-2.64222
-0.7242934,0.0615509,-2.484122,-0.2255807,0.3026258,-2.64222
-0.7242934,0.0615509,-2.484122,-0.2255807,0.3026258,-2.64222
-0.7598969,0.1281095,-2.473125,-0.2293596,0.3205231,-2.653173
-0.7598969,0.1281095,-2.473125,-0.2293596,0.3205231,-2.653173
-0.7826117,0.1864259,-2.454888,-0.2253632,0.3196611,-2.640105
-0.7826117,0.1864259,-2.454888,-0.2253632,0.3196611,-2.640105
-0.7924664,0.2499017,-2.446999,-0.2261145,0.2840056,-2.625845
-0.7924664,0.2499017,-2.446999,-0.2261145,0.2840056,-2.625845
-0.7832112,0.3318388,-2.418503,-0.233932,0.2625173,-2.623397
-0.7832112,0.3318388,-2.418503,-0.233932,0.2625173,-2.623397
-0.7718399,0.4052644,-2.390094,-0.2265554,0.3011518,-2.626695
-0.7718399,0.4052644,-2.390094,-0.2265554,0.3011518,-2.626695
-0.7718399,0.4052644,-2.390094,-0.2265554,0.3011518,-2.626695
-0.7425735,0.4698081,-2.361291,-0.2260228,0.3163259,-2.629123
-0.7425735,0.4698081,-2.361291,-0.2260228,0.3163259,-2.629123
-0.7425735,0.4698081,-2.361291,-0.2260228,0.3163259,-2.629123
-0.7425735,0.4698081,-2.361291,-0.2260228,0.3163259,-2.629123
-0.7007546,0.5312613,-2.342368,-0.2259748,0.3148741,-2.626483
-0.7007546,0.5312613,-2.342368,-0.2259748,0.3148741,-2.626483
-0.653349,0.5883704,-2.328456,-0.2272274,0.315011,-2.625445
-0.653349,0.5883704,-2.328456,-0.2272274,0.315011,-2.625445
-0.6070523,0.6301045,-2.327285,-0.2255727,0.3171062,-2.621501
-0.6070523,0.6301045,-2.327285,-0.2255727,0.3171062,-2.621501
-0.5478585,0.6649601,-2.320689,-0.2281104,0.3135596,-2.620717
-0.5478585,0.6649601,-2.320689,-0.2281104,0.3135596,-2.620717
-0.4912257,0.6748194,-2.302977,-0.2271193,0.3097059,-2.61569
-0.4912257,0.6748194,-2.302977,-0.2271193,0.3097059,-2.61569
-0.4345115,0.6934353,-2.296576,-0.226932,0.3121011,-2.618265
-0.4345115,0.6934353,-2.296576,-0.226932,0.3121011,-2.618265
-0.4345115,0.6934353,-2.296576,-0.226932,0.3121011,-2.618265
-0.4345115,0.6934353,-2.296576,-0.226932,0.3121011,-2.618265
-0.3746782,0.7026981,-2.299731,-0.229347,0.3141489,-2.620445
-0.3746782,0.7026981,-2.299731,-0.229347,0.3141489,-2.620445
-0.3188993,0.7093163,-2.299963,-0.2290334,0.3154674,-2.619601
-0.3188993,0.7093163,-2.299963,-0.2290334,0.3154674,-2.619601
-0.2681871,0.7108027,-2.305857,-0.2295624,0.3139337,-2.61416
-0.2681871,0.7108027,-2.305857,-0.2295624,0.3139337,-2.61416
-0.2199139,0.7089829,-2.31433,-0.2288976,0.3147417,-2.617149
-0.2199139,0.7089829,-2.31433,-0.2288976,0.3147417,-2.617149
-0.1915704,0.6992658,-2.343281,-0.2261565,0.3090259,-2.611542
-0.1915704,0.6992658,-2.343281,-0.2261565,0.3090259,-2.611542
-0.1573544,0.6921413,-2.36268,-0.225309,0.3120975,-2.611119
-0.1573544,0.6921413,-2.36268,-0.225309,0.3120975,-2.611119
-0.1349183,0.6791009,-2.374595,-0.2243764,0.3170241,-2.611321
-0.1349183,0.6791009,-2.374595,-0.2243764,0.3170241,-2.611321
-0.1349183,0.6791009,-2.374595,-0.2243764,0.3170241,-2.611321
-0.1349183,0.6791009,-2.374595,-0.2243764,0.3170241,-2.611321
-0.1144515,0.6684233,-2.385538,-0.2229147,0.3091252,-2.605584
-0.1144515,0.6684233,-2.385538,-0.2229147,0.3091252,-2.605584
-0.1067837,0.6646309,-2.38551,-0.2232819,0.312298,-2.609152
-0.1067837,0.6646309,-2.38551,-0.2232819,0.312298,-2.609152
-0.1067837,0.6646309,-2.38551,-0.2232819,0.312298,-2.609152
