Hand_L, , 
0.5810587,0.1727969,-1.494562
0.5350438,0.2827083,-1.48745
0.5350438,0.2827083,-1.48745
0.5350438,0.2827083,-1.48745
0.5350438,0.2827083,-1.48745
0.5350438,0.2827083,-1.48745
0.5228124,0.2988901,-1.480602
0.5228124,0.2988901,-1.480602
0.4712274,0.3801374,-1.453351
0.4712274,0.3801374,-1.453351
0.4582652,0.3986439,-1.43958
0.4582652,0.3986439,-1.43958
0.4582652,0.3986439,-1.43958
0.4582652,0.3986439,-1.43958
0.4331685,0.4294874,-1.397144
0.4331685,0.4294874,-1.397144
0.3571856,0.4030238,-1.297175
0.3571856,0.4030238,-1.297175
0.3419196,0.3975835,-1.269174
0.3419196,0.3975835,-1.269174
0.3419196,0.3975835,-1.269174
0.3419196,0.3975835,-1.269174
0.330079,0.3842084,-1.294797
0.330079,0.3842084,-1.294797
0.2801106,0.3567296,-1.166097
0.2801106,0.3567296,-1.166097
0.2801106,0.3567296,-1.166097
0.2801106,0.3567296,-1.166097
0.2801106,0.3567296,-1.166097
0.2801106,0.3567296,-1.166097
0.2746368,0.3459639,-1.135875
0.2746368,0.3459639,-1.135875
0.2577691,0.3213859,-1.092557
0.2577691,0.3213859,-1.092557
0.2577691,0.3213859,-1.092557
0.2577691,0.3213859,-1.092557
0.1941596,0.281177,-0.9486009
0.1941596,0.281177,-0.9486009
0.1904619,0.2588357,-0.9253179
