Hand_R, , ,Elbow_R, , ,Shoulder_R, , 
0.4433554,0.4360508,-2.110899,0.3426204,0.2957987,-2.318801,0.147621,0.2964224,-2.552935
0.494961,0.3943802,-2.121858,0.3606525,0.2873297,-2.33175,0.1476123,0.2964981,-2.552992
0.494961,0.3943802,-2.121858,0.3606525,0.2873297,-2.33175,0.1476123,0.2964981,-2.552992
0.5350916,0.3324214,-2.138799,0.3741016,0.277231,-2.348433,0.1476038,0.2965593,-2.553051
0.5350916,0.3324214,-2.138799,0.3741016,0.277231,-2.348433,0.1476038,0.2965593,-2.553051
0.566471,0.2885739,-2.146765,0.388567,0.2612169,-2.359626,0.1475752,0.296662,-2.553156
0.566471,0.2885739,-2.146765,0.388567,0.2612169,-2.359626,0.1475752,0.296662,-2.553156
0.5928581,0.24068,-2.161935,0.3989753,0.2431961,-2.37198,0.1475483,0.2968416,-2.553303
0.5928581,0.24068,-2.161935,0.3989753,0.2431961,-2.37198,0.1475483,0.2968416,-2.553303
0.5983539,0.1688011,-2.18423,0.4016745,0.2209363,-2.389478,0.1475527,0.2968777,-2.553332
0.5983539,0.1688011,-2.18423,0.4016745,0.2209363,-2.389478,0.1475527,0.2968777,-2.553332
0.5826447,0.09248006,-2.2063,0.3981082,0.1926903,-2.409485,0.1475612,0.2969125,-2.553359
0.5826447,0.09248006,-2.2063,0.3981082,0.1926903,-2.409485,0.1475612,0.2969125,-2.553359
0.5826447,0.09248006,-2.2063,0.3981082,0.1926903,-2.409485,0.1475612,0.2969125,-2.553359
0.5826447,0.09248006,-2.2063,0.3981082,0.1926903,-2.409485,0.1475612,0.2969125,-2.553359
0.5628247,0.02870779,-2.235814,0.3864835,0.1635486,-2.428808,0.1475668,0.2970002,-2.553457
0.5628247,0.02870779,-2.235814,0.3864835,0.1635486,-2.428808,0.1475668,0.2970002,-2.553457
0.5226033,-0.04381671,-2.271187,0.3713228,0.1411241,-2.441087,0.1475641,0.2970876,-2.553568
0.5226033,-0.04381671,-2.271187,0.3713228,0.1411241,-2.441087,0.1475641,0.2970876,-2.553568
0.4752616,-0.1002443,-2.300412,0.3481927,0.1168935,-2.452786,0.1475671,0.2971004,-2.553574
0.4752616,-0.1002443,-2.300412,0.3481927,0.1168935,-2.452786,0.1475671,0.2971004,-2.553574
0.4230842,-0.1394206,-2.31548,0.3249581,0.09567393,-2.461877,0.1475695,0.2971008,-2.553577
0.4230842,-0.1394206,-2.31548,0.3249581,0.09567393,-2.461877,0.1475695,0.2971008,-2.553577
0.3521975,-0.1792105,-2.323381,0.3012585,0.07527393,-2.467007,0.1476205,0.2971994,-2.55371
0.3521975,-0.1792105,-2.323381,0.3012585,0.07527393,-2.467007,0.1476205,0.2971994,-2.55371
0.3521975,-0.1792105,-2.323381,0.3012585,0.07527393,-2.467007,0.1476205,0.2971994,-2.55371
0.2875085,-0.1983448,-2.325799,0.2847385,0.06244921,-2.468822,0.1476686,0.2973538,-2.553842
0.2875085,-0.1983448,-2.325799,0.2847385,0.06244921,-2.468822,0.1476686,0.2973538,-2.553842
0.2186521,-0.2048182,-2.3126,0.2544164,0.047245,-2.466416,0.1477281,0.2974572,-2.553895
0.2186521,-0.2048182,-2.3126,0.2544164,0.047245,-2.466416,0.1477281,0.2974572,-2.553895
0.1513282,-0.1933673,-2.292255,0.2336945,0.03997904,-2.462518,0.1488094,0.3012646,-2.557343
0.1513282,-0.1933673,-2.292255,0.2336945,0.03997904,-2.462518,0.1488094,0.3012646,-2.557343
0.1513282,-0.1933673,-2.292255,0.2336945,0.03997904,-2.462518,0.1488094,0.3012646,-2.557343
0.1513282,-0.1933673,-2.292255,0.2336945,0.03997904,-2.462518,0.1488094,0.3012646,-2.557343
0.1086652,-0.1679641,-2.293403,0.2218961,0.04415891,-2.460271,0.1493098,0.3023073,-2.558391
0.1086652,-0.1679641,-2.293403,0.2218961,0.04415891,-2.460271,0.1493098,0.3023073,-2.558391
0.06395369,-0.1328813,-2.291196,0.2080677,0.05286157,-2.454449,0.1497344,0.3033838,-2.55934
0.06395369,-0.1328813,-2.291196,0.2080677,0.05286157,-2.454449,0.1497344,0.3033838,-2.55934
0.01032675,-0.07147732,-2.262544,0.195325,0.06099894,-2.445476,0.1498723,0.3035938,-2.559486
0.01032675,-0.07147732,-2.262544,0.195325,0.06099894,-2.445476,0.1498723,0.3035938,-2.559486
-0.03928871,-0.004636446,-2.229491,0.176453,0.07215087,-2.423274,0.1499108,0.3037652,-2.559504
-0.03928871,-0.004636446,-2.229491,0.176453,0.07215087,-2.423274,0.1499108,0.3037652,-2.559504
-0.07106992,0.05831829,-2.203199,0.158373,0.08672602,-2.397025,0.1499149,0.3038227,-2.559437
-0.07106992,0.05831829,-2.203199,0.158373,0.08672602,-2.397025,0.1499149,0.3038227,-2.559437
-0.09391924,0.1347703,-2.177423,0.1398371,0.1094912,-2.365125,0.1491898,0.3080853,-2.560166
-0.09391924,0.1347703,-2.177423,0.1398371,0.1094912,-2.365125,0.1491898,0.3080853,-2.560166
-0.1059441,0.2098605,-2.160079,0.1262271,0.1292688,-2.341959,0.1487761,0.3093125,-2.559742
-0.1059441,0.2098605,-2.160079,0.1262271,0.1292688,-2.341959,0.1487761,0.3093125,-2.559742
-0.1031795,0.2793726,-2.144085,0.1157238,0.1529891,-2.317306,0.1486126,0.3097962,-2.559356
-0.1031795,0.2793726,-2.144085,0.1157238,0.1529891,-2.317306,0.1486126,0.3097962,-2.559356
-0.09791943,0.3318392,-2.136487,0.1089315,0.1780749,-2.294858,0.1477567,0.3126366,-2.558012
-0.09791943,0.3318392,-2.136487,0.1089315,0.1780749,-2.294858,0.1477567,0.3126366,-2.558012
-0.09791943,0.3318392,-2.136487,0.1089315,0.1780749,-2.294858,0.1477567,0.3126366,-2.558012
-0.09791943,0.3318392,-2.136487,0.1089315,0.1780749,-2.294858,0.1477567,0.3126366,-2.558012
-0.08596382,0.377538,-2.133511,0.1078621,0.1972435,-2.282462,0.1477889,0.3157257,-2.557104
-0.08596382,0.377538,-2.133511,0.1078621,0.1972435,-2.282462,0.1477889,0.3157257,-2.557104
-0.06415349,0.4268628,-2.130911,0.1086039,0.2190051,-2.267724,0.1482248,0.3128587,-2.556296
-0.06415349,0.4268628,-2.130911,0.1086039,0.2190051,-2.267724,0.1482248,0.3128587,-2.556296
-0.04470895,0.4621778,-2.129394,0.1096609,0.2364457,-2.257219,0.1488848,0.3086134,-2.55471
-0.04470895,0.4621778,-2.129394,0.1096609,0.2364457,-2.257219,0.1488848,0.3086134,-2.55471
-0.02857762,0.4844331,-2.132712,0.1142847,0.248657,-2.25092,0.1495095,0.3037883,-2.553008
-0.02857762,0.4844331,-2.132712,0.1142847,0.248657,-2.25092,0.1495095,0.3037883,-2.553008
-0.008932129,0.4996476,-2.137372,0.1220428,0.2577478,-2.247592,0.1497158,0.3004809,-2.551421
-0.008932129,0.4996476,-2.137372,0.1220428,0.2577478,-2.247592,0.1497158,0.3004809,-2.551421
0.008581669,0.5137889,-2.140315,0.1307748,0.2664686,-2.244629,0.1499226,0.2971188,-2.549629
0.008581669,0.5137889,-2.140315,0.1307748,0.2664686,-2.244629,0.1499226,0.2971188,-2.549629
0.008581669,0.5137889,-2.140315,0.1307748,0.2664686,-2.244629,0.1499226,0.2971188,-2.549629
0.03092399,0.5274118,-2.143329,0.1374224,0.2723156,-2.242378,0.1503108,0.2893369,-2.546481
0.03092399,0.5274118,-2.143329,0.1374224,0.2723156,-2.242378,0.1503108,0.2893369,-2.546481
0.044629,0.5309336,-2.143798,0.1467459,0.2765849,-2.241205,0.1509823,0.2808888,-2.543634
0.044629,0.5309336,-2.143798,0.1467459,0.2765849,-2.241205,0.1509823,0.2808888,-2.543634
0.05397976,0.5315081,-2.143885,0.1586623,0.2799294,-2.24224,0.1507606,0.2812049,-2.543524
0.05397976,0.5315081,-2.143885,0.1586623,0.2799294,-2.24224,0.1507606,0.2812049,-2.543524
0.05397976,0.5315081,-2.143885,0.1586623,0.2799294,-2.24224,0.1507606,0.2812049,-2.543524
0.05397976,0.5315081,-2.143885,0.1586623,0.2799294,-2.24224,0.1507606,0.2812049,-2.543524
0.06447276,0.5310411,-2.14404,0.1678599,0.2810135,-2.243123,0.1498237,0.2834756,-2.543746
0.06447276,0.5310411,-2.14404,0.1678599,0.2810135,-2.243123,0.1498237,0.2834756,-2.543746
0.07335065,0.5293131,-2.141651,0.1744662,0.2815441,-2.24397,0.1498079,0.2834519,-2.543789
0.07335065,0.5293131,-2.141651,0.1744662,0.2815441,-2.24397,0.1498079,0.2834519,-2.543789
