Hand_R, , ,Elbow_R, , ,Shoulder_R, , 
0.3980359,0.4358171,-2.110584,0.3242956,0.2711504,-2.303403,0.1504268,0.2859949,-2.545015
0.3980359,0.4358171,-2.110584,0.3242956,0.2711504,-2.303403,0.1504268,0.2859949,-2.545015
0.3980359,0.4358171,-2.110584,0.3242956,0.2711504,-2.303403,0.1504268,0.2859949,-2.545015
0.4513216,0.3815285,-2.111152,0.3389049,0.2617432,-2.315424,0.1505045,0.2862224,-2.545101
0.4513216,0.3815285,-2.111152,0.3389049,0.2617432,-2.315424,0.1505045,0.2862224,-2.545101
0.5090899,0.3199528,-2.116997,0.3547969,0.2494326,-2.325998,0.1506669,0.2868057,-2.545643
0.5090899,0.3199528,-2.116997,0.3547969,0.2494326,-2.325998,0.1506669,0.2868057,-2.545643
0.5090899,0.3199528,-2.116997,0.3547969,0.2494326,-2.325998,0.1506669,0.2868057,-2.545643
0.5090899,0.3199528,-2.116997,0.3547969,0.2494326,-2.325998,0.1506669,0.2868057,-2.545643
0.5410462,0.2683755,-2.121993,0.3706253,0.2286715,-2.338056,0.1507563,0.2865836,-2.545779
0.5410462,0.2683755,-2.121993,0.3706253,0.2286715,-2.338056,0.1507563,0.2865836,-2.545779
0.5642185,0.2107012,-2.144397,0.3785242,0.2074691,-2.355245,0.1507854,0.2866774,-2.545848
0.5642185,0.2107012,-2.144397,0.3785242,0.2074691,-2.355245,0.1507854,0.2866774,-2.545848
0.5761217,0.1429609,-2.170167,0.3806507,0.1870374,-2.369756,0.1508119,0.2868727,-2.545918
0.5761217,0.1429609,-2.170167,0.3806507,0.1870374,-2.369756,0.1508119,0.2868727,-2.545918
0.5768499,0.05940152,-2.200362,0.3803754,0.1623504,-2.384376,0.1509342,0.2873652,-2.546326
0.5768499,0.05940152,-2.200362,0.3803754,0.1623504,-2.384376,0.1509342,0.2873652,-2.546326
0.5454738,-0.01372353,-2.239813,0.3688296,0.1390017,-2.40334,0.1510216,0.2877769,-2.546613
0.5454738,-0.01372353,-2.239813,0.3688296,0.1390017,-2.40334,0.1510216,0.2877769,-2.546613
0.5454738,-0.01372353,-2.239813,0.3688296,0.1390017,-2.40334,0.1510216,0.2877769,-2.546613
0.5454738,-0.01372353,-2.239813,0.3688296,0.1390017,-2.40334,0.1510216,0.2877769,-2.546613
0.5177162,-0.0626219,-2.269606,0.3505513,0.1147883,-2.420017,0.1511506,0.2882263,-2.547004
0.5177162,-0.0626219,-2.269606,0.3505513,0.1147883,-2.420017,0.1511506,0.2882263,-2.547004
0.5177162,-0.0626219,-2.269606,0.3505513,0.1147883,-2.420017,0.1511506,0.2882263,-2.547004
0.5177162,-0.0626219,-2.269606,0.3505513,0.1147883,-2.420017,0.1511506,0.2882263,-2.547004
0.4796872,-0.1118965,-2.286804,0.3319874,0.09022589,-2.433645,0.1513827,0.2890675,-2.547518
0.4796872,-0.1118965,-2.286804,0.3319874,0.09022589,-2.433645,0.1513827,0.2890675,-2.547518
0.3650462,-0.1806032,-2.291961,0.3042698,0.06784067,-2.443013,0.1516348,0.2891884,-2.547854
0.3650462,-0.1806032,-2.291961,0.3042698,0.06784067,-2.443013,0.1516348,0.2891884,-2.547854
0.2741285,-0.2008799,-2.292544,0.2744321,0.05364057,-2.450017,0.1520546,0.2895766,-2.548434
0.2741285,-0.2008799,-2.292544,0.2744321,0.05364057,-2.450017,0.1520546,0.2895766,-2.548434
0.2015493,-0.2063199,-2.282751,0.2448615,0.04175966,-2.449339,0.1525763,0.2901144,-2.549063
0.2015493,-0.2063199,-2.282751,0.2448615,0.04175966,-2.449339,0.1525763,0.2901144,-2.549063
0.1261971,-0.1917729,-2.281667,0.2301947,0.03911123,-2.447438,0.1533664,0.2910451,-2.550092
0.1261971,-0.1917729,-2.281667,0.2301947,0.03911123,-2.447438,0.1533664,0.2910451,-2.550092
0.08538184,-0.1688879,-2.289907,0.2218883,0.04194573,-2.446098,0.154387,0.2918646,-2.551352
0.08538184,-0.1688879,-2.289907,0.2218883,0.04194573,-2.446098,0.154387,0.2918646,-2.551352
