Hand_R, , ,Elbow_R, , ,Shoulder_R, , 
0.37536,0.4446905,-2.062241,0.2962251,0.2784007,-2.26441,0.1467916,0.2902811,-2.540238
0.37536,0.4446905,-2.062241,0.2962251,0.2784007,-2.26441,0.1467916,0.2902811,-2.540238
0.4310692,0.4011263,-2.074821,0.3196436,0.2673973,-2.281803,0.1468418,0.2904394,-2.540063
0.4310692,0.4011263,-2.074821,0.3196436,0.2673973,-2.281803,0.1468418,0.2904394,-2.540063
0.4799788,0.3576541,-2.082517,0.3391578,0.2565968,-2.29448,0.1468391,0.2906017,-2.539952
0.4799788,0.3576541,-2.082517,0.3391578,0.2565968,-2.29448,0.1468391,0.2906017,-2.539952
0.5238457,0.2999413,-2.103633,0.3569254,0.2381612,-2.311898,0.1468741,0.2906995,-2.539819
0.5238457,0.2999413,-2.103633,0.3569254,0.2381612,-2.311898,0.1468741,0.2906995,-2.539819
0.5238457,0.2999413,-2.103633,0.3569254,0.2381612,-2.311898,0.1468741,0.2906995,-2.539819
0.5238457,0.2999413,-2.103633,0.3569254,0.2381612,-2.311898,0.1468741,0.2906995,-2.539819
0.554216,0.2434897,-2.112831,0.3760066,0.2131912,-2.327593,0.1469242,0.2908798,-2.539765
0.554216,0.2434897,-2.112831,0.3760066,0.2131912,-2.327593,0.1469242,0.2908798,-2.539765
0.5673684,0.1969749,-2.132916,0.3840741,0.1925232,-2.347767,0.1469503,0.2909679,-2.539752
0.5673684,0.1969749,-2.132916,0.3840741,0.1925232,-2.347767,0.1469503,0.2909679,-2.539752
0.5842041,0.1303844,-2.173306,0.3858071,0.1751274,-2.36606,0.1470101,0.2911573,-2.539791
0.5842041,0.1303844,-2.173306,0.3858071,0.1751274,-2.36606,0.1470101,0.2911573,-2.539791
0.5862552,0.04904441,-2.231331,0.3813056,0.1527357,-2.391121,0.1470449,0.2915218,-2.539855
0.5862552,0.04904441,-2.231331,0.3813056,0.1527357,-2.391121,0.1470449,0.2915218,-2.539855
0.5862552,0.04904441,-2.231331,0.3813056,0.1527357,-2.391121,0.1470449,0.2915218,-2.539855
