Hand_R, , ,Elbow_R, , ,Shoulder_R, , 
0.5229241,0.2930844,-2.107569,0.3503802,0.2399033,-2.314276,0.1498185,0.2863168,-2.541168
0.5229241,0.2930844,-2.107569,0.3503802,0.2399033,-2.314276,0.1498185,0.2863168,-2.541168
0.5229241,0.2930844,-2.107569,0.3503802,0.2399033,-2.314276,0.1498185,0.2863168,-2.541168
0.5229241,0.2930844,-2.107569,0.3503802,0.2399033,-2.314276,0.1498185,0.2863168,-2.541168
0.5542102,0.2298446,-2.122094,0.3701819,0.2123472,-2.33408,0.1497769,0.28643,-2.541199
0.5542102,0.2298446,-2.122094,0.3701819,0.2123472,-2.33408,0.1497769,0.28643,-2.541199
0.5764568,0.1378075,-2.160536,0.3770586,0.1829547,-2.357153,0.1497379,0.2865619,-2.541234
0.5764568,0.1378075,-2.160536,0.3770586,0.1829547,-2.357153,0.1497379,0.2865619,-2.541234
0.5782225,0.05486325,-2.205168,0.3751286,0.158328,-2.378763,0.1497204,0.286642,-2.54124
0.5782225,0.05486325,-2.205168,0.3751286,0.158328,-2.378763,0.1497204,0.286642,-2.54124
0.5545069,-0.02021459,-2.251358,0.3632547,0.1270496,-2.408736,0.1497008,0.2867198,-2.541255
0.5545069,-0.02021459,-2.251358,0.3632547,0.1270496,-2.408736,0.1497008,0.2867198,-2.541255
0.5177293,-0.08601519,-2.300005,0.3490337,0.1087571,-2.425956,0.1496679,0.28684,-2.541302
0.5177293,-0.08601519,-2.300005,0.3490337,0.1087571,-2.425956,0.1496679,0.28684,-2.541302
0.4744357,-0.136138,-2.332723,0.3288681,0.08775803,-2.44577,0.1496742,0.2872457,-2.541479
0.4744357,-0.136138,-2.332723,0.3288681,0.08775803,-2.44577,0.1496742,0.2872457,-2.541479
0.4087392,-0.1793918,-2.357646,0.3108417,0.07504473,-2.457083,0.1497235,0.287414,-2.541584
0.4087392,-0.1793918,-2.357646,0.3108417,0.07504473,-2.457083,0.1497235,0.287414,-2.541584
0.4087392,-0.1793918,-2.357646,0.3108417,0.07504473,-2.457083,0.1497235,0.287414,-2.541584
0.4087392,-0.1793918,-2.357646,0.3108417,0.07504473,-2.457083,0.1497235,0.287414,-2.541584
0.3329621,-0.210856,-2.382908,0.2907389,0.06544977,-2.467331,0.1499329,0.2880836,-2.542273
0.3329621,-0.210856,-2.382908,0.2907389,0.06544977,-2.467331,0.1499329,0.2880836,-2.542273
0.2757693,-0.2258182,-2.378889,0.2725272,0.05635609,-2.47278,0.1502469,0.2888404,-2.543023
0.2757693,-0.2258182,-2.378889,0.2725272,0.05635609,-2.47278,0.1502469,0.2888404,-2.543023
0.2086808,-0.2296106,-2.36452,0.2527631,0.04823404,-2.474583,0.1505048,0.2897486,-2.543851
0.2086808,-0.2296106,-2.36452,0.2527631,0.04823404,-2.474583,0.1505048,0.2897486,-2.543851
0.151033,-0.2112354,-2.345728,0.2414712,0.04465364,-2.476614,0.1507023,0.2904013,-2.544535
0.151033,-0.2112354,-2.345728,0.2414712,0.04465364,-2.476614,0.1507023,0.2904013,-2.544535
0.106902,-0.1771521,-2.338388,0.2356243,0.0455989,-2.477161,0.1512228,0.2918159,-2.545905
0.106902,-0.1771521,-2.338388,0.2356243,0.0455989,-2.477161,0.1512228,0.2918159,-2.545905
0.106902,-0.1771521,-2.338388,0.2356243,0.0455989,-2.477161,0.1512228,0.2918159,-2.545905
0.06214856,-0.1377444,-2.333594,0.2279258,0.04949214,-2.473875,0.1515751,0.2925743,-2.546613
0.06214856,-0.1377444,-2.333594,0.2279258,0.04949214,-2.473875,0.1515751,0.2925743,-2.546613
0.01013211,-0.1106805,-2.31428,0.2022294,0.05936071,-2.456237,0.1518072,0.2930408,-2.547042
0.01013211,-0.1106805,-2.31428,0.2022294,0.05936071,-2.456237,0.1518072,0.2930408,-2.547042
-0.007498243,-0.06512067,-2.289847,0.1921024,0.06607174,-2.44646,0.1519179,0.2931513,-2.547217
-0.007498243,-0.06512067,-2.289847,0.1921024,0.06607174,-2.44646,0.1519179,0.2931513,-2.547217
-0.03535501,0.02331383,-2.24448,0.1815759,0.07645349,-2.430086,0.1520038,0.2932619,-2.547348
-0.03535501,0.02331383,-2.24448,0.1815759,0.07645349,-2.430086,0.1520038,0.2932619,-2.547348
-0.07395919,0.1246281,-2.198968,0.1571079,0.1036177,-2.390698,0.1520046,0.2932653,-2.547347
-0.07395919,0.1246281,-2.198968,0.1571079,0.1036177,-2.390698,0.1520046,0.2932653,-2.547347
-0.07395919,0.1246281,-2.198968,0.1571079,0.1036177,-2.390698,0.1520046,0.2932653,-2.547347
-0.07395919,0.1246281,-2.198968,0.1571079,0.1036177,-2.390698,0.1520046,0.2932653,-2.547347
-0.08698878,0.2059475,-2.176955,0.1415669,0.1257067,-2.36125,0.1519925,0.2932834,-2.547344
-0.08698878,0.2059475,-2.176955,0.1415669,0.1257067,-2.36125,0.1519925,0.2932834,-2.547344
-0.09102389,0.2714538,-2.16532,0.1292166,0.1508941,-2.331884,0.151899,0.2933908,-2.547333
-0.09102389,0.2714538,-2.16532,0.1292166,0.1508941,-2.331884,0.151899,0.2933908,-2.547333
-0.08496082,0.3290791,-2.157908,0.1234576,0.1732966,-2.314102,0.1518527,0.2934156,-2.547314
-0.08496082,0.3290791,-2.157908,0.1234576,0.1732966,-2.314102,0.1518527,0.2934156,-2.547314
-0.07299154,0.3702106,-2.159763,0.1246973,0.1926887,-2.302623,0.1518139,0.2934389,-2.547289
