Hand_R, , ,Shoulder_R, , 
0.4928529,-0.102309,-2.725551,0.04582461,0.3163297,-2.64672
0.4928529,-0.102309,-2.725551,0.04582461,0.3163297,-2.64672
0.5425118,-0.03328043,-2.734582,0.04405524,0.315844,-2.644982
0.5425118,-0.03328043,-2.734582,0.04405524,0.315844,-2.644982
0.6216505,0.1049227,-2.700142,0.04563298,0.3155862,-2.647761
0.6216505,0.1049227,-2.700142,0.04563298,0.3155862,-2.647761
0.6216505,0.1049227,-2.700142,0.04563298,0.3155862,-2.647761
0.6216505,0.1049227,-2.700142,0.04563298,0.3155862,-2.647761
0.6464297,0.2064719,-2.680154,0.04494551,0.3207595,-2.65163
0.6464297,0.2064719,-2.680154,0.04494551,0.3207595,-2.65163
0.6483123,0.2981163,-2.65241,0.04534661,0.3191657,-2.645274
0.6483123,0.2981163,-2.65241,0.04534661,0.3191657,-2.645274
0.6483123,0.2981163,-2.65241,0.04534661,0.3191657,-2.645274
0.6483123,0.2981163,-2.65241,0.04534661,0.3191657,-2.645274
0.648563,0.3885859,-2.61961,0.0474637,0.3158354,-2.637493
0.648563,0.3885859,-2.61961,0.0474637,0.3158354,-2.637493
0.6226397,0.5194827,-2.556324,0.05300152,0.3145413,-2.64184
0.6226397,0.5194827,-2.556324,0.05300152,0.3145413,-2.64184
0.5853846,0.5984955,-2.507277,0.05501807,0.3168096,-2.638799
0.5853846,0.5984955,-2.507277,0.05501807,0.3168096,-2.638799
0.5486324,0.6561501,-2.464892,0.0590049,0.3167295,-2.636766
0.5486324,0.6561501,-2.464892,0.0590049,0.3167295,-2.636766
0.5134276,0.6999483,-2.426654,0.06017331,0.31244,-2.629852
0.5134276,0.6999483,-2.426654,0.06017331,0.31244,-2.629852
0.5134276,0.6999483,-2.426654,0.06017331,0.31244,-2.629852
0.5134276,0.6999483,-2.426654,0.06017331,0.31244,-2.629852
0.5134276,0.6999483,-2.426654,0.06017331,0.31244,-2.629852
0.453328,0.7127318,-2.388021,0.05764851,0.3181567,-2.628771
0.453328,0.7127318,-2.388021,0.05764851,0.3181567,-2.628771
0.3731527,0.7258962,-2.309006,0.06042297,0.3141823,-2.622482
0.3731527,0.7258962,-2.309006,0.06042297,0.3141823,-2.622482
0.3731527,0.7258962,-2.309006,0.06042297,0.3141823,-2.622482
0.3731527,0.7258962,-2.309006,0.06042297,0.3141823,-2.622482
0.3090273,0.7189237,-2.249123,0.06095732,0.3067815,-2.613118
0.3090273,0.7189237,-2.249123,0.06095732,0.3067815,-2.613118
0.2603799,0.7069517,-2.199629,0.05861603,0.3034433,-2.607954
0.2603799,0.7069517,-2.199629,0.05861603,0.3034433,-2.607954
0.2155207,0.6855484,-2.159629,0.05985842,0.3063873,-2.607206
0.2155207,0.6855484,-2.159629,0.05985842,0.3063873,-2.607206
0.2155207,0.6855484,-2.159629,0.05985842,0.3063873,-2.607206
0.2155207,0.6855484,-2.159629,0.05985842,0.3063873,-2.607206
0.169696,0.6508412,-2.118285,0.06030804,0.3069986,-2.603667
0.169696,0.6508412,-2.118285,0.06030804,0.3069986,-2.603667
0.1069606,0.5910916,-2.041551,0.06222072,0.3086416,-2.606313
0.1069606,0.5910916,-2.041551,0.06222072,0.3086416,-2.606313
0.06451873,0.5362335,-2.002563,0.06360745,0.3076913,-2.608179
0.06451873,0.5362335,-2.002563,0.06360745,0.3076913,-2.608179
0.03278979,0.483039,-1.993358,0.06535736,0.3069408,-2.607755
0.03278979,0.483039,-1.993358,0.06535736,0.3069408,-2.607755
0.03278979,0.483039,-1.993358,0.06535736,0.3069408,-2.607755
0.03278979,0.483039,-1.993358,0.06535736,0.3069408,-2.607755
0.01941165,0.4430149,-1.974734,0.06456555,0.3074141,-2.605223
0.01941165,0.4430149,-1.974734,0.06456555,0.3074141,-2.605223
0.0005120251,0.4092348,-1.966502,0.06802311,0.3039061,-2.600895
0.0005120251,0.4092348,-1.966502,0.06802311,0.3039061,-2.600895
0.0005120251,0.4092348,-1.966502,0.06802311,0.3039061,-2.600895
0.0005120251,0.4092348,-1.966502,0.06802311,0.3039061,-2.600895
-0.0009024446,0.3757927,-1.973194,0.0670508,0.3045118,-2.602952
-0.0009024446,0.3757927,-1.973194,0.0670508,0.3045118,-2.602952
-0.001806277,0.3446604,-1.971021,0.06638272,0.3053494,-2.603806
-0.001806277,0.3446604,-1.971021,0.06638272,0.3053494,-2.603806
0.005793577,0.3265399,-1.948761,0.06564097,0.304637,-2.602646
0.005793577,0.3265399,-1.948761,0.06564097,0.304637,-2.602646
0.005793577,0.3265399,-1.948761,0.06630881,0.3025375,-2.600522
0.005793577,0.3265399,-1.948761,0.06630881,0.3025375,-2.600522
0.005793577,0.3265399,-1.948761,0.06610833,0.3107258,-2.604182
0.005793577,0.3265399,-1.948761,0.06610833,0.3107258,-2.604182
0.005793577,0.3265399,-1.948761,0.06610833,0.3107258,-2.604182
