Hand_L, , ,Hand_R, , ,Shoulder_L, , ,Shoulder_R, , 
-0.1520451,0.3255304,-2.016772,0.08744192,0.06061732,-2.0924,-0.2109081,0.3051765,-2.606929,0.05334351,0.3019082,-2.581773
-0.1769085,0.2750564,-2.082113,0.06982518,0.1000016,-2.224844,-0.1916862,0.2954262,-2.613742,0.05238888,0.2862558,-2.586991
-0.1769085,0.2750564,-2.082113,0.06982518,0.1000016,-2.224844,-0.1916862,0.2954262,-2.613742,0.05238888,0.2862558,-2.586991
-0.1932167,0.2514604,-2.140213,0.06491737,0.1040365,-2.243831,-0.1830595,0.2976598,-2.645129,0.05292047,0.285318,-2.593009
-0.1932167,0.2514604,-2.140213,0.06491737,0.1040365,-2.243831,-0.1830595,0.2976598,-2.645129,0.05292047,0.285318,-2.593009
-0.1028417,0.2349146,-2.203124,0.108921,0.2399288,-2.220454,-0.1902407,0.2958352,-2.648857,0.05209774,0.284014,-2.595168
-0.1028417,0.2349146,-2.203124,0.108921,0.2399288,-2.220454,-0.1902407,0.2958352,-2.648857,0.05209774,0.284014,-2.595168
-0.07727934,0.2434207,-2.218615,0.05738283,0.1179061,-2.236983,-0.1929738,0.2968114,-2.648245,0.05535633,0.2855356,-2.612347
-0.07727934,0.2434207,-2.218615,0.05738283,0.1179061,-2.236983,-0.1929738,0.2968114,-2.648245,0.05535633,0.2855356,-2.612347
-0.07727934,0.2434207,-2.218615,0.05738283,0.1179061,-2.236983,-0.1929738,0.2968114,-2.648245,0.05535633,0.2855356,-2.612347
-0.07727934,0.2434207,-2.218615,0.05738283,0.1179061,-2.236983,-0.1929738,0.2968114,-2.648245,0.05535633,0.2855356,-2.612347
-0.06327269,0.2570769,-2.231913,0.08072226,0.2684539,-2.213995,-0.1903557,0.2963976,-2.641547,0.06261253,0.2842599,-2.626095
-0.06327269,0.2570769,-2.231913,0.08072226,0.2684539,-2.213995,-0.1903557,0.2963976,-2.641547,0.06261253,0.2842599,-2.626095
-0.05822602,0.2567292,-2.236867,0.07779898,0.3255433,-2.193861,-0.1887684,0.3012696,-2.638798,0.06753998,0.2881277,-2.632282
-0.05822602,0.2567292,-2.236867,0.07779898,0.3255433,-2.193861,-0.1887684,0.3012696,-2.638798,0.06753998,0.2881277,-2.632282
-0.06277627,0.2432254,-2.244067,0.07777242,0.3441448,-2.208209,-0.185917,0.3120111,-2.638456,0.06248549,0.2976393,-2.629763
-0.06277627,0.2432254,-2.244067,0.07777242,0.3441448,-2.208209,-0.185917,0.3120111,-2.638456,0.06248549,0.2976393,-2.629763
-0.133868,0.04697643,-2.160663,0.0705511,0.3715968,-2.192986,-0.1828509,0.3058077,-2.62674,0.06342704,0.2970766,-2.630484
-0.133868,0.04697643,-2.160663,0.0705511,0.3715968,-2.192986,-0.1828509,0.3058077,-2.62674,0.06342704,0.2970766,-2.630484
-0.1423568,-0.003036785,-2.155639,0.07145504,0.3942535,-2.189566,-0.1798186,0.3024248,-2.619828,0.06394068,0.2964514,-2.630068
-0.1423568,-0.003036785,-2.155639,0.07145504,0.3942535,-2.189566,-0.1798186,0.3024248,-2.619828,0.06394068,0.2964514,-2.630068
-0.1423568,-0.003036785,-2.155639,0.07145504,0.3942535,-2.189566,-0.1798186,0.3024248,-2.619828,0.06394068,0.2964514,-2.630068
-0.1423568,-0.003036785,-2.155639,0.07145504,0.3942535,-2.189566,-0.1798186,0.3024248,-2.619828,0.06394068,0.2964514,-2.630068
-0.1420117,-0.01979248,-2.172294,0.05537821,0.4241399,-2.142982,-0.1817802,0.303869,-2.617585,0.0623093,0.2974533,-2.625898
-0.1420117,-0.01979248,-2.172294,0.05537821,0.4241399,-2.142982,-0.1817802,0.303869,-2.617585,0.0623093,0.2974533,-2.625898
-0.1408561,-0.03017756,-2.171662,0.04985303,0.4869069,-2.037905,-0.1983948,0.3085534,-2.614709,0.0633342,0.3044234,-2.621433
-0.1408561,-0.03017756,-2.171662,0.04985303,0.4869069,-2.037905,-0.1983948,0.3085534,-2.614709,0.0633342,0.3044234,-2.621433
-0.1407808,-0.03414144,-2.169482,0.04555131,0.4671125,-2.05885,-0.206436,0.312263,-2.609928,0.0646347,0.310792,-2.619016
-0.1407808,-0.03414144,-2.169482,0.04555131,0.4671125,-2.05885,-0.206436,0.312263,-2.609928,0.0646347,0.310792,-2.619016
-0.1402944,-0.03109227,-2.164731,0.04236311,0.464304,-2.064754,-0.208789,0.3151211,-2.608886,0.06567633,0.3147,-2.616754
-0.1402944,-0.03109227,-2.164731,0.04236311,0.464304,-2.064754,-0.208789,0.3151211,-2.608886,0.06567633,0.3147,-2.616754
