Hand_L, , ,Hand_R, , ,Shoulder_L, , ,Shoulder_R, , 
-0.1735626,0.2782247,-2.032035,0.05766633,0.1159253,-2.043908,-0.2048985,0.3055243,-2.603477,0.05200724,0.2961764,-2.572423
-0.1667257,0.2468969,-2.042643,0.07166205,0.1387477,-2.108385,-0.2074781,0.2983318,-2.60772,0.05208569,0.2885334,-2.576903
-0.1667257,0.2468969,-2.042643,0.07166205,0.1387477,-2.108385,-0.2074781,0.2983318,-2.60772,0.05208569,0.2885334,-2.576903
-0.1713234,0.194051,-2.043756,0.05741909,0.1812268,-2.124925,-0.2080975,0.2894891,-2.605081,0.04694332,0.2861748,-2.593216
-0.1713234,0.194051,-2.043756,0.05741909,0.1812268,-2.124925,-0.2080975,0.2894891,-2.605081,0.04694332,0.2861748,-2.593216
-0.1679306,0.1532004,-2.035256,0.05553054,0.281892,-2.058998,-0.2103526,0.2829983,-2.601758,0.05055035,0.2860271,-2.612165
-0.1679306,0.1532004,-2.035256,0.05553054,0.281892,-2.058998,-0.2103526,0.2829983,-2.601758,0.05055035,0.2860271,-2.612165
-0.1679306,0.1532004,-2.035256,0.05553054,0.281892,-2.058998,-0.2103526,0.2829983,-2.601758,0.05055035,0.2860271,-2.612165
-0.1679306,0.1532004,-2.035256,0.05553054,0.281892,-2.058998,-0.2103526,0.2829983,-2.601758,0.05055035,0.2860271,-2.612165
-0.1679306,0.1532004,-2.035256,0.05553054,0.281892,-2.058998,-0.2103526,0.2829983,-2.601758,0.05055035,0.2860271,-2.612165
-0.1728104,0.143208,-2.155106,0.04671624,0.3198443,-2.063956,-0.2094713,0.3012818,-2.605709,0.06140859,0.3000502,-2.618859
-0.1728104,0.143208,-2.155106,0.04671624,0.3198443,-2.063956,-0.2094713,0.3012818,-2.605709,0.06140859,0.3000502,-2.618859
-0.1695409,0.1072752,-2.103506,0.04351776,0.3564653,-2.091929,-0.1947269,0.3230556,-2.627423,0.06998698,0.3135789,-2.627826
-0.1695409,0.1072752,-2.103506,0.04351776,0.3564653,-2.091929,-0.1947269,0.3230556,-2.627423,0.06998698,0.3135789,-2.627826
-0.1646776,0.08232678,-2.109278,0.03960869,0.3902101,-2.089938,-0.1971012,0.3309125,-2.628487,0.07339918,0.3184316,-2.625432
-0.1646776,0.08232678,-2.109278,0.03960869,0.3902101,-2.089938,-0.1971012,0.3309125,-2.628487,0.07339918,0.3184316,-2.625432
-0.1661198,0.06395011,-2.135722,0.03545543,0.4191871,-2.076161,-0.199512,0.335352,-2.631147,0.07335239,0.3219323,-2.620161
-0.1661198,0.06395011,-2.135722,0.03545543,0.4191871,-2.076161,-0.199512,0.335352,-2.631147,0.07335239,0.3219323,-2.620161
-0.1661198,0.06395011,-2.135722,0.03545543,0.4191871,-2.076161,-0.199512,0.335352,-2.631147,0.07335239,0.3219323,-2.620161
-0.1661198,0.06395011,-2.135722,0.03545543,0.4191871,-2.076161,-0.199512,0.335352,-2.631147,0.07335239,0.3219323,-2.620161
-0.1607656,0.02819446,-2.148501,0.03493697,0.4570727,-2.057152,-0.2094949,0.3300679,-2.618793,0.07279038,0.3202931,-2.61328
-0.1607656,0.02819446,-2.148501,0.03493697,0.4570727,-2.057152,-0.2094949,0.3300679,-2.618793,0.07279038,0.3202931,-2.61328
-0.1552234,0.00583754,-2.141577,0.03293923,0.4816757,-2.059985,-0.2080402,0.3245986,-2.6141,0.07006033,0.318923,-2.615351
-0.1552234,0.00583754,-2.141577,0.03293923,0.4816757,-2.059985,-0.2080402,0.3245986,-2.6141,0.07006033,0.318923,-2.615351
-0.1601249,0.009018437,-2.154688,0.03085728,0.4845852,-2.065233,-0.2065072,0.3266096,-2.61441,0.06998743,0.3196891,-2.613982
-0.1601249,0.009018437,-2.154688,0.03085728,0.4845852,-2.065233,-0.2065072,0.3266096,-2.61441,0.06998743,0.3196891,-2.613982
-0.1604825,0.0258076,-2.159077,0.02703563,0.4619729,-2.24547,-0.1991443,0.3219982,-2.606082,0.07046933,0.3093192,-2.612379
