Hand_R, , ,Elbow_R, , ,Body, , 
0.244881,0.3260818,-1.634548,0.2230444,0.09838851,-1.807646,-0.1042057,-0.2558497,-2.067275
0.244881,0.3260818,-1.634548,0.2230444,0.09838851,-1.807646,-0.1042057,-0.2558497,-2.067275
0.244881,0.3260818,-1.634548,0.2230444,0.09838851,-1.807646,-0.1042057,-0.2558497,-2.067275
0.25152,0.327123,-1.636629,0.2244692,0.09738129,-1.807986,-0.0982612,-0.2575428,-2.067858
0.25152,0.327123,-1.636629,0.2244692,0.09738129,-1.807986,-0.0982612,-0.2575428,-2.067858
0.2572993,0.3274427,-1.637762,0.2241662,0.09850451,-1.810111,-0.09787875,-0.2588976,-2.067373
0.2572993,0.3274427,-1.637762,0.2241662,0.09850451,-1.810111,-0.09787875,-0.2588976,-2.067373
0.2572993,0.3274427,-1.637762,0.2241662,0.09850451,-1.810111,-0.09787875,-0.2588976,-2.067373
0.2572993,0.3274427,-1.637762,0.2241662,0.09850451,-1.810111,-0.09787875,-0.2588976,-2.067373
0.2572993,0.3274427,-1.637762,0.2241662,0.09850451,-1.810111,-0.097738,-0.260105,-2.066745
0.2721578,0.328341,-1.645051,0.2332251,0.09675597,-1.814324,-0.097738,-0.260105,-2.066745
0.2721578,0.328341,-1.645051,0.2332251,0.09675597,-1.814324,-0.097738,-0.260105,-2.066745
0.2721578,0.328341,-1.645051,0.2332251,0.09675597,-1.814324,-0.097738,-0.260105,-2.066745
0.2721578,0.328341,-1.645051,0.2332251,0.09675597,-1.814324,-0.097738,-0.260105,-2.066745
0.3027315,0.3147282,-1.652647,0.2481179,0.08700217,-1.822664,-0.09774604,-0.2596565,-2.066204
0.3027315,0.3147282,-1.652647,0.2481179,0.08700217,-1.822664,-0.09774604,-0.2596565,-2.066204
0.3319817,0.2999234,-1.659625,0.2568839,0.07828201,-1.827342,-0.09929395,-0.2610898,-2.065307
0.3319817,0.2999234,-1.659625,0.2568839,0.07828201,-1.827342,-0.09929395,-0.2610898,-2.065307
0.3319817,0.2999234,-1.659625,0.2568839,0.07828201,-1.827342,-0.09929395,-0.2610898,-2.065307
0.3319817,0.2999234,-1.659625,0.2568839,0.07828201,-1.827342,-0.09929395,-0.2610898,-2.065307
0.3920282,0.2609988,-1.672105,0.2804837,0.05244996,-1.834994,-0.1013349,-0.2617926,-2.064305
0.3920282,0.2609988,-1.672105,0.2804837,0.05244996,-1.834994,-0.1013349,-0.2617926,-2.064305
0.3920282,0.2609988,-1.672105,0.2804837,0.05244996,-1.834994,-0.1013349,-0.2617926,-2.064305
0.3920282,0.2609988,-1.672105,0.2804837,0.05244996,-1.834994,-0.1013349,-0.2617926,-2.064305
0.4320829,0.2185425,-1.674345,0.2969713,0.03030305,-1.840841,-0.1033533,-0.2578782,-2.064427
0.4320829,0.2185425,-1.674345,0.2969713,0.03030305,-1.840841,-0.1033533,-0.2578782,-2.064427
0.4959986,0.1343439,-1.685686,0.3171706,-0.01069634,-1.849561,-0.1048803,-0.2589197,-2.065531
