Hand_R, , ,Elbow_R, , ,Body, , 
0.0652841,0.3051541,-1.516053,0.112261,0.04833819,-1.69104,-0.1669197,-0.2052616,-1.913401
0.0652841,0.3051541,-1.516053,0.112261,0.04833819,-1.69104,-0.1669197,-0.2052616,-1.913401
0.08411304,0.3106658,-1.516202,0.1137496,0.04758652,-1.690397,-0.1669176,-0.2060108,-1.913912
0.08411304,0.3106658,-1.516202,0.1137496,0.04758652,-1.690397,-0.1669176,-0.2060108,-1.913912
0.08411304,0.3106658,-1.516202,0.1137496,0.04758652,-1.690397,-0.1669176,-0.2060108,-1.913912
0.08411304,0.3106658,-1.516202,0.1137496,0.04758652,-1.690397,-0.1669176,-0.2060108,-1.913912
0.1151361,0.3109323,-1.527804,0.1155354,0.04671218,-1.690161,-0.1663665,-0.2068197,-1.91445
0.1151361,0.3109323,-1.527804,0.1155354,0.04671218,-1.690161,-0.1663665,-0.2068197,-1.91445
0.1326718,0.3103009,-1.531745,0.1168264,0.04618018,-1.691473,-0.1664389,-0.2078306,-1.914291
0.1326718,0.3103009,-1.531745,0.1168264,0.04618018,-1.691473,-0.1664389,-0.2078306,-1.914291
0.1326718,0.3103009,-1.531745,0.1168264,0.04618018,-1.691473,-0.1664389,-0.2078306,-1.914291
0.1326718,0.3103009,-1.531745,0.1168264,0.04618018,-1.691473,-0.1664389,-0.2078306,-1.914291
0.1710443,0.3047579,-1.540677,0.1233066,0.04015635,-1.697621,-0.1665689,-0.208742,-1.91398
0.1710443,0.3047579,-1.540677,0.1233066,0.04015635,-1.697621,-0.1665689,-0.208742,-1.91398
0.1710443,0.3047579,-1.540677,0.1233066,0.04015635,-1.697621,-0.1665689,-0.208742,-1.91398
0.1710443,0.3047579,-1.540677,0.1233066,0.04015635,-1.697621,-0.1665689,-0.208742,-1.91398
0.1710443,0.3047579,-1.540677,0.1233066,0.04015635,-1.697621,-0.1665689,-0.208742,-1.91398
0.2165747,0.290564,-1.54996,0.133968,0.0287821,-1.708048,-0.1669826,-0.2108241,-1.914132
0.2165747,0.290564,-1.54996,0.133968,0.0287821,-1.708048,-0.1669826,-0.2108241,-1.914132
0.2671185,0.2685319,-1.560707,0.1634626,0.0101853,-1.721659,-0.1676646,-0.21293,-1.913423
0.2671185,0.2685319,-1.560707,0.1634626,0.0101853,-1.721659,-0.1676646,-0.21293,-1.913423
0.2671185,0.2685319,-1.560707,0.1634626,0.0101853,-1.721659,-0.1676646,-0.21293,-1.913423
0.2671185,0.2685319,-1.560707,0.1634626,0.0101853,-1.721659,-0.1676646,-0.21293,-1.913423
0.2972297,0.2492025,-1.571305,0.1842509,0.0006507902,-1.734568,-0.1678583,-0.2153718,-1.911655
0.2972297,0.2492025,-1.571305,0.1842509,0.0006507902,-1.734568,-0.1678583,-0.2153718,-1.911655
0.2972297,0.2492025,-1.571305,0.1842509,0.0006507902,-1.734568,-0.1678583,-0.2153718,-1.911655
0.2972297,0.2492025,-1.571305,0.1842509,0.0006507902,-1.734568,-0.1678583,-0.2153718,-1.911655
0.3447918,0.2036592,-1.587064,0.1986268,-0.00790062,-1.752075,-0.1682845,-0.216313,-1.911486
0.3447918,0.2036592,-1.587064,0.1986268,-0.00790062,-1.752075,-0.1682845,-0.216313,-1.911486
0.362673,0.1675974,-1.595256,0.2072955,-0.02082731,-1.771293,-0.1689762,-0.2174024,-1.911294
0.362673,0.1675974,-1.595256,0.2072955,-0.02082731,-1.771293,-0.1689762,-0.2174024,-1.911294
0.362673,0.1675974,-1.595256,0.2072955,-0.02082731,-1.771293,-0.1689762,-0.2174024,-1.911294
0.362673,0.1675974,-1.595256,0.2072955,-0.02082731,-1.771293,-0.1689762,-0.2174024,-1.911294
0.410215,0.1100506,-1.610957,0.2150352,-0.04046176,-1.787164,-0.1689766,-0.2198101,-1.910108
