Hand_R, , ,Elbow_R, , ,Body, , 
0.254886,0.3744974,-1.679293,0.2148055,0.1366632,-1.828899,-0.09186909,-0.2612529,-2.065639
0.254886,0.3744974,-1.679293,0.2148055,0.1366632,-1.828899,-0.09186909,-0.2612529,-2.065639
0.254886,0.3744974,-1.679293,0.2148055,0.1366632,-1.828899,-0.09186909,-0.2612529,-2.065639
0.254886,0.3744974,-1.679293,0.2148055,0.1366632,-1.828899,-0.09186909,-0.2612529,-2.065639
0.252555,0.3785867,-1.67761,0.2163618,0.1397477,-1.830366,-0.09387498,-0.2614223,-2.06619
0.252555,0.3785867,-1.67761,0.2163618,0.1397477,-1.830366,-0.09387498,-0.2614223,-2.06619
0.251786,0.3719549,-1.6772,0.2154434,0.1371796,-1.832251,-0.0950175,-0.2619953,-2.066366
0.251786,0.3719549,-1.6772,0.2154434,0.1371796,-1.832251,-0.0950175,-0.2619953,-2.066366
0.251786,0.3719549,-1.6772,0.2154434,0.1371796,-1.832251,-0.0950175,-0.2619953,-2.066366
0.251786,0.3719549,-1.6772,0.2154434,0.1371796,-1.832251,-0.0950175,-0.2619953,-2.066366
0.2637865,0.3774969,-1.682829,0.2229054,0.1390714,-1.835656,-0.09608422,-0.2627646,-2.066015
0.2637865,0.3774969,-1.682829,0.2229054,0.1390714,-1.835656,-0.09608422,-0.2627646,-2.066015
0.2775922,0.3793284,-1.689594,0.235163,0.1383601,-1.841643,-0.09547437,-0.2640561,-2.063785
0.2775922,0.3793284,-1.689594,0.235163,0.1383601,-1.841643,-0.09547437,-0.2640561,-2.063785
0.2775922,0.3793284,-1.689594,0.235163,0.1383601,-1.841643,-0.09547437,-0.2640561,-2.063785
0.2775922,0.3793284,-1.689594,0.235163,0.1383601,-1.841643,-0.09547437,-0.2640561,-2.063785
0.2962801,0.3812883,-1.698161,0.2431224,0.1352674,-1.842037,-0.09585243,-0.2628571,-2.064934
0.2962801,0.3812883,-1.698161,0.2431224,0.1352674,-1.842037,-0.09585243,-0.2628571,-2.064934
0.2962801,0.3812883,-1.698161,0.2431224,0.1352674,-1.842037,-0.09585243,-0.2628571,-2.064934
0.2962801,0.3812883,-1.698161,0.2431224,0.1352674,-1.842037,-0.09585243,-0.2628571,-2.064934
0.3404201,0.371371,-1.714204,0.2636979,0.125119,-1.851902,-0.09166347,-0.2646644,-2.063437
0.3404201,0.371371,-1.714204,0.2636979,0.125119,-1.851902,-0.09166347,-0.2646644,-2.063437
0.3404201,0.371371,-1.714204,0.2636979,0.125119,-1.851902,-0.09166347,-0.2646644,-2.063437
0.3404201,0.371371,-1.714204,0.2636979,0.125119,-1.851902,-0.09166347,-0.2646644,-2.063437
0.3942095,0.3445651,-1.726222,0.2863059,0.1085438,-1.862102,-0.09209052,-0.2611114,-2.063926
0.3942095,0.3445651,-1.726222,0.2863059,0.1085438,-1.862102,-0.09209052,-0.2611114,-2.063926
0.4372464,0.3199355,-1.742559,0.2986919,0.09359925,-1.8729,-0.09245579,-0.2589252,-2.064821
0.4372464,0.3199355,-1.742559,0.2986919,0.09359925,-1.8729,-0.09245579,-0.2589252,-2.064821
0.4372464,0.3199355,-1.742559,0.2986919,0.09359925,-1.8729,-0.09245579,-0.2589252,-2.064821
0.4372464,0.3199355,-1.742559,0.2986919,0.09359925,-1.8729,-0.09245579,-0.2589252,-2.064821
0.4962414,0.2660309,-1.753773,0.3211001,0.06386504,-1.885236,-0.09309708,-0.2601972,-2.064342
0.4962414,0.2660309,-1.753773,0.3211001,0.06386504,-1.885236,-0.09309708,-0.2601972,-2.064342
0.5498449,0.1735311,-1.763474,0.3392367,0.01592914,-1.902336,-0.09363022,-0.2700588,-2.059772
0.5498449,0.1735311,-1.763474,0.3392367,0.01592914,-1.902336,-0.09363022,-0.2700588,-2.059772
0.5498449,0.1735311,-1.763474,0.3392367,0.01592914,-1.902336,-0.09363022,-0.2700588,-2.059772
0.5498449,0.1735311,-1.763474,0.3392367,0.01592914,-1.902336,-0.09363022,-0.2700588,-2.059772
0.5685493,0.1009414,-1.767951,0.3444712,-0.0212355,-1.913825,-0.09316463,-0.2616665,-2.06393
0.5685493,0.1009414,-1.767951,0.3444712,-0.0212355,-1.913825,-0.09316463,-0.2616665,-2.06393
0.5833877,-0.01634979,-1.756493,0.3499157,-0.07635053,-1.922033,-0.09420263,-0.2599306,-2.064491
0.5833877,-0.01634979,-1.756493,0.3499157,-0.07635053,-1.922033,-0.09420263,-0.2599306,-2.064491
0.5833877,-0.01634979,-1.756493,0.3499157,-0.07635053,-1.922033,-0.09420263,-0.2599306,-2.064491
0.5833877,-0.01634979,-1.756493,0.3499157,-0.07635053,-1.922033,-0.09420263,-0.2599306,-2.064491
0.580439,-0.1066271,-1.752284,0.3465874,-0.1212629,-1.926458,-0.09487722,-0.2604288,-2.064774
0.580439,-0.1066271,-1.752284,0.3465874,-0.1212629,-1.926458,-0.09487722,-0.2604288,-2.064774
0.580439,-0.1066271,-1.752284,0.3465874,-0.1212629,-1.926458,-0.09487722,-0.2604288,-2.064774
0.580439,-0.1066271,-1.752284,0.3465874,-0.1212629,-1.926458,-0.09487722,-0.2604288,-2.064774
0.580439,-0.1066271,-1.752284,0.3465874,-0.1212629,-1.926458,-0.09487722,-0.2604288,-2.064774
0.54219,-0.233999,-1.740374,0.3284499,-0.182909,-1.932602,-0.0952407,-0.2609396,-2.064376
0.54219,-0.233999,-1.740374,0.3284499,-0.182909,-1.932602,-0.0952407,-0.2609396,-2.064376
0.4668023,-0.3576256,-1.734319,0.2952121,-0.2339445,-1.930928,-0.09552885,-0.2611493,-2.063965
0.4668023,-0.3576256,-1.734319,0.2952121,-0.2339445,-1.930928,-0.09552885,-0.2611493,-2.063965
0.4668023,-0.3576256,-1.734319,0.2952121,-0.2339445,-1.930928,-0.09552885,-0.2611493,-2.063965
0.4668023,-0.3576256,-1.734319,0.2952121,-0.2339445,-1.930928,-0.09552885,-0.2611493,-2.063965
0.3978863,-0.4330722,-1.73218,0.269516,-0.2691597,-1.931648,-0.09452629,-0.2606905,-2.065138
0.3978863,-0.4330722,-1.73218,0.269516,-0.2691597,-1.931648,-0.09452629,-0.2606905,-2.065138
0.3978863,-0.4330722,-1.73218,0.269516,-0.2691597,-1.931648,-0.09452629,-0.2606905,-2.065138
0.3978863,-0.4330722,-1.73218,0.269516,-0.2691597,-1.931648,-0.09452629,-0.2606905,-2.065138
0.3008973,-0.4946396,-1.726074,0.226858,-0.305232,-1.931915,-0.09134308,-0.2615819,-2.065844
0.3008973,-0.4946396,-1.726074,0.226858,-0.305232,-1.931915,-0.09134308,-0.2615819,-2.065844
