Hand_L, , ,Elbow_L, , ,Shoulder_L, , 
-0.1837431,0.6078704,-2.048895,-0.1750693,0.3985553,-2.235445,-0.07346201,0.2982379,-2.478341
-0.1837431,0.6078704,-2.048895,-0.1750693,0.3985553,-2.235445,-0.07346201,0.2982379,-2.478341
-0.1837431,0.6078704,-2.048895,-0.1750693,0.3985553,-2.235445,-0.07346201,0.2982379,-2.478341
-0.2251682,0.6041555,-2.05976,-0.1931207,0.3979133,-2.24568,-0.07344308,0.2982372,-2.478341
-0.2251682,0.6041555,-2.05976,-0.1931207,0.3979133,-2.24568,-0.07344308,0.2982372,-2.478341
-0.2251682,0.6041555,-2.05976,-0.1931207,0.3979133,-2.24568,-0.07344308,0.2982372,-2.478341
-0.2251682,0.6041555,-2.05976,-0.1931207,0.3979133,-2.24568,-0.07344308,0.2982372,-2.478341
-0.2737641,0.5927625,-2.069898,-0.2136036,0.3932124,-2.255076,-0.07343778,0.2982348,-2.478346
-0.2737641,0.5927625,-2.069898,-0.2136036,0.3932124,-2.255076,-0.07343778,0.2982348,-2.478346
-0.3108469,0.588153,-2.082487,-0.2377786,0.3845963,-2.260551,-0.07343204,0.2982399,-2.478374
-0.3108469,0.588153,-2.082487,-0.2377786,0.3845963,-2.260551,-0.07343204,0.2982399,-2.478374
-0.3108469,0.588153,-2.082487,-0.2377786,0.3845963,-2.260551,-0.07343204,0.2982399,-2.478374
-0.3108469,0.588153,-2.082487,-0.2377786,0.3845963,-2.260551,-0.07343204,0.2982399,-2.478374
-0.3108469,0.588153,-2.082487,-0.2377786,0.3845963,-2.260551,-0.07343303,0.2982384,-2.478434
-0.3628983,0.5719208,-2.095495,-0.2646095,0.3717372,-2.26568,-0.07343303,0.2982384,-2.478434
-0.3628983,0.5719208,-2.095495,-0.2646095,0.3717372,-2.26568,-0.07343303,0.2982384,-2.478434
-0.3628983,0.5719208,-2.095495,-0.2646095,0.3717372,-2.26568,-0.07343303,0.2982384,-2.478434
-0.3628983,0.5719208,-2.095495,-0.2646095,0.3717372,-2.26568,-0.07343303,0.2982384,-2.478434
-0.4136861,0.5403522,-2.116617,-0.2882407,0.3516993,-2.27724,-0.07344217,0.2982678,-2.4786
-0.4136861,0.5403522,-2.116617,-0.2882407,0.3516993,-2.27724,-0.07344217,0.2982678,-2.4786
-0.4778795,0.4405118,-2.134934,-0.3178281,0.303008,-2.304015,-0.07349271,0.2982167,-2.478957
-0.4778795,0.4405118,-2.134934,-0.3178281,0.303008,-2.304015,-0.07349271,0.2982167,-2.478957
-0.4778795,0.4405118,-2.134934,-0.3178281,0.303008,-2.304015,-0.07349271,0.2982167,-2.478957
-0.4778795,0.4405118,-2.134934,-0.3178281,0.303008,-2.304015,-0.07349271,0.2982167,-2.478957
-0.5058282,0.3594745,-2.158982,-0.3252092,0.2698854,-2.328772,-0.07362259,0.2980963,-2.4794
-0.5058282,0.3594745,-2.158982,-0.3252092,0.2698854,-2.328772,-0.07362259,0.2980963,-2.4794
-0.5210483,0.2672175,-2.180493,-0.327062,0.241917,-2.34886,-0.07382858,0.2980404,-2.480184
-0.5210483,0.2672175,-2.180493,-0.327062,0.241917,-2.34886,-0.07382858,0.2980404,-2.480184
-0.5233683,0.1967615,-2.199535,-0.3231403,0.2105705,-2.367333,-0.07429309,0.2981113,-2.481791
-0.5233683,0.1967615,-2.199535,-0.3231403,0.2105705,-2.367333,-0.07429309,0.2981113,-2.481791
-0.5129207,0.113116,-2.212501,-0.316264,0.1744412,-2.384567,-0.07487447,0.2980844,-2.484209
-0.5129207,0.113116,-2.212501,-0.316264,0.1744412,-2.384567,-0.07487447,0.2980844,-2.484209
-0.5129207,0.113116,-2.212501,-0.316264,0.1744412,-2.384567,-0.07487447,0.2980844,-2.484209
-0.5129207,0.113116,-2.212501,-0.316264,0.1744412,-2.384567,-0.07487447,0.2980844,-2.484209
-0.493139,0.04667803,-2.212356,-0.3110634,0.1432821,-2.396912,-0.07530215,0.2982706,-2.486076
-0.493139,0.04667803,-2.212356,-0.3110634,0.1432821,-2.396912,-0.07530215,0.2982706,-2.486076
-0.4469815,-0.0309975,-2.237049,-0.2993046,0.1226579,-2.410658,-0.07555003,0.2981673,-2.487293
-0.4469815,-0.0309975,-2.237049,-0.2993046,0.1226579,-2.410658,-0.07555003,0.2981673,-2.487293
-0.3959179,-0.08710624,-2.253034,-0.2834174,0.1020277,-2.422966,-0.07572427,0.298109,-2.488236
-0.3959179,-0.08710624,-2.253034,-0.2834174,0.1020277,-2.422966,-0.07572427,0.298109,-2.488236
-0.3567069,-0.1341954,-2.247758,-0.2661688,0.07141445,-2.431582,-0.07587311,0.297926,-2.48875
-0.3567069,-0.1341954,-2.247758,-0.2661688,0.07141445,-2.431582,-0.07587311,0.297926,-2.48875
-0.3172039,-0.1669436,-2.252614,-0.2493674,0.05408977,-2.436775,-0.07602484,0.2977118,-2.489178
-0.3172039,-0.1669436,-2.252614,-0.2493674,0.05408977,-2.436775,-0.07602484,0.2977118,-2.489178
-0.3172039,-0.1669436,-2.252614,-0.2493674,0.05408977,-2.436775,-0.07602484,0.2977118,-2.489178
-0.3172039,-0.1669436,-2.252614,-0.2493674,0.05408977,-2.436775,-0.07602484,0.2977118,-2.489178
-0.2557696,-0.198617,-2.248278,-0.2232061,0.03210809,-2.440558,-0.07618456,0.2975419,-2.489481
-0.2557696,-0.198617,-2.248278,-0.2232061,0.03210809,-2.440558,-0.07618456,0.2975419,-2.489481
-0.1843479,-0.2188219,-2.239343,-0.1989612,0.01621354,-2.439561,-0.07641294,0.2974194,-2.489977
-0.1843479,-0.2188219,-2.239343,-0.1989612,0.01621354,-2.439561,-0.07641294,0.2974194,-2.489977
-0.1287959,-0.2192086,-2.239825,-0.1852856,0.01300665,-2.43802,-0.07659646,0.297257,-2.490246
-0.1287959,-0.2192086,-2.239825,-0.1852856,0.01300665,-2.43802,-0.07659646,0.297257,-2.490246
-0.1287959,-0.2192086,-2.239825,-0.1852856,0.01300665,-2.43802,-0.07659646,0.297257,-2.490246
-0.08016958,-0.2123547,-2.232619,-0.164378,0.01152171,-2.43215,-0.07676786,0.2971767,-2.490629
-0.08016958,-0.2123547,-2.232619,-0.164378,0.01152171,-2.43215,-0.07676786,0.2971767,-2.490629
