Hand_L, , ,Shoulder_L, , 
-0.1024764,0.4909045,-2.226097,-0.1606237,0.2971619,-2.583725
-0.1024764,0.4909045,-2.226097,-0.1606237,0.2971619,-2.583725
-0.1024764,0.4909045,-2.226097,-0.1606237,0.2971619,-2.583725
-0.09582557,0.5006403,-2.230085,-0.1609842,0.2975819,-2.584124
-0.09582557,0.5006403,-2.230085,-0.1609842,0.2975819,-2.584124
-0.09582557,0.5006403,-2.230085,-0.1609842,0.2975819,-2.584124
-0.09582557,0.5006403,-2.230085,-0.1609842,0.2975819,-2.584124
-0.08765782,0.5084679,-2.230646,-0.1579117,0.299878,-2.586542
-0.08765782,0.5084679,-2.230646,-0.1579117,0.299878,-2.586542
-0.08765782,0.5084679,-2.230646,-0.1518251,0.3105015,-2.58728
-0.07538603,0.4986688,-2.229944,-0.1518251,0.3105015,-2.58728
-0.07538603,0.4986688,-2.229944,-0.1518251,0.3105015,-2.58728
-0.05467586,0.4931972,-2.231738,-0.1513422,0.3060793,-2.58637
-0.05467586,0.4931972,-2.231738,-0.1513422,0.3060793,-2.58637
-0.05467586,0.4931972,-2.231738,-0.1513422,0.3060793,-2.58637
-0.05467586,0.4931972,-2.231738,-0.1513422,0.3060793,-2.58637
-0.03372986,0.4856859,-2.229564,-0.1543538,0.3018053,-2.584081
-0.03372986,0.4856859,-2.229564,-0.1543538,0.3018053,-2.584081
-0.005235791,0.4638748,-2.220209,-0.1660132,0.2782533,-2.583925
-0.005235791,0.4638748,-2.220209,-0.1660132,0.2782533,-2.583925
0.04167192,0.4207827,-2.219236,-0.1709794,0.27031,-2.582304
0.04167192,0.4207827,-2.219236,-0.1709794,0.27031,-2.582304
0.04167192,0.4207827,-2.219236,-0.1709794,0.27031,-2.582304
0.04167192,0.4207827,-2.219236,-0.1709794,0.27031,-2.582304
0.09282872,0.330582,-2.219925,-0.1754326,0.2664782,-2.580196
0.09282872,0.330582,-2.219925,-0.1754326,0.2664782,-2.580196
0.1144944,0.24051,-2.221336,-0.1813428,0.2578023,-2.576008
0.1144944,0.24051,-2.221336,-0.1813428,0.2578023,-2.576008
0.1207109,0.1480035,-2.240397,-0.1858083,0.2521472,-2.572028
0.1207109,0.1480035,-2.240397,-0.1858083,0.2521472,-2.572028
0.1207109,0.1480035,-2.240397,-0.1858083,0.2521472,-2.572028
0.1207109,0.1480035,-2.240397,-0.1858083,0.2521472,-2.572028
0.1016128,0.06370485,-2.281584,-0.1719619,0.2880876,-2.574919
0.1016128,0.06370485,-2.281584,-0.1719619,0.2880876,-2.574919
0.07246012,-0.03808802,-2.322712,-0.1663146,0.3062299,-2.586884
0.07246012,-0.03808802,-2.322712,-0.1663146,0.3062299,-2.586884
0.07246012,-0.03808802,-2.322712,-0.1663146,0.3062299,-2.586884
0.07246012,-0.03808802,-2.322712,-0.1663146,0.3062299,-2.586884
0.0307779,-0.09581168,-2.342208,-0.1652921,0.3093681,-2.586717
0.0307779,-0.09581168,-2.342208,-0.1652921,0.3093681,-2.586717
-0.01063794,-0.1456864,-2.373402,-0.1661143,0.3096694,-2.587321
-0.01063794,-0.1456864,-2.373402,-0.1661143,0.3096694,-2.587321
-0.05514638,-0.1824741,-2.403268,-0.1651748,0.3053253,-2.583894
-0.05514638,-0.1824741,-2.403268,-0.1651748,0.3053253,-2.583894
-0.1151235,-0.2125354,-2.424377,-0.1634182,0.3072564,-2.584059
-0.1151235,-0.2125354,-2.424377,-0.1634182,0.3072564,-2.584059
-0.1583802,-0.2348455,-2.416146,-0.1618012,0.3065827,-2.584426
-0.1583802,-0.2348455,-2.416146,-0.1618012,0.3065827,-2.584426
-0.2201394,-0.2462942,-2.417987,-0.1628436,0.3059505,-2.581357
-0.2201394,-0.2462942,-2.417987,-0.1628436,0.3059505,-2.581357
-0.2201394,-0.2462942,-2.417987,-0.1628436,0.3059505,-2.581357
-0.2201394,-0.2462942,-2.417987,-0.1628436,0.3059505,-2.581357
-0.2818046,-0.2335047,-2.428228,-0.1620054,0.3105122,-2.585182
-0.2818046,-0.2335047,-2.428228,-0.1620054,0.3105122,-2.585182
-0.2818046,-0.2335047,-2.428228,-0.1620054,0.3105122,-2.585182
-0.2818046,-0.2335047,-2.428228,-0.1620054,0.3105122,-2.585182
-0.3511579,-0.2046201,-2.430289,-0.1616023,0.3028667,-2.583684
-0.3511579,-0.2046201,-2.430289,-0.1616023,0.3028667,-2.583684
-0.4098641,-0.1723271,-2.422653,-0.1578241,0.2971349,-2.582187
-0.4098641,-0.1723271,-2.422653,-0.1578241,0.2971349,-2.582187
-0.4098641,-0.1723271,-2.422653,-0.1578241,0.2971349,-2.582187
-0.4471457,-0.1297716,-2.406192,-0.1569736,0.3026074,-2.586122
-0.4471457,-0.1297716,-2.406192,-0.1569736,0.3026074,-2.586122
-0.4471457,-0.1297716,-2.406192,-0.1569736,0.3026074,-2.586122
-0.4471457,-0.1297716,-2.406192,-0.1569736,0.3026074,-2.586122
-0.4851523,-0.07401969,-2.372867,-0.1563798,0.3025104,-2.587587
-0.4851523,-0.07401969,-2.372867,-0.1563798,0.3025104,-2.587587
-0.514696,-0.01166555,-2.343416,-0.154968,0.3031832,-2.589014
-0.514696,-0.01166555,-2.343416,-0.154968,0.3031832,-2.589014
-0.5463873,0.0566285,-2.299302,-0.1539763,0.3056356,-2.588316
-0.5463873,0.0566285,-2.299302,-0.1539763,0.3056356,-2.588316
-0.5463873,0.0566285,-2.299302,-0.1539763,0.3056356,-2.588316
-0.5463873,0.0566285,-2.299302,-0.1539763,0.3056356,-2.588316
-0.5743384,0.1318683,-2.260078,-0.1543449,0.3041325,-2.585862
-0.5743384,0.1318683,-2.260078,-0.1543449,0.3041325,-2.585862
-0.5783694,0.2063438,-2.222228,-0.1558249,0.3014554,-2.584054
-0.5783694,0.2063438,-2.222228,-0.1558249,0.3014554,-2.584054
-0.5559127,0.2728119,-2.189201,-0.1582883,0.3003122,-2.58215
-0.5559127,0.2728119,-2.189201,-0.1582883,0.3003122,-2.58215
-0.5559127,0.2728119,-2.189201,-0.1582883,0.3003122,-2.58215
-0.5559127,0.2728119,-2.189201,-0.1582883,0.3003122,-2.58215
-0.5130046,0.3344296,-2.177297,-0.1588732,0.3007303,-2.579367
-0.5130046,0.3344296,-2.177297,-0.1588732,0.3007303,-2.579367
-0.4291957,0.4220545,-2.166625,-0.1617517,0.2992114,-2.579132
-0.4291957,0.4220545,-2.166625,-0.1617517,0.2992114,-2.579132
-0.3644614,0.4770288,-2.165455,-0.1633194,0.2974271,-2.579199
-0.3644614,0.4770288,-2.165455,-0.1633194,0.2974271,-2.579199
-0.3077555,0.5145395,-2.172603,-0.1635856,0.297888,-2.58081
-0.3077555,0.5145395,-2.172603,-0.1635856,0.297888,-2.58081
-0.2559444,0.5360253,-2.181647,-0.1629168,0.3053704,-2.586314
-0.2559444,0.5360253,-2.181647,-0.1629168,0.3053704,-2.586314
-0.2073423,0.5471981,-2.203591,-0.1637263,0.3069834,-2.58622
-0.2073423,0.5471981,-2.203591,-0.1637263,0.3069834,-2.58622
-0.1665273,0.5550697,-2.214895,-0.1664655,0.3050156,-2.582867
-0.1665273,0.5550697,-2.214895,-0.1664655,0.3050156,-2.582867
-0.1665273,0.5550697,-2.214895,-0.1664655,0.3050156,-2.582867
-0.1665273,0.5550697,-2.214895,-0.1664655,0.3050156,-2.582867
-0.1330615,0.5622054,-2.232536,-0.1655295,0.3081323,-2.583263
-0.1330615,0.5622054,-2.232536,-0.1655295,0.3081323,-2.583263
-0.1330615,0.5622054,-2.232536,-0.1655295,0.3081323,-2.583263
