Hand_L, , ,Elbow_L, , ,Shoulder_L, , 
-0.3329578,0.5259475,-2.044665,-0.2302999,0.3317529,-2.212148,-0.04575627,0.2887327,-2.473674
-0.3914078,0.4837176,-2.06442,-0.2487221,0.3152323,-2.224885,-0.04601297,0.288968,-2.473692
-0.3914078,0.4837176,-2.06442,-0.2487221,0.3152323,-2.224885,-0.04601297,0.288968,-2.473692
-0.3914078,0.4837176,-2.06442,-0.2487221,0.3152323,-2.224885,-0.04601297,0.288968,-2.473692
-0.3914078,0.4837176,-2.06442,-0.2487221,0.3152323,-2.224885,-0.04601297,0.288968,-2.473692
-0.4303706,0.4375499,-2.074196,-0.2650479,0.2941765,-2.239034,-0.04630157,0.2892072,-2.473712
-0.4303706,0.4375499,-2.074196,-0.2650479,0.2941765,-2.239034,-0.04630157,0.2892072,-2.473712
-0.4691597,0.3766665,-2.09796,-0.2771142,0.268984,-2.257608,-0.04658975,0.2894065,-2.473856
-0.4691597,0.3766665,-2.09796,-0.2771142,0.268984,-2.257608,-0.04658975,0.2894065,-2.473856
-0.493583,0.311772,-2.116764,-0.2846677,0.2401815,-2.275617,-0.04689372,0.2896451,-2.474043
-0.493583,0.311772,-2.116764,-0.2846677,0.2401815,-2.275617,-0.04689372,0.2896451,-2.474043
-0.5057983,0.2484727,-2.128428,-0.2888258,0.2211999,-2.289168,-0.0472463,0.2899933,-2.474275
-0.5057983,0.2484727,-2.128428,-0.2888258,0.2211999,-2.289168,-0.0472463,0.2899933,-2.474275
-0.5057983,0.2484727,-2.128428,-0.2888258,0.2211999,-2.289168,-0.0472463,0.2899933,-2.474275
-0.5057983,0.2484727,-2.128428,-0.2888258,0.2211999,-2.289168,-0.0472463,0.2899933,-2.474275
-0.5135228,0.1805479,-2.147302,-0.2905345,0.1980329,-2.303802,-0.04751342,0.2902746,-2.47449
-0.5135228,0.1805479,-2.147302,-0.2905345,0.1980329,-2.303802,-0.04751342,0.2902746,-2.47449
-0.5032254,0.1010126,-2.165498,-0.2882292,0.1726147,-2.321496,-0.04783516,0.2905419,-2.47481
-0.5032254,0.1010126,-2.165498,-0.2882292,0.1726147,-2.321496,-0.04783516,0.2905419,-2.47481
-0.5032254,0.1010126,-2.165498,-0.2882292,0.1726147,-2.321496,-0.04813079,0.2907887,-2.475115
-0.4779519,0.02719153,-2.173456,-0.2805933,0.1396544,-2.339713,-0.04813079,0.2907887,-2.475115
-0.4779519,0.02719153,-2.173456,-0.2805933,0.1396544,-2.339713,-0.04813079,0.2907887,-2.475115
-0.4438326,-0.04027938,-2.184443,-0.2691998,0.109807,-2.355651,-0.04835204,0.2909064,-2.475268
-0.4438326,-0.04027938,-2.184443,-0.2691998,0.109807,-2.355651,-0.04835204,0.2909064,-2.475268
-0.3856392,-0.1117193,-2.202371,-0.2574728,0.09014525,-2.366653,-0.04858463,0.2909038,-2.475346
-0.3856392,-0.1117193,-2.202371,-0.2574728,0.09014525,-2.366653,-0.04858463,0.2909038,-2.475346
-0.3458746,-0.1490219,-2.201333,-0.2377701,0.06255601,-2.376226,-0.04910642,0.2908777,-2.475639
-0.3458746,-0.1490219,-2.201333,-0.2377701,0.06255601,-2.376226,-0.04910642,0.2908777,-2.475639
-0.305076,-0.1744926,-2.207826,-0.2163974,0.04605304,-2.381728,-0.04958465,0.2909159,-2.475918
-0.305076,-0.1744926,-2.207826,-0.2163974,0.04605304,-2.381728,-0.04958465,0.2909159,-2.475918
-0.2276084,-0.2072279,-2.201187,-0.1880997,0.02440508,-2.385949,-0.05035994,0.2909891,-2.476406
-0.2276084,-0.2072279,-2.201187,-0.1880997,0.02440508,-2.385949,-0.05035994,0.2909891,-2.476406
-0.2276084,-0.2072279,-2.201187,-0.1880997,0.02440508,-2.385949,-0.05035994,0.2909891,-2.476406
-0.2276084,-0.2072279,-2.201187,-0.1880997,0.02440508,-2.385949,-0.05035994,0.2909891,-2.476406
-0.1611853,-0.2122304,-2.2076,-0.1694447,0.02011377,-2.389364,-0.05107287,0.2910719,-2.476899
-0.1611853,-0.2122304,-2.2076,-0.1694447,0.02011377,-2.389364,-0.05107287,0.2910719,-2.476899
-0.0887754,-0.2090549,-2.194608,-0.1428304,0.0144163,-2.386956,-0.05167257,0.2910913,-2.47711
-0.0887754,-0.2090549,-2.194608,-0.1428304,0.0144163,-2.386956,-0.05167257,0.2910913,-2.47711
-0.01970897,-0.1934513,-2.186134,-0.124747,0.01276397,-2.384336,-0.05195067,0.2910998,-2.477133
-0.01970897,-0.1934513,-2.186134,-0.124747,0.01276397,-2.384336,-0.05195067,0.2910998,-2.477133
0.03066126,-0.1728634,-2.198782,-0.1131144,0.01492054,-2.384446,-0.05220221,0.2911769,-2.47717
0.03066126,-0.1728634,-2.198782,-0.1131144,0.01492054,-2.384446,-0.05220221,0.2911769,-2.47717
0.07105786,-0.1446472,-2.200784,-0.09541458,0.02281456,-2.380436,-0.05239181,0.2913167,-2.477169
0.07105786,-0.1446472,-2.200784,-0.09541458,0.02281456,-2.380436,-0.05239181,0.2913167,-2.477169
0.1408827,-0.09176765,-2.17794,-0.06677166,0.03342522,-2.361411,-0.05255624,0.2913464,-2.47709
0.1408827,-0.09176765,-2.17794,-0.06677166,0.03342522,-2.361411,-0.05255624,0.2913464,-2.47709
0.1408827,-0.09176765,-2.17794,-0.06677166,0.03342522,-2.361411,-0.05255624,0.2913464,-2.47709
0.1408827,-0.09176765,-2.17794,-0.06677166,0.03342522,-2.361411,-0.05255624,0.2913464,-2.47709
0.18838,-0.03672798,-2.159987,-0.04279393,0.04583655,-2.343184,-0.05267197,0.2914171,-2.4769
0.18838,-0.03672798,-2.159987,-0.04279393,0.04583655,-2.343184,-0.05267197,0.2914171,-2.4769
0.2225652,0.02003179,-2.144565,-0.02059447,0.0615957,-2.323688,-0.05280171,0.2915135,-2.476737
0.2225652,0.02003179,-2.144565,-0.02059447,0.0615957,-2.323688,-0.05280171,0.2915135,-2.476737
0.2529563,0.09232365,-2.125538,0.0007363176,0.08373216,-2.300201,-0.05263858,0.2916653,-2.475806
0.2529563,0.09232365,-2.125538,0.0007363176,0.08373216,-2.300201,-0.05263858,0.2916653,-2.475806
0.2689202,0.149469,-2.117581,0.01657387,0.1059084,-2.278278,-0.05261802,0.291544,-2.475282
0.2689202,0.149469,-2.117581,0.01657387,0.1059084,-2.278278,-0.05261802,0.291544,-2.475282
0.2689202,0.149469,-2.117581,0.01657387,0.1059084,-2.278278,-0.05261802,0.291544,-2.475282
0.2689202,0.149469,-2.117581,0.01657387,0.1059084,-2.278278,-0.05261802,0.291544,-2.475282
0.2712648,0.2148169,-2.104788,0.02683733,0.1267944,-2.26211,-0.05244274,0.2914969,-2.474103
0.2712648,0.2148169,-2.104788,0.02683733,0.1267944,-2.26211,-0.05244274,0.2914969,-2.474103
0.2713948,0.2739104,-2.099126,0.0356921,0.1493981,-2.245061,-0.05226265,0.2913439,-2.473248
0.2713948,0.2739104,-2.099126,0.0356921,0.1493981,-2.245061,-0.05226265,0.2913439,-2.473248
0.2713948,0.2739104,-2.099126,0.0356921,0.1493981,-2.245061,-0.05226265,0.2913439,-2.473248
0.2594898,0.323744,-2.092719,0.03824908,0.172242,-2.231428,-0.05207818,0.291458,-2.472952
