Hand_L, , ,Elbow_L, , ,Shoulder_L, , 
-0.1473027,0.5520315,-2.011526,-0.1584699,0.3431292,-2.19597,-0.05297994,0.2964154,-2.479409
-0.1473027,0.5520315,-2.011526,-0.1584699,0.3431292,-2.19597,-0.05297994,0.2964154,-2.479409
-0.1764934,0.5524448,-2.013695,-0.1722213,0.3424503,-2.196914,-0.05300173,0.2964042,-2.479389
-0.1764934,0.5524448,-2.013695,-0.1722213,0.3424503,-2.196914,-0.05300173,0.2964042,-2.479389
-0.1764934,0.5524448,-2.013695,-0.1722213,0.3424503,-2.196914,-0.05300173,0.2964042,-2.479389
-0.1764934,0.5524448,-2.013695,-0.1722213,0.3424503,-2.196914,-0.05300173,0.2964042,-2.479389
-0.2166655,0.5470214,-2.017255,-0.1864966,0.3388703,-2.198535,-0.05302052,0.2964087,-2.479384
-0.2166655,0.5470214,-2.017255,-0.1864966,0.3388703,-2.198535,-0.05302052,0.2964087,-2.479384
-0.2546694,0.5397079,-2.019771,-0.2043291,0.3325826,-2.199672,-0.05306076,0.296487,-2.479424
-0.2546694,0.5397079,-2.019771,-0.2043291,0.3325826,-2.199672,-0.05306076,0.296487,-2.479424
-0.2546694,0.5397079,-2.019771,-0.2043291,0.3325826,-2.199672,-0.05306076,0.296487,-2.479424
-0.2546694,0.5397079,-2.019771,-0.2043291,0.3325826,-2.199672,-0.05306076,0.296487,-2.479424
-0.2546694,0.5397079,-2.019771,-0.2043291,0.3325826,-2.199672,-0.05306076,0.296487,-2.479424
-0.2929267,0.5250829,-2.024883,-0.2223979,0.3245084,-2.205649,-0.05306952,0.296486,-2.47942
-0.2929267,0.5250829,-2.024883,-0.2223979,0.3245084,-2.205649,-0.05306952,0.296486,-2.47942
-0.2929267,0.5250829,-2.024883,-0.2223979,0.3245084,-2.205649,-0.05306952,0.296486,-2.47942
-0.2929267,0.5250829,-2.024883,-0.2223979,0.3245084,-2.205649,-0.05306952,0.296486,-2.47942
-0.3389478,0.4934711,-2.035639,-0.2399139,0.3100941,-2.213039,-0.05309649,0.2964746,-2.479404
-0.3389478,0.4934711,-2.035639,-0.2399139,0.3100941,-2.213039,-0.05309649,0.2964746,-2.479404
-0.3804722,0.450567,-2.047982,-0.2543083,0.294913,-2.224906,-0.05314494,0.2965305,-2.479437
-0.3804722,0.450567,-2.047982,-0.2543083,0.294913,-2.224906,-0.05314494,0.2965305,-2.479437
-0.3804722,0.450567,-2.047982,-0.2543083,0.294913,-2.224906,-0.05314494,0.2965305,-2.479437
-0.3804722,0.450567,-2.047982,-0.2543083,0.294913,-2.224906,-0.05314494,0.2965305,-2.479437
-0.4196182,0.4007645,-2.063822,-0.2660253,0.2770568,-2.23942,-0.05320824,0.2965176,-2.479462
-0.4196182,0.4007645,-2.063822,-0.2660253,0.2770568,-2.23942,-0.05320824,0.2965176,-2.479462
-0.4453304,0.3559785,-2.077689,-0.2764816,0.2551097,-2.258659,-0.05326387,0.2965227,-2.47948
-0.4453304,0.3559785,-2.077689,-0.2764816,0.2551097,-2.258659,-0.05326387,0.2965227,-2.47948
-0.4453304,0.3559785,-2.077689,-0.2764816,0.2551097,-2.258659,-0.05326387,0.2965227,-2.47948
-0.4453304,0.3559785,-2.077689,-0.2764816,0.2551097,-2.258659,-0.05326387,0.2965227,-2.47948
-0.4724393,0.2942414,-2.099503,-0.2827718,0.2312791,-2.276934,-0.05337247,0.2965462,-2.479598
-0.4724393,0.2942414,-2.099503,-0.2827718,0.2312791,-2.276934,-0.05337247,0.2965462,-2.479598
-0.4885349,0.2314577,-2.118669,-0.2867256,0.2135479,-2.289805,-0.0534641,0.2965419,-2.47962
